supplier_performance_id,supplier_id,period,purchase_order_count,on_time_delivery_rate,defect_rate,average_delay_hours,emergency_response_hours,score
SP-053-2026-02,SUP-053,2026-02,35,0.817,0.12,2.2,35.4,83.9
SP-053-2026-01,SUP-053,2026-01,6,0.7521,0.12,9.7,15.0,79.7
SP-053-2025-12,SUP-053,2025-12,33,0.8656,0.12,8.0,14.2,87.1
SP-053-2025-11,SUP-053,2025-11,44,0.8295,0.12,12.2,5.3,84.7
SP-053-2025-10,SUP-053,2025-10,34,0.783,0.12,15.9,6.9,81.7
SP-053-2025-09,SUP-053,2025-09,30,0.753,0.12,20.3,12.5,79.7
SP-053-2025-08,SUP-053,2025-08,58,0.8386,0.12,11.5,33.9,85.3
SP-053-2025-07,SUP-053,2025-07,57,0.8307,0.12,21.3,20.4,84.8
SP-054-2026-06,SUP-054,2026-06,38,0.7375,0.04547,20.0,28.2,81.3
SP-054-2026-05,SUP-054,2026-05,31,0.6678,0.03755,29.4,6.1,77.1
SP-054-2026-04,SUP-054,2026-04,59,0.6829,0.05328,15.8,33.3,77.5
SP-054-2026-03,SUP-054,2026-03,61,0.7129,0.0527,35.0,18.2,79.5
SP-054-2026-02,SUP-054,2026-02,16,0.6719,0.03956,41.2,10.0,77.3
SP-054-2026-01,SUP-054,2026-01,41,0.6749,0.04485,32.8,6.3,77.3
SP-054-2025-12,SUP-054,2025-12,42,0.6731,0.04638,27.6,21.2,77.1
SP-054-2025-11,SUP-054,2025-11,63,0.7403,0.04976,18.6,34.7,81.4
SP-054-2025-10,SUP-054,2025-10,16,0.6732,0.04952,37.8,4.5,77.0
SP-054-2025-09,SUP-054,2025-09,23,0.7131,0.04442,33.2,27.8,79.8
SP-054-2025-08,SUP-054,2025-08,34,0.7176,0.03492,18.2,20.4,80.4
SP-054-2025-07,SUP-054,2025-07,65,0.7672,0.04453,17.7,32.1,83.3
SP-055-2026-06,SUP-055,2026-06,30,0.9216,0.06273,3.0,25.8,92.7
SP-055-2026-05,SUP-055,2026-05,34,0.9025,0.06946,12.0,20.6,91.2
SP-055-2026-04,SUP-055,2026-04,44,0.9449,0.05928,9.9,19.5,94.3
SP-055-2026-03,SUP-055,2026-03,32,0.9059,0.0586,8.7,26.7,91.8
SP-055-2026-02,SUP-055,2026-02,11,0.8681,0.06092,28.3,25.4,89.3
SP-055-2026-01,SUP-055,2026-01,62,0.883,0.07042,8.4,13.1,89.9
SP-055-2025-12,SUP-055,2025-12,23,0.9405,0.06531,6.7,21.9,93.8
SP-055-2025-11,SUP-055,2025-11,31,0.9061,0.04692,14.1,15.9,92.3
SP-055-2025-10,SUP-055,2025-10,45,0.8458,0.05656,2.9,3.5,88.0
SP-055-2025-09,SUP-055,2025-09,56,0.9286,0.04765,7.1,18.8,93.7
SP-055-2025-08,SUP-055,2025-08,55,0.8704,0.06965,2.3,28.7,89.1
SP-055-2025-07,SUP-055,2025-07,55,0.8377,0.06443,13.9,8.8,87.2
SP-056-2026-06,SUP-056,2026-06,14,0.9152,0.08114,14.0,1.6,91.6
SP-056-2026-05,SUP-056,2026-05,21,0.9314,0.0736,7.6,1.4,93.0
SP-056-2026-04,SUP-056,2026-04,55,0.8317,0.08717,22.3,15.5,86.0
SP-056-2026-03,SUP-056,2026-03,42,0.8702,0.09069,2.3,12.1,88.4
SP-056-2026-02,SUP-056,2026-02,50,0.8922,0.08534,16.7,12.4,90.0
SP-056-2026-01,SUP-056,2026-01,28,0.8894,0.08637,17.5,1.9,89.8
SP-056-2025-12,SUP-056,2025-12,45,0.8815,0.09166,8.9,5.4,89.1
SP-056-2025-11,SUP-056,2025-11,12,0.8826,0.07097,16.6,33.7,89.9
SP-056-2025-10,SUP-056,2025-10,44,0.9026,0.07066,8.8,9.4,91.2
SP-056-2025-09,SUP-056,2025-09,62,0.9268,0.08989,3.3,6.4,92.1
SP-056-2025-08,SUP-056,2025-08,14,0.8465,0.0818,19.7,4.3,87.2
SP-056-2025-07,SUP-056,2025-07,13,0.8954,0.06912,11.4,27.9,90.8
SP-057-2026-06,SUP-057,2026-06,48,0.7252,0.1014,10.8,29.4,78.6
SP-057-2026-05,SUP-057,2026-05,58,0.7547,0.10156,22.5,8.5,80.5
SP-057-2026-04,SUP-057,2026-04,63,0.7232,0.09964,26.6,1.0,78.5
SP-057-2026-03,SUP-057,2026-03,61,0.7183,0.1015,26.1,20.7,78.1
SP-057-2026-02,SUP-057,2026-02,52,0.8221,0.08457,19.2,14.2,85.5
SP-057-2026-01,SUP-057,2026-01,10,0.7658,0.08297,14.0,29.9,81.9
SP-057-2025-12,SUP-057,2025-12,61,0.8057,0.10483,12.9,32.5,83.7
SP-057-2025-11,SUP-057,2025-11,4,0.7826,0.08297,17.1,27.6,83.0
SP-057-2025-10,SUP-057,2025-10,45,0.8139,0.09752,5.4,27.6,84.5
SP-057-2025-09,SUP-057,2025-09,40,0.8083,0.09987,13.9,20.9,84.0
SP-057-2025-08,SUP-057,2025-08,22,0.7168,0.09849,26.2,27.4,78.1
SP-057-2025-07,SUP-057,2025-07,22,0.7169,0.09372,19.9,19.4,78.3
SP-058-2026-06,SUP-058,2026-06,6,0.7663,0.11534,28.9,28.9,80.8
SP-058-2026-05,SUP-058,2026-05,43,0.7764,0.11435,6.1,33.0,81.5
SP-058-2026-04,SUP-058,2026-04,61,0.7864,0.12,23.0,34.4,81.9
SP-058-2026-03,SUP-058,2026-03,26,0.7911,0.12,27.9,25.2,82.2
SP-058-2026-02,SUP-058,2026-02,20,0.791,0.11461,12.8,28.4,82.4
SP-058-2026-01,SUP-058,2026-01,38,0.8528,0.12,16.5,4.4,86.2
SP-058-2025-12,SUP-058,2025-12,41,0.8084,0.11294,21.3,12.4,83.6
SP-058-2025-11,SUP-058,2025-11,56,0.7895,0.1136,15.6,32.9,82.3
SP-058-2025-10,SUP-058,2025-10,5,0.8368,0.12,8.5,27.3,85.2
SP-058-2025-09,SUP-058,2025-09,31,0.7441,0.12,20.0,30.8,79.2
SP-058-2025-08,SUP-058,2025-08,14,0.8342,0.11737,29.5,12.4,85.1
SP-058-2025-07,SUP-058,2025-07,47,0.7525,0.12,19.9,2.3,79.7
SP-059-2026-06,SUP-059,2026-06,58,0.7575,0.04454,15.8,27.5,82.7
SP-059-2026-05,SUP-059,2026-05,4,0.7203,0.04881,24.6,28.6,80.1
SP-059-2026-04,SUP-059,2026-04,18,0.7352,0.0403,17.8,5.2,81.4
SP-059-2026-03,SUP-059,2026-03,38,0.7494,0.03543,23.8,32.2,82.5
SP-059-2026-02,SUP-059,2026-02,4,0.7729,0.04086,17.3,27.0,83.8
SP-059-2026-01,SUP-059,2026-01,44,0.7751,0.05135,26.5,29.9,83.6
SP-059-2025-12,SUP-059,2025-12,12,0.7421,0.03972,17.8,5.1,81.8
SP-059-2025-11,SUP-059,2025-11,26,0.7116,0.05603,20.1,2.7,79.3
SP-059-2025-10,SUP-059,2025-10,23,0.7681,0.03501,9.2,25.8,83.7
SP-059-2025-09,SUP-059,2025-09,43,0.6985,0.05657,16.1,18.1,78.4
SP-059-2025-08,SUP-059,2025-08,31,0.6931,0.05452,27.0,3.2,78.1
SP-059-2025-07,SUP-059,2025-07,55,0.6876,0.04847,14.0,34.1,78.0
SP-060-2026-06,SUP-060,2026-06,46,0.732,0.03539,31.2,9.7,81.3
SP-060-2026-05,SUP-060,2026-05,57,0.7268,0.03821,27.1,33.8,80.9
SP-060-2026-04,SUP-060,2026-04,65,0.7387,0.03449,19.0,10.3,81.8
SP-060-2026-03,SUP-060,2026-03,27,0.7189,0.03788,23.1,24.4,80.4
SP-060-2026-02,SUP-060,2026-02,56,0.6894,0.03463,14.8,12.0,78.6
SP-060-2026-01,SUP-060,2026-01,48,0.7594,0.03936,20.7,3.9,83.0
SP-060-2025-12,SUP-060,2025-12,26,0.7294,0.05412,22.7,14.8,80.5
SP-060-2025-11,SUP-060,2025-11,57,0.7376,0.03507,13.6,16.8,81.7
SP-060-2025-10,SUP-060,2025-10,28,0.6994,0.05571,22.4,11.0,78.5
SP-060-2025-09,SUP-060,2025-09,45,0.7835,0.04499,19.8,1.9,84.4
SP-060-2025-08,SUP-060,2025-08,21,0.7516,0.0495,36.3,21.2,82.1
SP-060-2025-07,SUP-060,2025-07,15,0.7682,0.0396,15.8,9.4,83.5
