movement_id,material_id,warehouse_id,movement_type,quantity,unit_cost,reference_type,reference_id,movement_at,operator
MOV-00013194,MAT-0237,WH-05,transfer_in,1178,44.55,purchase_order,REF-504514,2025-10-31T01:59:00+08:00,仓储用户14
MOV-00013195,MAT-0128,WH-06,issue,-677,42.7,manual,REF-017154,2025-09-07T12:50:00+08:00,仓储用户04
MOV-00013196,MAT-0016,WH-04,receipt,4165,215.07,purchase_order,REF-100296,2026-02-02T15:10:00+08:00,仓储用户17
MOV-00013197,MAT-0019,WH-06,issue,-1884,29.07,sales_order,REF-662112,2026-05-12T01:34:00+08:00,仓储用户30
MOV-00013198,MAT-0134,WH-06,issue,-2665,209.34,production_order,REF-234713,2025-07-13T09:00:00+08:00,仓储用户39
MOV-00013199,MAT-0189,WH-02,transfer_out,-4632,844.68,purchase_order,REF-304944,2026-03-25T14:38:00+08:00,仓储用户41
MOV-00013200,MAT-0057,WH-01,issue,-2976,137.52,production_order,REF-211884,2025-12-05T21:14:00+08:00,仓储用户39
MOV-00013201,MAT-0124,WH-05,issue,-7275,449.98,sales_order,REF-893405,2026-05-26T08:41:00+08:00,仓储用户20
MOV-00013202,MAT-0166,WH-01,issue,-2580,582.18,production_order,REF-802730,2025-08-12T03:26:00+08:00,仓储用户24
MOV-00013203,MAT-0029,WH-05,issue,-3131,386.6,production_order,REF-284398,2025-12-23T07:44:00+08:00,仓储用户10
MOV-00013204,MAT-0176,WH-03,issue,-2254,897.76,purchase_order,REF-171474,2025-07-08T06:32:00+08:00,仓储用户41
MOV-00013205,MAT-0145,WH-04,receipt,5859,89.41,manual,REF-493646,2025-06-22T09:28:00+08:00,仓储用户25
MOV-00013206,MAT-0156,WH-03,receipt,4311,16.48,purchase_order,REF-183817,2026-04-29T17:13:00+08:00,仓储用户15
MOV-00013207,MAT-0141,WH-06,adjustment,4429,199.43,purchase_order,REF-128830,2026-03-15T02:27:00+08:00,仓储用户38
MOV-00013208,MAT-0162,WH-02,transfer_out,-889,41.94,sales_order,REF-558929,2025-10-31T10:47:00+08:00,仓储用户04
MOV-00013209,MAT-0204,WH-03,receipt,1448,185.62,production_order,REF-719563,2026-05-07T05:06:00+08:00,仓储用户43
MOV-00013210,MAT-0230,WH-02,adjustment,4839,890.27,sales_order,REF-447693,2025-07-06T10:41:00+08:00,仓储用户35
MOV-00013211,MAT-0036,WH-06,receipt,2301,95.51,manual,REF-521667,2025-08-27T06:55:00+08:00,仓储用户37
MOV-00013212,MAT-0009,WH-05,transfer_in,7941,48.15,sales_order,REF-205420,2026-02-27T20:28:00+08:00,仓储用户39
MOV-00013213,MAT-0085,WH-02,issue,-5907,455.67,purchase_order,REF-697171,2025-10-07T02:47:00+08:00,仓储用户06
MOV-00013214,MAT-0135,WH-01,transfer_out,-7877,33.28,manual,REF-058029,2026-03-09T06:40:00+08:00,仓储用户35
MOV-00013215,MAT-0138,WH-05,transfer_out,-1856,153.6,purchase_order,REF-346190,2026-06-01T04:48:00+08:00,仓储用户45
MOV-00013216,MAT-0129,WH-06,issue,-2425,472.38,purchase_order,REF-114394,2026-03-23T01:20:00+08:00,仓储用户34
MOV-00013217,MAT-0198,WH-02,transfer_in,6528,17.52,purchase_order,REF-612303,2025-07-28T20:07:00+08:00,仓储用户17
MOV-00013218,MAT-0099,WH-02,issue,-2798,40.49,production_order,REF-177629,2025-07-26T04:09:00+08:00,仓储用户34
MOV-00013219,MAT-0073,WH-02,issue,-4771,20.7,production_order,REF-038459,2025-12-23T01:31:00+08:00,仓储用户08
MOV-00013220,MAT-0201,WH-06,receipt,3199,385.49,purchase_order,REF-381729,2025-08-11T23:37:00+08:00,仓储用户39
MOV-00013221,MAT-0219,WH-06,issue,-4559,24.74,production_order,REF-062375,2026-04-15T06:34:00+08:00,仓储用户24
MOV-00013222,MAT-0081,WH-03,issue,-7145,523.81,manual,REF-211147,2026-01-21T18:23:00+08:00,仓储用户26
MOV-00013223,MAT-0157,WH-04,receipt,7710,191.18,manual,REF-683579,2025-11-15T03:22:00+08:00,仓储用户03
MOV-00013224,MAT-0031,WH-03,quality_hold,-3759,568.88,manual,REF-455270,2026-04-16T10:06:00+08:00,仓储用户11
MOV-00013225,MAT-0075,WH-04,receipt,6122,202.89,manual,REF-257315,2026-01-20T07:45:00+08:00,仓储用户06
MOV-00013226,MAT-0226,WH-05,transfer_in,1504,280.22,purchase_order,REF-598285,2025-11-24T23:36:00+08:00,仓储用户15
MOV-00013227,MAT-0160,WH-03,issue,-338,299.36,manual,REF-547407,2025-10-08T07:59:00+08:00,仓储用户40
MOV-00013228,MAT-0217,WH-06,transfer_in,7975,283.44,production_order,REF-102759,2025-12-18T19:51:00+08:00,仓储用户37
MOV-00013229,MAT-0134,WH-04,issue,-2917,209.34,production_order,REF-851265,2025-11-03T22:25:00+08:00,仓储用户10
MOV-00013230,MAT-0142,WH-02,adjustment,7279,388.32,purchase_order,REF-069862,2026-05-16T17:01:00+08:00,仓储用户17
MOV-00013231,MAT-0019,WH-02,issue,-2177,29.07,sales_order,REF-216069,2026-02-05T21:35:00+08:00,仓储用户10
MOV-00013232,MAT-0078,WH-04,receipt,4696,213.52,sales_order,REF-065077,2026-03-18T17:07:00+08:00,仓储用户10
MOV-00013233,MAT-0111,WH-06,receipt,2868,42.47,sales_order,REF-930222,2025-07-12T17:54:00+08:00,仓储用户27
MOV-00013234,MAT-0134,WH-02,transfer_in,3484,209.34,manual,REF-311915,2026-04-21T13:54:00+08:00,仓储用户27
MOV-00013235,MAT-0072,WH-05,receipt,7172,868.52,manual,REF-859965,2026-03-11T01:48:00+08:00,仓储用户15
MOV-00013236,MAT-0034,WH-05,issue,-2652,39.35,manual,REF-188007,2026-05-08T11:57:00+08:00,仓储用户20
MOV-00013237,MAT-0060,WH-04,issue,-3183,481.55,sales_order,REF-820521,2025-10-12T03:44:00+08:00,仓储用户16
MOV-00013238,MAT-0004,WH-02,receipt,6654,351.05,manual,REF-633649,2026-01-10T17:07:00+08:00,仓储用户26
MOV-00013239,MAT-0207,WH-01,receipt,2850,257.9,manual,REF-629107,2025-10-06T02:26:00+08:00,仓储用户28
MOV-00013240,MAT-0095,WH-03,transfer_in,861,323.1,purchase_order,REF-869186,2025-08-26T23:54:00+08:00,仓储用户09
MOV-00013241,MAT-0127,WH-04,issue,-7542,903.9,sales_order,REF-553501,2025-09-07T04:02:00+08:00,仓储用户43
MOV-00013242,MAT-0230,WH-06,transfer_out,-2713,890.27,production_order,REF-066524,2026-06-03T12:50:00+08:00,仓储用户45
MOV-00013243,MAT-0043,WH-03,transfer_out,-1791,270.5,purchase_order,REF-267329,2025-09-11T04:48:00+08:00,仓储用户26
MOV-00013244,MAT-0057,WH-04,issue,-5367,137.52,manual,REF-313477,2025-12-28T14:37:00+08:00,仓储用户06
MOV-00013245,MAT-0020,WH-02,issue,-7197,201.31,purchase_order,REF-817584,2026-04-09T23:53:00+08:00,仓储用户41
MOV-00013246,MAT-0230,WH-01,transfer_out,-3437,890.27,production_order,REF-147497,2026-01-14T01:45:00+08:00,仓储用户08
MOV-00013247,MAT-0037,WH-02,issue,-3314,565.27,sales_order,REF-417098,2025-07-21T18:38:00+08:00,仓储用户41
MOV-00013248,MAT-0070,WH-01,receipt,4393,120.93,sales_order,REF-476233,2026-04-25T12:46:00+08:00,仓储用户10
MOV-00013249,MAT-0147,WH-06,issue,-4395,515.21,sales_order,REF-638539,2026-06-03T12:41:00+08:00,仓储用户08
MOV-00013250,MAT-0096,WH-06,transfer_in,3383,248.33,production_order,REF-888465,2025-10-20T06:22:00+08:00,仓储用户41
MOV-00013251,MAT-0075,WH-04,quality_hold,-4279,202.89,production_order,REF-640785,2025-10-22T15:42:00+08:00,仓储用户26
MOV-00013252,MAT-0020,WH-01,transfer_out,-1140,201.31,sales_order,REF-560797,2026-05-02T00:14:00+08:00,仓储用户32
MOV-00013253,MAT-0053,WH-04,issue,-5973,28.19,production_order,REF-629573,2026-06-01T03:38:00+08:00,仓储用户07
MOV-00013254,MAT-0096,WH-03,receipt,5179,248.33,purchase_order,REF-955946,2025-06-24T08:05:00+08:00,仓储用户25
MOV-00013255,MAT-0002,WH-06,quality_hold,-959,1108.39,manual,REF-919877,2026-03-22T20:26:00+08:00,仓储用户16
MOV-00013256,MAT-0037,WH-05,quality_hold,-1064,565.27,production_order,REF-285039,2025-08-01T23:50:00+08:00,仓储用户13
MOV-00013257,MAT-0178,WH-04,receipt,7049,349.25,manual,REF-445503,2025-10-12T19:54:00+08:00,仓储用户02
MOV-00013258,MAT-0240,WH-02,issue,-2409,109.3,purchase_order,REF-072639,2026-02-25T07:24:00+08:00,仓储用户25
MOV-00013259,MAT-0016,WH-06,receipt,4719,215.07,manual,REF-438906,2025-07-30T11:17:00+08:00,仓储用户23
MOV-00013260,MAT-0126,WH-05,adjustment,7599,431.48,sales_order,REF-925181,2025-09-13T21:29:00+08:00,仓储用户08
MOV-00013261,MAT-0020,WH-05,issue,-7533,201.31,production_order,REF-980388,2026-01-08T22:15:00+08:00,仓储用户25
MOV-00013262,MAT-0085,WH-03,quality_hold,-454,455.67,production_order,REF-067496,2026-06-08T19:28:00+08:00,仓储用户06
MOV-00013263,MAT-0035,WH-06,receipt,3860,10.25,sales_order,REF-921418,2025-08-27T12:25:00+08:00,仓储用户22
MOV-00013264,MAT-0229,WH-03,quality_hold,-4480,335.06,sales_order,REF-839229,2026-04-06T14:59:00+08:00,仓储用户32
MOV-00013265,MAT-0201,WH-04,transfer_in,7204,385.49,manual,REF-806533,2025-11-03T13:36:00+08:00,仓储用户27
MOV-00013266,MAT-0074,WH-05,receipt,5265,15.51,purchase_order,REF-385673,2026-02-17T23:26:00+08:00,仓储用户09
MOV-00013267,MAT-0068,WH-06,issue,-2595,110.19,production_order,REF-465427,2026-04-05T18:56:00+08:00,仓储用户01
MOV-00013268,MAT-0109,WH-06,receipt,2135,32.36,sales_order,REF-753653,2025-08-17T04:02:00+08:00,仓储用户09
MOV-00013269,MAT-0016,WH-01,receipt,6575,215.07,manual,REF-717776,2026-05-22T03:40:00+08:00,仓储用户04
MOV-00013270,MAT-0216,WH-01,receipt,4231,120.11,manual,REF-997099,2026-03-16T06:11:00+08:00,仓储用户27
MOV-00013271,MAT-0131,WH-04,receipt,709,492.45,production_order,REF-329045,2026-05-10T02:17:00+08:00,仓储用户42
MOV-00013272,MAT-0020,WH-05,receipt,1085,201.31,sales_order,REF-916132,2026-04-09T18:35:00+08:00,仓储用户18
MOV-00013273,MAT-0077,WH-02,transfer_in,6755,5.43,sales_order,REF-983668,2025-12-20T15:30:00+08:00,仓储用户30
MOV-00013274,MAT-0225,WH-03,issue,-6942,664.28,sales_order,REF-875210,2025-12-15T10:30:00+08:00,仓储用户45
MOV-00013275,MAT-0088,WH-02,receipt,6612,447.49,sales_order,REF-812129,2026-03-01T13:54:00+08:00,仓储用户32
MOV-00013276,MAT-0211,WH-03,issue,-6150,860.1,sales_order,REF-876774,2025-09-26T07:37:00+08:00,仓储用户40
MOV-00013277,MAT-0090,WH-06,adjustment,1153,3.74,sales_order,REF-698800,2026-03-17T14:05:00+08:00,仓储用户01
MOV-00013278,MAT-0025,WH-02,transfer_in,2943,707.23,manual,REF-898584,2025-07-06T02:41:00+08:00,仓储用户24
MOV-00013279,MAT-0218,WH-04,issue,-2517,154.04,manual,REF-194467,2026-05-23T07:19:00+08:00,仓储用户08
MOV-00013280,MAT-0122,WH-01,issue,-407,77.46,production_order,REF-827706,2025-11-29T23:43:00+08:00,仓储用户05
MOV-00013281,MAT-0091,WH-02,issue,-1527,65.05,sales_order,REF-526587,2026-03-18T07:14:00+08:00,仓储用户28
MOV-00013282,MAT-0222,WH-04,transfer_in,7768,491.59,purchase_order,REF-053214,2026-02-23T14:01:00+08:00,仓储用户45
MOV-00013283,MAT-0161,WH-02,transfer_out,-1214,433.3,sales_order,REF-399538,2025-08-09T07:39:00+08:00,仓储用户30
MOV-00013284,MAT-0122,WH-05,receipt,823,77.46,production_order,REF-837740,2026-03-23T06:57:00+08:00,仓储用户23
MOV-00013285,MAT-0045,WH-03,issue,-5225,22.0,manual,REF-080222,2026-01-12T04:53:00+08:00,仓储用户44
MOV-00013286,MAT-0094,WH-02,transfer_in,5652,182.84,manual,REF-841786,2025-08-05T04:06:00+08:00,仓储用户02
MOV-00013287,MAT-0107,WH-01,issue,-56,341.98,manual,REF-149977,2026-02-28T04:01:00+08:00,仓储用户26
MOV-00013288,MAT-0172,WH-02,issue,-1403,561.85,sales_order,REF-784852,2026-03-16T03:50:00+08:00,仓储用户26
MOV-00013289,MAT-0152,WH-01,issue,-7224,524.83,production_order,REF-283332,2025-12-26T14:26:00+08:00,仓储用户24
MOV-00013290,MAT-0003,WH-06,receipt,5912,267.98,production_order,REF-399933,2025-09-07T09:52:00+08:00,仓储用户30
MOV-00013291,MAT-0015,WH-01,issue,-6125,286.89,manual,REF-181533,2025-07-13T15:18:00+08:00,仓储用户17
MOV-00013292,MAT-0142,WH-05,receipt,6103,388.32,sales_order,REF-898526,2026-04-14T13:38:00+08:00,仓储用户24
MOV-00013293,MAT-0072,WH-03,issue,-789,868.52,purchase_order,REF-069522,2025-06-19T06:19:00+08:00,仓储用户41
MOV-00013294,MAT-0094,WH-04,transfer_out,-763,182.84,production_order,REF-279045,2026-01-28T17:02:00+08:00,仓储用户10
MOV-00013295,MAT-0227,WH-04,transfer_in,2026,750.29,production_order,REF-256904,2025-08-08T00:46:00+08:00,仓储用户12
MOV-00013296,MAT-0114,WH-02,receipt,7811,215.76,purchase_order,REF-681968,2025-08-26T21:20:00+08:00,仓储用户39
MOV-00013297,MAT-0183,WH-06,issue,-5303,77.45,manual,REF-852921,2026-01-17T03:15:00+08:00,仓储用户29
MOV-00013298,MAT-0146,WH-02,receipt,1839,506.1,production_order,REF-890546,2026-01-10T08:09:00+08:00,仓储用户17
MOV-00013299,MAT-0037,WH-03,receipt,3199,565.27,sales_order,REF-487012,2025-11-30T15:36:00+08:00,仓储用户35
MOV-00013300,MAT-0151,WH-06,transfer_in,1318,135.38,manual,REF-178263,2026-03-30T10:26:00+08:00,仓储用户22
MOV-00013301,MAT-0103,WH-04,receipt,3178,621.11,purchase_order,REF-487039,2026-01-16T15:52:00+08:00,仓储用户38
MOV-00013302,MAT-0052,WH-06,receipt,4834,80.81,purchase_order,REF-716395,2025-07-03T01:17:00+08:00,仓储用户18
MOV-00013303,MAT-0113,WH-02,transfer_in,4394,84.19,purchase_order,REF-642379,2026-06-04T05:44:00+08:00,仓储用户32
MOV-00013304,MAT-0052,WH-01,quality_hold,-7217,80.81,purchase_order,REF-096721,2026-03-17T18:26:00+08:00,仓储用户20
MOV-00013305,MAT-0061,WH-03,adjustment,4910,308.6,sales_order,REF-972920,2026-01-10T02:02:00+08:00,仓储用户18
MOV-00013306,MAT-0074,WH-01,adjustment,660,15.51,purchase_order,REF-339853,2026-04-24T00:51:00+08:00,仓储用户30
MOV-00013307,MAT-0182,WH-03,transfer_out,-2688,338.88,purchase_order,REF-571688,2026-02-02T10:50:00+08:00,仓储用户44
MOV-00013308,MAT-0117,WH-05,transfer_out,-3597,185.14,sales_order,REF-741773,2025-06-19T18:49:00+08:00,仓储用户32
MOV-00013309,MAT-0109,WH-05,receipt,629,32.36,manual,REF-062676,2026-04-23T06:37:00+08:00,仓储用户04
MOV-00013310,MAT-0024,WH-01,quality_hold,-4451,17.6,manual,REF-060646,2026-05-30T20:49:00+08:00,仓储用户32
MOV-00013311,MAT-0066,WH-02,transfer_out,-3643,154.55,sales_order,REF-970205,2025-09-12T05:24:00+08:00,仓储用户07
MOV-00013312,MAT-0134,WH-04,transfer_in,4285,209.34,sales_order,REF-562423,2026-02-10T18:16:00+08:00,仓储用户32
MOV-00013313,MAT-0185,WH-06,receipt,122,518.24,manual,REF-983794,2025-07-23T10:07:00+08:00,仓储用户38
MOV-00013314,MAT-0196,WH-02,quality_hold,-5206,71.07,manual,REF-464783,2026-03-02T02:36:00+08:00,仓储用户27
MOV-00013315,MAT-0111,WH-04,receipt,3127,42.47,manual,REF-664326,2025-12-25T00:23:00+08:00,仓储用户32
MOV-00013316,MAT-0003,WH-02,receipt,2044,267.98,manual,REF-082860,2026-01-04T00:51:00+08:00,仓储用户41
MOV-00013317,MAT-0213,WH-02,transfer_out,-5912,313.31,purchase_order,REF-464074,2026-03-24T23:19:00+08:00,仓储用户16
MOV-00013318,MAT-0059,WH-04,receipt,4402,744.15,production_order,REF-813383,2025-11-16T15:44:00+08:00,仓储用户39
MOV-00013319,MAT-0046,WH-04,receipt,2674,1080.22,manual,REF-932461,2025-08-12T13:44:00+08:00,仓储用户43
MOV-00013320,MAT-0019,WH-04,issue,-2136,29.07,purchase_order,REF-399718,2025-08-20T22:50:00+08:00,仓储用户09
MOV-00013321,MAT-0014,WH-01,transfer_in,4178,252.49,purchase_order,REF-585071,2025-07-25T07:09:00+08:00,仓储用户11
MOV-00013322,MAT-0189,WH-01,issue,-2194,844.68,purchase_order,REF-820930,2025-10-13T16:26:00+08:00,仓储用户27
MOV-00013323,MAT-0125,WH-06,transfer_out,-1211,797.63,purchase_order,REF-669318,2025-08-21T18:02:00+08:00,仓储用户34
MOV-00013324,MAT-0032,WH-04,receipt,4559,354.07,purchase_order,REF-436438,2026-04-27T12:10:00+08:00,仓储用户45
MOV-00013325,MAT-0203,WH-03,receipt,4432,502.83,purchase_order,REF-511657,2025-12-27T02:57:00+08:00,仓储用户40
MOV-00013326,MAT-0157,WH-01,receipt,5499,191.18,sales_order,REF-665871,2026-02-03T07:36:00+08:00,仓储用户43
MOV-00013327,MAT-0037,WH-03,issue,-2631,565.27,production_order,REF-817777,2026-01-23T23:23:00+08:00,仓储用户08
MOV-00013328,MAT-0177,WH-06,receipt,3161,573.02,purchase_order,REF-385594,2025-06-23T06:14:00+08:00,仓储用户36
MOV-00013329,MAT-0038,WH-06,transfer_in,2330,500.81,purchase_order,REF-653884,2025-10-19T18:06:00+08:00,仓储用户21
MOV-00013330,MAT-0170,WH-05,transfer_out,-1695,187.94,sales_order,REF-569855,2026-04-01T14:13:00+08:00,仓储用户37
MOV-00013331,MAT-0018,WH-01,transfer_out,-4945,28.89,production_order,REF-532699,2025-09-28T22:08:00+08:00,仓储用户24
MOV-00013332,MAT-0124,WH-04,receipt,3381,449.98,manual,REF-685807,2025-10-06T21:16:00+08:00,仓储用户28
MOV-00013333,MAT-0128,WH-02,issue,-3824,42.7,manual,REF-867235,2025-09-05T07:45:00+08:00,仓储用户29
MOV-00013334,MAT-0146,WH-04,issue,-2192,506.1,purchase_order,REF-985121,2026-03-21T05:23:00+08:00,仓储用户03
MOV-00013335,MAT-0111,WH-02,transfer_in,7938,42.47,production_order,REF-795082,2025-07-13T13:11:00+08:00,仓储用户06
MOV-00013336,MAT-0133,WH-04,receipt,6424,46.05,production_order,REF-338055,2026-03-24T21:50:00+08:00,仓储用户37
MOV-00013337,MAT-0028,WH-04,transfer_out,-7849,1031.79,sales_order,REF-419659,2026-01-24T00:04:00+08:00,仓储用户41
MOV-00013338,MAT-0147,WH-06,receipt,110,515.21,production_order,REF-652964,2026-06-03T01:49:00+08:00,仓储用户23
MOV-00013339,MAT-0091,WH-02,issue,-4167,65.05,production_order,REF-280193,2025-12-10T08:35:00+08:00,仓储用户27
MOV-00013340,MAT-0108,WH-02,transfer_out,-2961,248.6,manual,REF-705813,2026-03-28T11:05:00+08:00,仓储用户40
MOV-00013341,MAT-0038,WH-01,quality_hold,-3525,500.81,purchase_order,REF-547090,2026-06-14T08:59:00+08:00,仓储用户05
MOV-00013342,MAT-0087,WH-03,receipt,1145,36.24,manual,REF-708943,2026-02-24T00:03:00+08:00,仓储用户40
MOV-00013343,MAT-0105,WH-01,transfer_out,-4471,600.14,manual,REF-856388,2025-12-19T08:44:00+08:00,仓储用户43
MOV-00013344,MAT-0129,WH-01,issue,-2818,472.38,purchase_order,REF-805631,2026-01-28T12:08:00+08:00,仓储用户34
MOV-00013345,MAT-0018,WH-06,issue,-5245,28.89,manual,REF-153091,2026-03-19T16:06:00+08:00,仓储用户26
MOV-00013346,MAT-0036,WH-06,receipt,5814,95.51,manual,REF-365285,2025-10-01T15:53:00+08:00,仓储用户30
MOV-00013347,MAT-0142,WH-04,quality_hold,-749,388.32,manual,REF-016492,2026-06-01T10:06:00+08:00,仓储用户02
MOV-00013348,MAT-0030,WH-05,adjustment,6307,21.7,purchase_order,REF-267410,2025-12-15T19:01:00+08:00,仓储用户17
MOV-00013349,MAT-0103,WH-06,transfer_out,-3682,621.11,purchase_order,REF-903659,2026-05-04T17:13:00+08:00,仓储用户30
MOV-00013350,MAT-0158,WH-04,receipt,4730,36.67,purchase_order,REF-678824,2026-04-11T19:14:00+08:00,仓储用户09
MOV-00013351,MAT-0076,WH-06,receipt,7235,248.81,sales_order,REF-606958,2025-07-18T16:32:00+08:00,仓储用户33
MOV-00013352,MAT-0197,WH-03,transfer_out,-872,351.73,production_order,REF-283008,2025-07-26T21:43:00+08:00,仓储用户12
MOV-00013353,MAT-0146,WH-02,receipt,3075,506.1,production_order,REF-950122,2025-10-18T06:05:00+08:00,仓储用户04
MOV-00013354,MAT-0040,WH-01,issue,-6023,23.46,manual,REF-514763,2026-04-30T11:00:00+08:00,仓储用户20
MOV-00013355,MAT-0054,WH-05,receipt,5825,658.09,sales_order,REF-669715,2025-11-15T19:27:00+08:00,仓储用户18
MOV-00013356,MAT-0164,WH-06,transfer_out,-6286,609.94,purchase_order,REF-025559,2025-06-28T00:17:00+08:00,仓储用户32
MOV-00013357,MAT-0142,WH-02,issue,-6479,388.32,sales_order,REF-834938,2026-05-22T10:25:00+08:00,仓储用户24
MOV-00013358,MAT-0069,WH-06,receipt,393,453.03,sales_order,REF-521687,2026-05-23T20:16:00+08:00,仓储用户42
MOV-00013359,MAT-0154,WH-02,adjustment,817,85.69,manual,REF-879983,2025-09-01T22:22:00+08:00,仓储用户23
MOV-00013360,MAT-0149,WH-05,issue,-7521,175.18,purchase_order,REF-278225,2025-07-13T14:03:00+08:00,仓储用户07
MOV-00013361,MAT-0038,WH-02,issue,-6590,500.81,sales_order,REF-736471,2026-02-18T04:43:00+08:00,仓储用户18
MOV-00013362,MAT-0027,WH-05,receipt,3944,617.83,manual,REF-155697,2026-03-05T15:16:00+08:00,仓储用户29
MOV-00013363,MAT-0024,WH-05,receipt,483,17.6,sales_order,REF-224829,2026-01-19T23:52:00+08:00,仓储用户06
MOV-00013364,MAT-0123,WH-02,receipt,7584,125.96,manual,REF-589191,2025-07-03T01:14:00+08:00,仓储用户04
MOV-00013365,MAT-0073,WH-01,issue,-60,20.7,sales_order,REF-869660,2025-09-02T08:33:00+08:00,仓储用户33
MOV-00013366,MAT-0044,WH-02,issue,-7426,14.35,production_order,REF-462326,2025-11-08T03:35:00+08:00,仓储用户15
MOV-00013367,MAT-0081,WH-04,transfer_out,-3088,523.81,purchase_order,REF-917877,2026-03-29T12:12:00+08:00,仓储用户04
MOV-00013368,MAT-0033,WH-06,issue,-7966,147.59,purchase_order,REF-226452,2026-02-10T10:09:00+08:00,仓储用户41
MOV-00013369,MAT-0036,WH-03,receipt,2478,95.51,purchase_order,REF-293488,2025-09-12T01:40:00+08:00,仓储用户25
MOV-00013370,MAT-0115,WH-03,receipt,6472,348.34,sales_order,REF-355561,2026-02-14T18:56:00+08:00,仓储用户36
MOV-00013371,MAT-0170,WH-02,transfer_out,-5799,187.94,manual,REF-527878,2026-02-15T15:29:00+08:00,仓储用户01
MOV-00013372,MAT-0129,WH-01,adjustment,3499,472.38,manual,REF-712119,2025-08-25T20:54:00+08:00,仓储用户20
MOV-00013373,MAT-0094,WH-04,adjustment,2126,182.84,production_order,REF-621140,2026-03-10T17:27:00+08:00,仓储用户37
MOV-00013374,MAT-0103,WH-06,issue,-5059,621.11,production_order,REF-402586,2025-06-16T01:09:00+08:00,仓储用户26
MOV-00013375,MAT-0131,WH-05,transfer_out,-3708,492.45,purchase_order,REF-132703,2026-02-14T19:05:00+08:00,仓储用户45
MOV-00013376,MAT-0034,WH-05,issue,-6281,39.35,purchase_order,REF-567346,2026-04-05T18:29:00+08:00,仓储用户43
MOV-00013377,MAT-0186,WH-02,issue,-54,390.93,manual,REF-025542,2025-07-29T00:14:00+08:00,仓储用户42
MOV-00013378,MAT-0073,WH-03,receipt,1169,20.7,sales_order,REF-572338,2026-05-17T03:03:00+08:00,仓储用户45
MOV-00013379,MAT-0071,WH-01,issue,-4555,26.19,purchase_order,REF-749304,2026-06-13T13:49:00+08:00,仓储用户01
MOV-00013380,MAT-0239,WH-02,transfer_in,2752,436.54,purchase_order,REF-393405,2025-07-27T21:12:00+08:00,仓储用户31
MOV-00013381,MAT-0190,WH-04,quality_hold,-6481,151.75,purchase_order,REF-743568,2025-10-02T10:07:00+08:00,仓储用户21
MOV-00013382,MAT-0117,WH-02,issue,-2464,185.14,purchase_order,REF-706378,2026-03-11T00:26:00+08:00,仓储用户38
MOV-00013383,MAT-0100,WH-06,issue,-214,282.58,manual,REF-034468,2025-10-04T17:48:00+08:00,仓储用户25
MOV-00013384,MAT-0214,WH-01,receipt,4419,152.9,purchase_order,REF-964599,2025-10-28T23:58:00+08:00,仓储用户32
MOV-00013385,MAT-0200,WH-01,transfer_in,3748,400.35,manual,REF-155559,2026-03-26T19:47:00+08:00,仓储用户05
MOV-00013386,MAT-0139,WH-02,receipt,1401,194.88,sales_order,REF-103905,2025-12-13T09:23:00+08:00,仓储用户26
MOV-00013387,MAT-0218,WH-04,quality_hold,-908,154.04,sales_order,REF-285122,2026-03-12T20:17:00+08:00,仓储用户05
MOV-00013388,MAT-0002,WH-02,adjustment,6098,1108.39,purchase_order,REF-787172,2025-12-22T17:56:00+08:00,仓储用户40
MOV-00013389,MAT-0027,WH-01,receipt,4612,617.83,production_order,REF-605720,2026-06-06T02:01:00+08:00,仓储用户22
MOV-00013390,MAT-0179,WH-05,transfer_out,-2883,556.76,purchase_order,REF-899620,2025-11-13T07:44:00+08:00,仓储用户15
MOV-00013391,MAT-0146,WH-01,receipt,3211,506.1,manual,REF-491616,2026-02-12T22:22:00+08:00,仓储用户25
MOV-00013392,MAT-0105,WH-02,receipt,339,600.14,manual,REF-481224,2025-11-10T17:08:00+08:00,仓储用户45
MOV-00013393,MAT-0212,WH-04,transfer_out,-670,313.48,sales_order,REF-058391,2026-06-11T19:53:00+08:00,仓储用户32
MOV-00013394,MAT-0099,WH-05,receipt,4352,40.49,production_order,REF-828316,2025-08-03T09:35:00+08:00,仓储用户15
MOV-00013395,MAT-0157,WH-04,issue,-412,191.18,sales_order,REF-106887,2025-07-29T16:36:00+08:00,仓储用户31
MOV-00013396,MAT-0232,WH-01,adjustment,4059,840.75,sales_order,REF-122611,2025-09-12T04:42:00+08:00,仓储用户28
MOV-00013397,MAT-0240,WH-02,quality_hold,-2765,109.3,sales_order,REF-155708,2025-09-16T10:20:00+08:00,仓储用户40
MOV-00013398,MAT-0161,WH-05,receipt,3867,433.3,manual,REF-584024,2026-05-03T07:51:00+08:00,仓储用户23
MOV-00013399,MAT-0219,WH-03,receipt,7780,24.74,purchase_order,REF-900008,2026-02-06T23:11:00+08:00,仓储用户28
MOV-00013400,MAT-0108,WH-06,transfer_out,-6633,248.6,production_order,REF-223965,2025-06-22T05:33:00+08:00,仓储用户23
MOV-00013401,MAT-0058,WH-06,transfer_out,-875,485.32,sales_order,REF-020299,2026-06-09T09:26:00+08:00,仓储用户42
MOV-00013402,MAT-0101,WH-05,quality_hold,-3901,356.23,manual,REF-482643,2026-04-30T06:53:00+08:00,仓储用户03
MOV-00013403,MAT-0164,WH-01,issue,-2853,609.94,manual,REF-726319,2025-09-01T12:22:00+08:00,仓储用户42
