snapshot_id,snapshot_date,material_id,warehouse_id,on_hand_qty,available_qty,allocated_qty,in_transit_qty,safety_stock_qty,inventory_value
SNP-20260601-0227-04,2026-06-01,MAT-0227,WH-04,318,222,96,1009,725,238592.22
SNP-20260601-0227-05,2026-06-01,MAT-0227,WH-05,953,669,284,343,725,715026.37
SNP-20260601-0227-06,2026-06-01,MAT-0227,WH-06,1166,1157,9,339,725,874838.14
SNP-20260601-0228-01,2026-06-01,MAT-0228,WH-01,334,293,41,41,305,2625.24
SNP-20260601-0228-02,2026-06-01,MAT-0228,WH-02,299,259,40,183,305,2350.14
SNP-20260601-0228-03,2026-06-01,MAT-0228,WH-03,541,492,49,346,305,4252.26
SNP-20260601-0228-04,2026-06-01,MAT-0228,WH-04,542,339,203,191,305,4260.12
SNP-20260601-0228-05,2026-06-01,MAT-0228,WH-05,484,346,138,153,305,3804.24
SNP-20260601-0228-06,2026-06-01,MAT-0228,WH-06,517,470,47,253,305,4063.62
SNP-20260601-0229-01,2026-06-01,MAT-0229,WH-01,312,293,19,728,861,104538.72
SNP-20260601-0229-02,2026-06-01,MAT-0229,WH-02,1749,1406,343,119,861,586019.94
SNP-20260601-0229-03,2026-06-01,MAT-0229,WH-03,532,427,105,435,861,178251.92
SNP-20260601-0229-04,2026-06-01,MAT-0229,WH-04,670,477,193,783,861,224490.2
SNP-20260601-0229-05,2026-06-01,MAT-0229,WH-05,1550,1302,248,663,861,519343.0
SNP-20260601-0229-06,2026-06-01,MAT-0229,WH-06,532,429,103,467,861,178251.92
SNP-20260601-0230-01,2026-06-01,MAT-0230,WH-01,911,612,299,330,560,811035.97
SNP-20260601-0230-02,2026-06-01,MAT-0230,WH-02,1219,1011,208,51,560,1085239.13
SNP-20260601-0230-03,2026-06-01,MAT-0230,WH-03,604,446,158,378,560,537723.08
SNP-20260601-0230-04,2026-06-01,MAT-0230,WH-04,841,588,253,365,560,748717.07
SNP-20260601-0230-05,2026-06-01,MAT-0230,WH-05,599,594,5,487,560,533271.73
SNP-20260601-0230-06,2026-06-01,MAT-0230,WH-06,210,155,55,604,560,186956.7
SNP-20260601-0231-01,2026-06-01,MAT-0231,WH-01,2241,1429,812,570,1267,656949.15
SNP-20260601-0231-02,2026-06-01,MAT-0231,WH-02,2461,2257,204,1036,1267,721442.15
SNP-20260601-0231-03,2026-06-01,MAT-0231,WH-03,616,545,71,1204,1267,180580.4
SNP-20260601-0231-04,2026-06-01,MAT-0231,WH-04,1060,1057,3,1230,1267,310739.0
SNP-20260601-0231-05,2026-06-01,MAT-0231,WH-05,2390,2309,81,540,1267,700628.5
SNP-20260601-0231-06,2026-06-01,MAT-0231,WH-06,1742,1707,35,134,1267,510667.3
SNP-20260601-0232-01,2026-06-01,MAT-0232,WH-01,82,80,2,41,40,68941.5
SNP-20260601-0232-02,2026-06-01,MAT-0232,WH-02,92,74,18,6,40,77349.0
SNP-20260601-0232-03,2026-06-01,MAT-0232,WH-03,26,16,10,42,40,21859.5
SNP-20260601-0232-04,2026-06-01,MAT-0232,WH-04,69,66,3,7,40,58011.75
SNP-20260601-0232-05,2026-06-01,MAT-0232,WH-05,66,50,16,9,40,55489.5
SNP-20260601-0232-06,2026-06-01,MAT-0232,WH-06,23,16,7,39,40,19337.25
SNP-20260601-0233-01,2026-06-01,MAT-0233,WH-01,617,491,126,372,680,16683.68
SNP-20260601-0233-02,2026-06-01,MAT-0233,WH-02,1402,1046,356,859,680,37910.08
SNP-20260601-0233-03,2026-06-01,MAT-0233,WH-03,1427,1224,203,191,680,38586.08
SNP-20260601-0233-04,2026-06-01,MAT-0233,WH-04,151,97,54,134,680,4083.04
SNP-20260601-0233-05,2026-06-01,MAT-0233,WH-05,1320,1244,76,444,680,35692.8
SNP-20260601-0233-06,2026-06-01,MAT-0233,WH-06,1516,1353,163,693,680,40992.64
SNP-20260601-0234-01,2026-06-01,MAT-0234,WH-01,190,105,85,389,280,27586.1
SNP-20260601-0234-02,2026-06-01,MAT-0234,WH-02,530,327,203,10,280,76950.7
SNP-20260601-0234-03,2026-06-01,MAT-0234,WH-03,515,363,152,32,280,74772.85
SNP-20260601-0234-04,2026-06-01,MAT-0234,WH-04,80,67,13,124,280,11615.2
SNP-20260601-0234-05,2026-06-01,MAT-0234,WH-05,451,298,153,23,280,65480.69
SNP-20260601-0234-06,2026-06-01,MAT-0234,WH-06,594,484,110,299,280,86242.86
SNP-20260601-0235-01,2026-06-01,MAT-0235,WH-01,141,125,16,213,170,20477.43
SNP-20260601-0235-02,2026-06-01,MAT-0235,WH-02,365,253,112,136,170,53008.95
SNP-20260601-0235-03,2026-06-01,MAT-0235,WH-03,130,116,14,23,170,18879.9
SNP-20260601-0235-04,2026-06-01,MAT-0235,WH-04,418,336,82,192,170,60706.14
SNP-20260601-0235-05,2026-06-01,MAT-0235,WH-05,308,300,8,15,170,44730.84
SNP-20260601-0235-06,2026-06-01,MAT-0235,WH-06,310,224,86,29,170,45021.3
SNP-20260601-0236-01,2026-06-01,MAT-0236,WH-01,395,254,141,144,366,203488.2
SNP-20260601-0236-02,2026-06-01,MAT-0236,WH-02,669,541,128,105,366,344642.04
SNP-20260601-0236-03,2026-06-01,MAT-0236,WH-03,162,128,34,254,366,83455.92
SNP-20260601-0236-04,2026-06-01,MAT-0236,WH-04,382,360,22,456,366,196791.12
SNP-20260601-0236-05,2026-06-01,MAT-0236,WH-05,186,152,34,202,366,95819.76
SNP-20260601-0236-06,2026-06-01,MAT-0236,WH-06,111,74,37,296,366,57182.76
SNP-20260601-0237-01,2026-06-01,MAT-0237,WH-01,76,71,5,34,37,3385.8
SNP-20260601-0237-02,2026-06-01,MAT-0237,WH-02,36,30,6,38,37,1603.8
SNP-20260601-0237-03,2026-06-01,MAT-0237,WH-03,90,86,4,28,37,4009.5
SNP-20260601-0237-04,2026-06-01,MAT-0237,WH-04,43,36,7,36,37,1915.65
SNP-20260601-0237-05,2026-06-01,MAT-0237,WH-05,83,83,0,13,37,3697.65
SNP-20260601-0237-06,2026-06-01,MAT-0237,WH-06,24,22,2,3,37,1069.2
SNP-20260601-0238-01,2026-06-01,MAT-0238,WH-01,1406,1002,404,329,541,171967.86
SNP-20260601-0238-02,2026-06-01,MAT-0238,WH-02,139,95,44,596,541,17001.09
SNP-20260601-0238-03,2026-06-01,MAT-0238,WH-03,274,216,58,131,541,33512.94
SNP-20260601-0238-04,2026-06-01,MAT-0238,WH-04,909,720,189,365,541,111179.79
SNP-20260601-0238-05,2026-06-01,MAT-0238,WH-05,185,179,6,496,541,22627.35
SNP-20260601-0238-06,2026-06-01,MAT-0238,WH-06,365,242,123,397,541,44643.15
SNP-20260601-0239-01,2026-06-01,MAT-0239,WH-01,1968,1615,353,416,793,859110.72
SNP-20260601-0239-02,2026-06-01,MAT-0239,WH-02,1255,924,331,585,793,547857.7
SNP-20260601-0239-03,2026-06-01,MAT-0239,WH-03,1846,1452,394,483,793,805852.84
SNP-20260601-0239-04,2026-06-01,MAT-0239,WH-04,1317,1044,273,330,793,574923.18
SNP-20260601-0239-05,2026-06-01,MAT-0239,WH-05,1113,979,134,633,793,485869.02
SNP-20260601-0239-06,2026-06-01,MAT-0239,WH-06,1713,1303,410,482,793,747793.02
SNP-20260601-0240-01,2026-06-01,MAT-0240,WH-01,171,133,38,532,690,18690.3
SNP-20260601-0240-02,2026-06-01,MAT-0240,WH-02,1304,896,408,202,690,142527.2
SNP-20260601-0240-03,2026-06-01,MAT-0240,WH-03,605,556,49,613,690,66126.5
SNP-20260601-0240-04,2026-06-01,MAT-0240,WH-04,1160,889,271,385,690,126788.0
SNP-20260601-0240-05,2026-06-01,MAT-0240,WH-05,293,265,28,166,690,32024.9
SNP-20260601-0240-06,2026-06-01,MAT-0240,WH-06,1405,1328,77,483,690,153566.5
SNP-20260531-0001-01,2026-05-31,MAT-0001,WH-01,805,779,26,114,351,140794.5
SNP-20260531-0001-02,2026-05-31,MAT-0001,WH-02,496,489,7,358,351,86750.4
SNP-20260531-0001-03,2026-05-31,MAT-0001,WH-03,247,233,14,259,351,43200.3
SNP-20260531-0001-04,2026-05-31,MAT-0001,WH-04,318,229,89,454,351,55618.2
SNP-20260531-0001-05,2026-05-31,MAT-0001,WH-05,347,237,110,339,351,60690.3
SNP-20260531-0001-06,2026-05-31,MAT-0001,WH-06,616,474,142,99,351,107738.4
SNP-20260531-0002-01,2026-05-31,MAT-0002,WH-01,913,684,229,98,489,1011960.07
SNP-20260531-0002-02,2026-05-31,MAT-0002,WH-02,513,437,76,246,489,568604.07
SNP-20260531-0002-03,2026-05-31,MAT-0002,WH-03,136,127,9,523,489,150741.04
SNP-20260531-0002-04,2026-05-31,MAT-0002,WH-04,814,685,129,69,489,902229.46
SNP-20260531-0002-05,2026-05-31,MAT-0002,WH-05,723,522,201,445,489,801365.97
SNP-20260531-0002-06,2026-05-31,MAT-0002,WH-06,414,373,41,193,489,458873.46
SNP-20260531-0003-01,2026-05-31,MAT-0003,WH-01,1108,885,223,574,600,296921.84
SNP-20260531-0003-02,2026-05-31,MAT-0003,WH-02,595,538,57,595,600,159448.1
SNP-20260531-0003-03,2026-05-31,MAT-0003,WH-03,702,499,203,65,600,188121.96
SNP-20260531-0003-04,2026-05-31,MAT-0003,WH-04,370,339,31,873,600,99152.6
SNP-20260531-0003-05,2026-05-31,MAT-0003,WH-05,832,742,90,340,600,222959.36
SNP-20260531-0003-06,2026-05-31,MAT-0003,WH-06,139,101,38,556,600,37249.22
SNP-20260531-0004-01,2026-05-31,MAT-0004,WH-01,219,184,35,243,322,76879.95
SNP-20260531-0004-02,2026-05-31,MAT-0004,WH-02,254,230,24,114,322,89166.7
SNP-20260531-0004-03,2026-05-31,MAT-0004,WH-03,198,175,23,218,322,69507.9
SNP-20260531-0004-04,2026-05-31,MAT-0004,WH-04,709,630,79,440,322,248894.45
SNP-20260531-0004-05,2026-05-31,MAT-0004,WH-05,265,199,66,79,322,93028.25
SNP-20260531-0004-06,2026-05-31,MAT-0004,WH-06,142,113,29,79,322,49849.1
SNP-20260531-0005-01,2026-05-31,MAT-0005,WH-01,517,352,165,163,891,185582.32
SNP-20260531-0005-02,2026-05-31,MAT-0005,WH-02,1152,1105,47,561,891,413521.92
SNP-20260531-0005-03,2026-05-31,MAT-0005,WH-03,920,620,300,102,891,330243.2
SNP-20260531-0005-04,2026-05-31,MAT-0005,WH-04,1942,1440,502,48,891,697100.32
SNP-20260531-0005-05,2026-05-31,MAT-0005,WH-05,517,500,17,880,891,185582.32
SNP-20260531-0005-06,2026-05-31,MAT-0005,WH-06,410,395,15,873,891,147173.6
SNP-20260531-0006-01,2026-05-31,MAT-0006,WH-01,288,287,1,46,125,99328.32
SNP-20260531-0006-02,2026-05-31,MAT-0006,WH-02,185,164,21,109,125,63804.65
SNP-20260531-0006-03,2026-05-31,MAT-0006,WH-03,270,168,102,107,125,93120.3
SNP-20260531-0006-04,2026-05-31,MAT-0006,WH-04,328,257,71,19,125,113123.92
SNP-20260531-0006-05,2026-05-31,MAT-0006,WH-05,54,46,8,13,125,18624.06
SNP-20260531-0006-06,2026-05-31,MAT-0006,WH-06,309,254,55,116,125,106571.01
SNP-20260531-0007-01,2026-05-31,MAT-0007,WH-01,3152,2749,403,126,2846,3404033.92
SNP-20260531-0007-02,2026-05-31,MAT-0007,WH-02,4364,4311,53,1053,2846,4712945.44
SNP-20260531-0007-03,2026-05-31,MAT-0007,WH-03,1978,1786,192,2061,2846,2136160.88
SNP-20260531-0007-04,2026-05-31,MAT-0007,WH-04,5626,4007,1619,675,2846,6075854.96
SNP-20260531-0007-05,2026-05-31,MAT-0007,WH-05,1080,967,113,1775,2846,1166356.8
SNP-20260531-0007-06,2026-05-31,MAT-0007,WH-06,1905,1803,102,1721,2846,2057323.8
SNP-20260531-0008-01,2026-05-31,MAT-0008,WH-01,1550,983,567,953,1347,553691.0
SNP-20260531-0008-02,2026-05-31,MAT-0008,WH-02,3297,3184,113,890,1347,1177754.34
SNP-20260531-0008-03,2026-05-31,MAT-0008,WH-03,1807,1301,506,934,1347,645496.54
SNP-20260531-0008-04,2026-05-31,MAT-0008,WH-04,1066,870,196,439,1347,380796.52
SNP-20260531-0008-05,2026-05-31,MAT-0008,WH-05,495,426,69,543,1347,176823.9
SNP-20260531-0008-06,2026-05-31,MAT-0008,WH-06,1484,1466,18,1594,1347,530114.48
SNP-20260531-0009-01,2026-05-31,MAT-0009,WH-01,1391,1143,248,251,597,66976.65
SNP-20260531-0009-02,2026-05-31,MAT-0009,WH-02,501,344,157,266,597,24123.15
SNP-20260531-0009-03,2026-05-31,MAT-0009,WH-03,1331,849,482,124,597,64087.65
SNP-20260531-0009-04,2026-05-31,MAT-0009,WH-04,337,329,8,306,597,16226.55
SNP-20260531-0009-05,2026-05-31,MAT-0009,WH-05,129,116,13,445,597,6211.35
SNP-20260531-0009-06,2026-05-31,MAT-0009,WH-06,525,517,8,33,597,25278.75
SNP-20260531-0010-01,2026-05-31,MAT-0010,WH-01,605,497,108,386,769,424570.85
SNP-20260531-0010-02,2026-05-31,MAT-0010,WH-02,372,324,48,58,769,261058.44
SNP-20260531-0010-03,2026-05-31,MAT-0010,WH-03,723,644,79,673,769,507379.71
SNP-20260531-0010-04,2026-05-31,MAT-0010,WH-04,1523,1416,107,233,769,1068795.71
SNP-20260531-0010-05,2026-05-31,MAT-0010,WH-05,1377,1227,150,40,769,966337.29
SNP-20260531-0010-06,2026-05-31,MAT-0010,WH-06,584,433,151,442,769,409833.68
SNP-20260531-0011-01,2026-05-31,MAT-0011,WH-01,233,208,25,432,651,1689.25
SNP-20260531-0011-02,2026-05-31,MAT-0011,WH-02,1133,874,259,829,651,8214.25
SNP-20260531-0011-03,2026-05-31,MAT-0011,WH-03,1489,1260,229,52,651,10795.25
SNP-20260531-0011-04,2026-05-31,MAT-0011,WH-04,278,200,78,171,651,2015.5
SNP-20260531-0011-05,2026-05-31,MAT-0011,WH-05,377,292,85,560,651,2733.25
SNP-20260531-0011-06,2026-05-31,MAT-0011,WH-06,891,871,20,252,651,6459.75
SNP-20260531-0012-01,2026-05-31,MAT-0012,WH-01,518,457,61,183,1248,383977.86
SNP-20260531-0012-02,2026-05-31,MAT-0012,WH-02,1829,1647,182,1496,1248,1355782.83
SNP-20260531-0012-03,2026-05-31,MAT-0012,WH-03,300,201,99,1654,1248,222381.0
SNP-20260531-0012-04,2026-05-31,MAT-0012,WH-04,2338,1617,721,625,1248,1733089.26
SNP-20260531-0012-05,2026-05-31,MAT-0012,WH-05,595,429,166,1760,1248,441055.65
SNP-20260531-0012-06,2026-05-31,MAT-0012,WH-06,2429,2228,201,1216,1248,1800544.83
SNP-20260531-0013-01,2026-05-31,MAT-0013,WH-01,52,52,0,64,298,49148.32
SNP-20260531-0013-02,2026-05-31,MAT-0013,WH-02,488,337,151,264,298,461238.08
SNP-20260531-0013-03,2026-05-31,MAT-0013,WH-03,564,447,117,258,298,533070.24
SNP-20260531-0013-04,2026-05-31,MAT-0013,WH-04,582,523,59,20,298,550083.12
SNP-20260531-0013-05,2026-05-31,MAT-0013,WH-05,540,336,204,126,298,510386.4
SNP-20260531-0013-06,2026-05-31,MAT-0013,WH-06,624,416,208,29,298,589779.84
SNP-20260531-0014-01,2026-05-31,MAT-0014,WH-01,20,18,2,7,19,5049.8
SNP-20260531-0014-02,2026-05-31,MAT-0014,WH-02,35,30,5,0,19,8837.15
SNP-20260531-0014-03,2026-05-31,MAT-0014,WH-03,34,29,5,23,19,8584.66
SNP-20260531-0014-04,2026-05-31,MAT-0014,WH-04,24,23,1,4,19,6059.76
SNP-20260531-0014-05,2026-05-31,MAT-0014,WH-05,11,11,0,18,19,2777.39
SNP-20260531-0014-06,2026-05-31,MAT-0014,WH-06,43,35,8,5,19,10857.07
SNP-20260531-0015-01,2026-05-31,MAT-0015,WH-01,4442,3558,884,2826,2706,1274365.38
SNP-20260531-0015-02,2026-05-31,MAT-0015,WH-02,3530,3212,318,2142,2706,1012721.7
SNP-20260531-0015-03,2026-05-31,MAT-0015,WH-03,1677,1287,390,830,2706,481114.53
SNP-20260531-0015-04,2026-05-31,MAT-0015,WH-04,1684,1606,78,1233,2706,483122.76
SNP-20260531-0015-05,2026-05-31,MAT-0015,WH-05,2229,2123,106,1235,2706,639477.81
SNP-20260531-0015-06,2026-05-31,MAT-0015,WH-06,5773,4330,1443,445,2706,1656215.97
SNP-20260531-0016-01,2026-05-31,MAT-0016,WH-01,89,85,4,51,110,19141.23
SNP-20260531-0016-02,2026-05-31,MAT-0016,WH-02,93,68,25,91,110,20001.51
SNP-20260531-0016-03,2026-05-31,MAT-0016,WH-03,95,87,8,66,110,20431.65
SNP-20260531-0016-04,2026-05-31,MAT-0016,WH-04,112,112,0,115,110,24087.84
SNP-20260531-0016-05,2026-05-31,MAT-0016,WH-05,202,165,37,99,110,43444.14
SNP-20260531-0016-06,2026-05-31,MAT-0016,WH-06,260,245,15,105,110,55918.2
SNP-20260531-0017-01,2026-05-31,MAT-0017,WH-01,6285,5487,798,767,3476,462198.9
SNP-20260531-0017-02,2026-05-31,MAT-0017,WH-02,3527,2955,572,2366,3476,259375.58
SNP-20260531-0017-03,2026-05-31,MAT-0017,WH-03,4165,3658,507,3899,3476,306294.1
SNP-20260531-0017-04,2026-05-31,MAT-0017,WH-04,1944,1792,152,3471,3476,142961.76
SNP-20260531-0017-05,2026-05-31,MAT-0017,WH-05,4500,3438,1062,2524,3476,330930.0
SNP-20260531-0017-06,2026-05-31,MAT-0017,WH-06,4425,4356,69,1051,3476,325414.5
SNP-20260531-0018-01,2026-05-31,MAT-0018,WH-01,2657,2582,75,986,1941,76760.73
SNP-20260531-0018-02,2026-05-31,MAT-0018,WH-02,1837,1564,273,1491,1941,53070.93
SNP-20260531-0018-03,2026-05-31,MAT-0018,WH-03,3080,1849,1231,2315,1941,88981.2
SNP-20260531-0018-04,2026-05-31,MAT-0018,WH-04,649,627,22,1940,1941,18749.61
SNP-20260531-0018-05,2026-05-31,MAT-0018,WH-05,2782,2484,298,1284,1941,80371.98
SNP-20260531-0018-06,2026-05-31,MAT-0018,WH-06,1533,1188,345,1307,1941,44288.37
SNP-20260531-0019-01,2026-05-31,MAT-0019,WH-01,202,160,42,4,238,5872.14
SNP-20260531-0019-02,2026-05-31,MAT-0019,WH-02,216,169,47,215,238,6279.12
SNP-20260531-0019-03,2026-05-31,MAT-0019,WH-03,126,123,3,71,238,3662.82
SNP-20260531-0019-04,2026-05-31,MAT-0019,WH-04,516,406,110,212,238,15000.12
SNP-20260531-0019-05,2026-05-31,MAT-0019,WH-05,173,122,51,19,238,5029.11
SNP-20260531-0019-06,2026-05-31,MAT-0019,WH-06,408,393,15,27,238,11860.56
SNP-20260531-0020-01,2026-05-31,MAT-0020,WH-01,443,350,93,222,325,89180.33
SNP-20260531-0020-02,2026-05-31,MAT-0020,WH-02,663,523,140,112,325,133468.53
SNP-20260531-0020-03,2026-05-31,MAT-0020,WH-03,444,409,35,177,325,89381.64
SNP-20260531-0020-04,2026-05-31,MAT-0020,WH-04,125,112,13,205,325,25163.75
SNP-20260531-0020-05,2026-05-31,MAT-0020,WH-05,541,518,23,67,325,108908.71
SNP-20260531-0020-06,2026-05-31,MAT-0020,WH-06,508,377,131,218,325,102265.48
SNP-20260531-0021-01,2026-05-31,MAT-0021,WH-01,290,253,37,85,116,3210.3
SNP-20260531-0021-02,2026-05-31,MAT-0021,WH-02,22,20,2,85,116,243.54
SNP-20260531-0021-03,2026-05-31,MAT-0021,WH-03,178,125,53,51,116,1970.46
SNP-20260531-0021-04,2026-05-31,MAT-0021,WH-04,242,211,31,123,116,2678.94
SNP-20260531-0021-05,2026-05-31,MAT-0021,WH-05,106,79,27,37,116,1173.42
SNP-20260531-0021-06,2026-05-31,MAT-0021,WH-06,178,145,33,6,116,1970.46
SNP-20260531-0022-01,2026-05-31,MAT-0022,WH-01,350,333,17,34,141,22946.0
SNP-20260531-0022-02,2026-05-31,MAT-0022,WH-02,67,50,17,96,141,4392.52
SNP-20260531-0022-03,2026-05-31,MAT-0022,WH-03,79,61,18,47,141,5179.24
SNP-20260531-0022-04,2026-05-31,MAT-0022,WH-04,85,62,23,78,141,5572.6
SNP-20260531-0022-05,2026-05-31,MAT-0022,WH-05,127,104,23,124,141,8326.12
SNP-20260531-0022-06,2026-05-31,MAT-0022,WH-06,169,141,28,21,141,11079.64
SNP-20260531-0023-01,2026-05-31,MAT-0023,WH-01,463,459,4,587,766,163985.34
SNP-20260531-0023-02,2026-05-31,MAT-0023,WH-02,498,363,135,157,766,176381.64
SNP-20260531-0023-03,2026-05-31,MAT-0023,WH-03,1444,1389,55,4,766,511435.92
SNP-20260531-0023-04,2026-05-31,MAT-0023,WH-04,175,109,66,127,766,61981.5
SNP-20260531-0023-05,2026-05-31,MAT-0023,WH-05,1668,1114,554,717,766,590772.24
SNP-20260531-0023-06,2026-05-31,MAT-0023,WH-06,388,343,45,731,766,137421.84
SNP-20260531-0024-01,2026-05-31,MAT-0024,WH-01,371,269,102,105,195,6529.6
SNP-20260531-0024-02,2026-05-31,MAT-0024,WH-02,383,297,86,148,195,6740.8
SNP-20260531-0024-03,2026-05-31,MAT-0024,WH-03,225,218,7,107,195,3960.0
SNP-20260531-0024-04,2026-05-31,MAT-0024,WH-04,86,62,24,23,195,1513.6
SNP-20260531-0024-05,2026-05-31,MAT-0024,WH-05,310,239,71,9,195,5456.0
SNP-20260531-0024-06,2026-05-31,MAT-0024,WH-06,176,124,52,68,195,3097.6
SNP-20260531-0025-01,2026-05-31,MAT-0025,WH-01,381,375,6,253,765,269454.63
SNP-20260531-0025-02,2026-05-31,MAT-0025,WH-02,679,668,11,323,765,480209.17
SNP-20260531-0025-03,2026-05-31,MAT-0025,WH-03,878,840,38,313,765,620947.94
SNP-20260531-0025-04,2026-05-31,MAT-0025,WH-04,1419,1380,39,786,765,1003559.37
SNP-20260531-0025-05,2026-05-31,MAT-0025,WH-05,1509,1289,220,684,765,1067210.07
SNP-20260531-0025-06,2026-05-31,MAT-0025,WH-06,145,105,40,429,765,102548.35
SNP-20260531-0026-01,2026-05-31,MAT-0026,WH-01,576,398,178,54,637,504501.12
SNP-20260531-0026-02,2026-05-31,MAT-0026,WH-02,442,433,9,47,637,387134.54
SNP-20260531-0026-03,2026-05-31,MAT-0026,WH-03,490,364,126,510,637,429176.3
SNP-20260531-0026-04,2026-05-31,MAT-0026,WH-04,652,606,46,154,637,571067.24
SNP-20260531-0026-05,2026-05-31,MAT-0026,WH-05,672,495,177,235,637,588584.64
SNP-20260531-0026-06,2026-05-31,MAT-0026,WH-06,290,207,83,703,637,254002.3
SNP-20260531-0027-01,2026-05-31,MAT-0027,WH-01,1132,1043,89,208,583,699383.56
SNP-20260531-0027-02,2026-05-31,MAT-0027,WH-02,1510,1414,96,307,583,932923.3
SNP-20260531-0027-03,2026-05-31,MAT-0027,WH-03,802,772,30,311,583,495499.66
SNP-20260531-0027-04,2026-05-31,MAT-0027,WH-04,1210,1125,85,542,583,747574.3
SNP-20260531-0027-05,2026-05-31,MAT-0027,WH-05,1401,1002,399,264,583,865579.83
SNP-20260531-0027-06,2026-05-31,MAT-0027,WH-06,1125,881,244,173,583,695058.75
SNP-20260531-0028-01,2026-05-31,MAT-0028,WH-01,400,362,38,44,170,412716.0
SNP-20260531-0028-02,2026-05-31,MAT-0028,WH-02,221,152,69,153,170,228025.59
SNP-20260531-0028-03,2026-05-31,MAT-0028,WH-03,321,252,69,65,170,331204.59
SNP-20260531-0028-04,2026-05-31,MAT-0028,WH-04,152,140,12,86,170,156832.08
SNP-20260531-0028-05,2026-05-31,MAT-0028,WH-05,42,27,15,8,170,43335.18
SNP-20260531-0028-06,2026-05-31,MAT-0028,WH-06,279,199,80,246,170,287869.41
SNP-20260531-0029-01,2026-05-31,MAT-0029,WH-01,469,397,72,233,400,181315.4
SNP-20260531-0029-02,2026-05-31,MAT-0029,WH-02,652,637,15,119,400,252063.2
SNP-20260531-0029-03,2026-05-31,MAT-0029,WH-03,736,691,45,96,400,284537.6
SNP-20260531-0029-04,2026-05-31,MAT-0029,WH-04,719,591,128,218,400,277965.4
SNP-20260531-0029-05,2026-05-31,MAT-0029,WH-05,642,551,91,94,400,248197.2
SNP-20260531-0029-06,2026-05-31,MAT-0029,WH-06,451,312,139,197,400,174356.6
SNP-20260531-0030-01,2026-05-31,MAT-0030,WH-01,45,45,0,10,29,976.5
SNP-20260531-0030-02,2026-05-31,MAT-0030,WH-02,45,34,11,29,29,976.5
SNP-20260531-0030-03,2026-05-31,MAT-0030,WH-03,51,44,7,2,29,1106.7
SNP-20260531-0030-04,2026-05-31,MAT-0030,WH-04,66,43,23,16,29,1432.2
SNP-20260531-0030-05,2026-05-31,MAT-0030,WH-05,4,4,0,2,29,86.8
SNP-20260531-0030-06,2026-05-31,MAT-0030,WH-06,8,6,2,19,29,173.6
SNP-20260531-0031-01,2026-05-31,MAT-0031,WH-01,323,299,24,143,145,183748.24
SNP-20260531-0031-02,2026-05-31,MAT-0031,WH-02,139,121,18,69,145,79074.32
SNP-20260531-0031-03,2026-05-31,MAT-0031,WH-03,207,153,54,189,145,117758.16
SNP-20260531-0031-04,2026-05-31,MAT-0031,WH-04,331,307,24,143,145,188299.28
SNP-20260531-0031-05,2026-05-31,MAT-0031,WH-05,304,220,84,97,145,172939.52
SNP-20260531-0031-06,2026-05-31,MAT-0031,WH-06,282,276,6,32,145,160424.16
SNP-20260531-0032-01,2026-05-31,MAT-0032,WH-01,276,257,19,102,98,97723.32
SNP-20260531-0032-02,2026-05-31,MAT-0032,WH-02,178,140,38,84,98,63024.46
SNP-20260531-0032-03,2026-05-31,MAT-0032,WH-03,168,119,49,62,98,59483.76
SNP-20260531-0032-04,2026-05-31,MAT-0032,WH-04,230,224,6,75,98,81436.1
SNP-20260531-0032-05,2026-05-31,MAT-0032,WH-05,71,65,6,58,98,25138.97
SNP-20260531-0032-06,2026-05-31,MAT-0032,WH-06,167,133,34,62,98,59129.69
SNP-20260531-0033-01,2026-05-31,MAT-0033,WH-01,1467,1193,274,574,584,216514.53
SNP-20260531-0033-02,2026-05-31,MAT-0033,WH-02,221,206,15,494,584,32617.39
SNP-20260531-0033-03,2026-05-31,MAT-0033,WH-03,514,412,102,780,584,75861.26
SNP-20260531-0033-04,2026-05-31,MAT-0033,WH-04,479,475,4,490,584,70695.61
SNP-20260531-0033-05,2026-05-31,MAT-0033,WH-05,137,129,8,330,584,20219.83
SNP-20260531-0033-06,2026-05-31,MAT-0033,WH-06,1421,1263,158,111,584,209725.39
SNP-20260531-0034-01,2026-05-31,MAT-0034,WH-01,664,575,89,240,575,26128.4
SNP-20260531-0034-02,2026-05-31,MAT-0034,WH-02,479,331,148,319,575,18848.65
SNP-20260531-0034-03,2026-05-31,MAT-0034,WH-03,671,443,228,112,575,26403.85
SNP-20260531-0034-04,2026-05-31,MAT-0034,WH-04,932,833,99,58,575,36674.2
SNP-20260531-0034-05,2026-05-31,MAT-0034,WH-05,374,297,77,104,575,14716.9
SNP-20260531-0034-06,2026-05-31,MAT-0034,WH-06,1481,1474,7,50,575,58277.35
SNP-20260531-0035-01,2026-05-31,MAT-0035,WH-01,191,185,6,160,121,1957.75
SNP-20260531-0035-02,2026-05-31,MAT-0035,WH-02,101,76,25,43,121,1035.25
SNP-20260531-0035-03,2026-05-31,MAT-0035,WH-03,163,137,26,4,121,1670.75
SNP-20260531-0035-04,2026-05-31,MAT-0035,WH-04,83,77,6,166,121,850.75
SNP-20260531-0035-05,2026-05-31,MAT-0035,WH-05,155,136,19,150,121,1588.75
SNP-20260531-0035-06,2026-05-31,MAT-0035,WH-06,148,124,24,139,121,1517.0
