supplier_material_id,supplier_id,material_id,supplier_rank,lead_time_hours,minimum_order_qty,available_emergency_qty,unit_cost,emergency_cost_multiplier,qualified,updated_at
SM-0108-02,SUP-011,MAT-0108,2,96,1000,13195,293.16,1.16,1,2026-06-10T13:00:00+08:00
SM-0108-03,SUP-016,MAT-0108,3,48,50,1691,321.46,1.22,1,2026-06-12T08:00:00+08:00
SM-0109-01,SUP-046,MAT-0109,1,96,500,2879,34.71,1.3,1,2026-06-05T22:00:00+08:00
SM-0109-02,SUP-021,MAT-0109,2,24,200,1983,39.12,1.08,1,2026-06-14T04:00:00+08:00
SM-0109-03,SUP-028,MAT-0109,3,48,100,8613,35.75,1.23,1,2026-06-09T21:00:00+08:00
SM-0109-04,SUP-059,MAT-0109,4,72,500,7642,40.44,1.23,1,2026-06-07T22:00:00+08:00
SM-0110-01,SUP-006,MAT-0110,1,120,1000,10929,17.99,1.57,0,2026-06-13T12:00:00+08:00
SM-0110-02,SUP-044,MAT-0110,2,48,50,8438,19.3,1.55,1,2026-06-14T02:00:00+08:00
SM-0110-03,SUP-028,MAT-0110,3,96,100,10839,17.09,1.35,1,2026-06-09T11:00:00+08:00
SM-0110-04,SUP-015,MAT-0110,4,36,100,4264,18.8,1.32,1,2026-06-06T05:00:00+08:00
SM-0111-01,SUP-025,MAT-0111,1,168,200,4212,48.96,1.56,0,2026-06-11T23:00:00+08:00
SM-0111-02,SUP-050,MAT-0111,2,96,1000,12110,48.12,1.36,0,2026-06-12T05:00:00+08:00
SM-0111-03,SUP-006,MAT-0111,3,72,50,7885,40.23,1.06,0,2026-06-09T19:00:00+08:00
SM-0111-04,SUP-060,MAT-0111,4,72,100,13732,40.94,1.1,1,2026-06-12T18:00:00+08:00
SM-0111-05,SUP-028,MAT-0111,5,72,50,11832,42.49,1.14,1,2026-06-05T20:00:00+08:00
SM-0111-06,SUP-036,MAT-0111,6,120,1000,3284,49.74,1.33,1,2026-06-06T16:00:00+08:00
SM-0112-01,SUP-046,MAT-0112,1,168,500,3163,17.75,1.51,1,2026-06-15T00:00:00+08:00
SM-0112-02,SUP-022,MAT-0112,2,48,500,385,18.85,1.22,1,2026-06-11T07:00:00+08:00
SM-0112-03,SUP-018,MAT-0112,3,96,50,5597,21.89,1.18,1,2026-06-08T12:00:00+08:00
SM-0112-04,SUP-001,MAT-0112,4,72,500,10098,19.03,1.12,1,2026-06-10T00:00:00+08:00
SM-0113-01,SUP-039,MAT-0113,1,48,200,8901,103.18,1.44,1,2026-06-08T07:00:00+08:00
SM-0113-02,SUP-049,MAT-0113,2,36,50,7884,99.14,1.64,1,2026-06-12T11:00:00+08:00
SM-0113-03,SUP-047,MAT-0113,3,24,1000,6520,106.49,1.2,1,2026-06-10T02:00:00+08:00
SM-0113-04,SUP-001,MAT-0113,4,96,100,12834,105.52,1.07,1,2026-06-08T14:00:00+08:00
SM-0113-05,SUP-034,MAT-0113,5,72,1000,7741,107.71,1.07,1,2026-06-11T14:00:00+08:00
SM-0113-06,SUP-023,MAT-0113,6,48,200,10136,89.54,1.26,1,2026-06-14T22:00:00+08:00
SM-0114-01,SUP-019,MAT-0114,1,120,200,5089,256.95,1.63,1,2026-06-05T21:00:00+08:00
SM-0114-02,SUP-023,MAT-0114,2,168,200,6726,248.96,1.46,1,2026-06-08T13:00:00+08:00
SM-0114-03,SUP-026,MAT-0114,3,120,100,12515,207.14,1.2,1,2026-06-12T17:00:00+08:00
SM-0114-04,SUP-047,MAT-0114,4,168,50,1266,270.3,1.05,1,2026-06-08T07:00:00+08:00
SM-0114-05,SUP-011,MAT-0114,5,24,50,10598,237.69,1.32,1,2026-06-11T15:00:00+08:00
SM-0115-01,SUP-054,MAT-0115,1,96,500,13923,332.3,1.23,1,2026-06-12T15:00:00+08:00
SM-0115-02,SUP-012,MAT-0115,2,36,100,7141,459.02,1.1,1,2026-06-06T10:00:00+08:00
SM-0115-03,SUP-018,MAT-0115,3,168,50,4885,458.61,1.57,1,2026-06-10T10:00:00+08:00
SM-0115-04,SUP-026,MAT-0115,4,48,50,13100,383.64,1.37,1,2026-06-11T06:00:00+08:00
SM-0115-05,SUP-014,MAT-0115,5,168,1000,7471,369.79,1.4,1,2026-06-08T07:00:00+08:00
SM-0115-06,SUP-021,MAT-0115,6,96,200,1935,362.79,1.12,1,2026-06-12T05:00:00+08:00
SM-0116-01,SUP-001,MAT-0116,1,48,200,9648,98.23,1.28,1,2026-06-11T08:00:00+08:00
SM-0116-02,SUP-032,MAT-0116,2,168,50,10377,99.89,1.12,1,2026-06-10T22:00:00+08:00
SM-0116-03,SUP-018,MAT-0116,3,48,50,9628,102.86,1.5,1,2026-06-11T09:00:00+08:00
SM-0116-04,SUP-031,MAT-0116,4,120,50,1070,95.73,1.11,0,2026-06-06T04:00:00+08:00
SM-0116-05,SUP-039,MAT-0116,5,36,200,5514,128.37,1.42,1,2026-06-07T06:00:00+08:00
SM-0117-01,SUP-037,MAT-0117,1,36,200,3863,189.68,1.12,0,2026-06-09T16:00:00+08:00
SM-0117-02,SUP-036,MAT-0117,2,96,100,12714,199.22,1.57,1,2026-06-11T06:00:00+08:00
SM-0117-03,SUP-060,MAT-0117,3,96,500,7169,195.31,1.09,1,2026-06-14T07:00:00+08:00
SM-0117-04,SUP-034,MAT-0117,4,168,500,5542,238.62,1.11,1,2026-06-12T22:00:00+08:00
SM-0117-05,SUP-035,MAT-0117,5,120,1000,10109,175.08,1.21,1,2026-06-08T12:00:00+08:00
SM-0118-01,SUP-019,MAT-0118,1,168,1000,5101,356.75,1.5,1,2026-06-10T13:00:00+08:00
SM-0118-02,SUP-037,MAT-0118,2,120,200,2195,378.8,1.35,0,2026-06-05T21:00:00+08:00
SM-0118-03,SUP-025,MAT-0118,3,96,200,510,378.42,1.33,0,2026-06-08T23:00:00+08:00
SM-0119-01,SUP-019,MAT-0119,1,96,50,14882,2.69,1.34,1,2026-06-15T08:00:00+08:00
SM-0119-02,SUP-055,MAT-0119,2,96,50,7554,3.08,1.56,1,2026-06-09T13:00:00+08:00
SM-0119-03,SUP-013,MAT-0119,3,48,1000,11079,2.52,1.23,1,2026-06-13T01:00:00+08:00
SM-0120-01,SUP-034,MAT-0120,1,120,50,14354,16.96,1.41,1,2026-06-10T19:00:00+08:00
SM-0120-02,SUP-057,MAT-0120,2,24,500,2543,16.31,1.12,1,2026-06-12T20:00:00+08:00
SM-0120-03,SUP-055,MAT-0120,3,120,100,12900,15.07,1.54,1,2026-06-14T07:00:00+08:00
SM-0120-04,SUP-019,MAT-0120,4,168,500,14690,15.07,1.36,1,2026-06-10T20:00:00+08:00
SM-0120-05,SUP-028,MAT-0120,5,96,50,2054,19.41,1.57,1,2026-06-14T06:00:00+08:00
SM-0120-06,SUP-046,MAT-0120,6,96,100,7925,19.55,1.18,1,2026-06-08T10:00:00+08:00
SM-0121-01,SUP-030,MAT-0121,1,48,500,3558,195.03,1.26,1,2026-06-14T00:00:00+08:00
SM-0121-02,SUP-055,MAT-0121,2,24,100,9183,188.18,1.6,1,2026-06-12T19:00:00+08:00
SM-0121-03,SUP-002,MAT-0121,3,168,500,8586,170.39,1.2,1,2026-06-07T05:00:00+08:00
SM-0121-04,SUP-027,MAT-0121,4,36,100,10707,171.56,1.34,0,2026-06-12T07:00:00+08:00
SM-0121-05,SUP-019,MAT-0121,5,120,500,1076,179.09,1.23,1,2026-06-14T17:00:00+08:00
SM-0122-01,SUP-059,MAT-0122,1,120,200,468,92.66,1.2,1,2026-06-06T20:00:00+08:00
SM-0122-02,SUP-004,MAT-0122,2,72,500,455,98.6,1.46,1,2026-06-06T20:00:00+08:00
SM-0122-03,SUP-020,MAT-0122,3,168,500,4659,94.87,1.37,1,2026-06-08T01:00:00+08:00
SM-0122-04,SUP-005,MAT-0122,4,72,50,9016,89.65,1.18,1,2026-06-11T11:00:00+08:00
SM-0123-01,SUP-035,MAT-0123,1,120,200,14368,135.01,1.54,1,2026-06-06T01:00:00+08:00
SM-0123-02,SUP-016,MAT-0123,2,36,200,4534,137.52,1.18,1,2026-06-12T02:00:00+08:00
SM-0123-03,SUP-012,MAT-0123,3,168,50,2271,127.83,1.59,1,2026-06-09T10:00:00+08:00
SM-0123-04,SUP-002,MAT-0123,4,72,50,13741,120.57,1.12,1,2026-06-09T14:00:00+08:00
SM-0123-05,SUP-025,MAT-0123,5,120,50,8839,134.85,1.59,0,2026-06-12T13:00:00+08:00
SM-0124-01,SUP-012,MAT-0124,1,120,200,849,582.22,1.11,1,2026-06-12T17:00:00+08:00
SM-0124-02,SUP-006,MAT-0124,2,96,200,1912,550.73,1.51,0,2026-06-13T05:00:00+08:00
SM-0124-03,SUP-032,MAT-0124,3,36,100,9151,544.44,1.19,1,2026-06-07T15:00:00+08:00
SM-0125-01,SUP-043,MAT-0125,1,96,100,7217,1047.09,1.23,1,2026-06-13T05:00:00+08:00
SM-0125-02,SUP-009,MAT-0125,2,24,200,8293,761.81,1.22,1,2026-06-06T13:00:00+08:00
SM-0125-03,SUP-021,MAT-0125,3,96,1000,892,858.6,1.41,1,2026-06-05T11:00:00+08:00
SM-0125-04,SUP-034,MAT-0125,4,24,1000,11318,760.89,1.27,1,2026-06-06T08:00:00+08:00
SM-0125-05,SUP-027,MAT-0125,5,36,500,9956,1028.15,1.56,0,2026-06-06T00:00:00+08:00
SM-0126-01,SUP-009,MAT-0126,1,168,500,5895,455.43,1.14,1,2026-06-07T08:00:00+08:00
SM-0126-02,SUP-026,MAT-0126,2,24,200,8148,498.15,1.41,1,2026-06-12T09:00:00+08:00
SM-0126-03,SUP-059,MAT-0126,3,96,1000,13429,544.75,1.28,1,2026-06-15T04:00:00+08:00
SM-0126-04,SUP-013,MAT-0126,4,24,50,4732,407.73,1.39,1,2026-06-14T15:00:00+08:00
SM-0127-01,SUP-003,MAT-0127,1,24,200,11500,1059.14,1.49,1,2026-06-13T12:00:00+08:00
SM-0127-02,SUP-005,MAT-0127,2,36,50,12961,883.24,1.34,1,2026-06-12T23:00:00+08:00
SM-0127-03,SUP-022,MAT-0127,3,168,1000,4972,1171.3,1.32,1,2026-06-10T21:00:00+08:00
SM-0127-04,SUP-049,MAT-0127,4,48,1000,610,1091.54,1.32,1,2026-06-12T23:00:00+08:00
SM-0127-05,SUP-026,MAT-0127,5,72,1000,11579,945.2,1.6,1,2026-06-11T06:00:00+08:00
SM-0127-06,SUP-016,MAT-0127,6,168,50,14912,1187.49,1.19,1,2026-06-08T06:00:00+08:00
SM-0128-01,SUP-022,MAT-0128,1,168,1000,10826,54.58,1.24,1,2026-06-07T02:00:00+08:00
SM-0128-02,SUP-048,MAT-0128,2,24,500,12555,46.44,1.48,1,2026-06-09T14:00:00+08:00
SM-0128-03,SUP-025,MAT-0128,3,24,100,6200,50.94,1.39,0,2026-06-08T02:00:00+08:00
SM-0129-01,SUP-039,MAT-0129,1,48,100,3610,494.04,1.4,1,2026-06-10T06:00:00+08:00
SM-0129-02,SUP-047,MAT-0129,2,72,1000,10398,450.78,1.24,1,2026-06-12T22:00:00+08:00
SM-0129-03,SUP-053,MAT-0129,3,120,500,1334,500.78,1.64,1,2026-06-10T18:00:00+08:00
SM-0129-04,SUP-050,MAT-0129,4,72,100,14364,538.96,1.49,0,2026-06-14T21:00:00+08:00
SM-0130-01,SUP-005,MAT-0130,1,36,1000,11360,566.52,1.44,1,2026-06-13T21:00:00+08:00
SM-0130-02,SUP-011,MAT-0130,2,36,50,5177,538.63,1.12,1,2026-06-12T02:00:00+08:00
SM-0130-03,SUP-035,MAT-0130,3,120,200,2687,658.32,1.53,1,2026-06-13T05:00:00+08:00
SM-0130-04,SUP-058,MAT-0130,4,24,500,487,587.58,1.21,1,2026-06-12T11:00:00+08:00
SM-0130-05,SUP-016,MAT-0130,5,36,50,5099,625.17,1.25,1,2026-06-08T15:00:00+08:00
SM-0131-01,SUP-056,MAT-0131,1,48,1000,6871,458.76,1.52,1,2026-06-11T22:00:00+08:00
SM-0131-02,SUP-033,MAT-0131,2,96,100,12172,528.17,1.48,1,2026-06-11T00:00:00+08:00
SM-0131-03,SUP-013,MAT-0131,3,72,200,8602,525.14,1.18,1,2026-06-13T07:00:00+08:00
SM-0131-04,SUP-028,MAT-0131,4,24,500,536,472.7,1.08,1,2026-06-08T10:00:00+08:00
SM-0131-05,SUP-048,MAT-0131,5,96,100,9521,592.17,1.4,1,2026-06-07T04:00:00+08:00
SM-0131-06,SUP-041,MAT-0131,6,36,50,14766,512.19,1.05,0,2026-06-15T05:00:00+08:00
SM-0132-01,SUP-019,MAT-0132,1,36,500,6251,47.42,1.59,1,2026-06-11T20:00:00+08:00
SM-0132-02,SUP-015,MAT-0132,2,72,1000,9200,50.55,1.47,1,2026-06-14T09:00:00+08:00
SM-0132-03,SUP-005,MAT-0132,3,48,200,8755,49.51,1.13,1,2026-06-11T07:00:00+08:00
SM-0132-04,SUP-026,MAT-0132,4,48,100,2662,41.72,1.41,1,2026-06-13T00:00:00+08:00
SM-0132-05,SUP-036,MAT-0132,5,36,50,5228,38.95,1.44,1,2026-06-06T23:00:00+08:00
SM-0133-01,SUP-040,MAT-0133,1,36,100,524,60.48,1.15,1,2026-06-07T00:00:00+08:00
SM-0133-02,SUP-026,MAT-0133,2,48,100,4102,46.62,1.52,1,2026-06-10T05:00:00+08:00
SM-0133-03,SUP-020,MAT-0133,3,24,200,8809,56.46,1.33,1,2026-06-14T03:00:00+08:00
SM-0134-01,SUP-030,MAT-0134,1,48,200,9027,261.18,1.22,1,2026-06-07T17:00:00+08:00
SM-0134-02,SUP-029,MAT-0134,2,72,1000,10665,245.18,1.14,1,2026-06-13T07:00:00+08:00
SM-0134-03,SUP-006,MAT-0134,3,168,500,8645,218.54,1.4,0,2026-06-10T19:00:00+08:00
SM-0134-04,SUP-045,MAT-0134,4,168,100,11983,205.17,1.08,1,2026-06-10T16:00:00+08:00
SM-0135-01,SUP-058,MAT-0135,1,168,100,6879,31.13,1.24,1,2026-06-11T09:00:00+08:00
SM-0135-02,SUP-053,MAT-0135,2,24,100,7964,32.05,1.49,1,2026-06-12T16:00:00+08:00
SM-0135-03,SUP-052,MAT-0135,3,168,100,3996,41.92,1.07,1,2026-06-10T11:00:00+08:00
SM-0135-04,SUP-059,MAT-0135,4,24,50,5444,39.86,1.64,1,2026-06-10T20:00:00+08:00
SM-0136-01,SUP-052,MAT-0136,1,72,500,9251,852.81,1.28,1,2026-06-07T16:00:00+08:00
SM-0136-02,SUP-023,MAT-0136,2,120,100,5642,794.05,1.31,1,2026-06-11T20:00:00+08:00
SM-0136-03,SUP-049,MAT-0136,3,120,200,6786,780.71,1.47,1,2026-06-13T21:00:00+08:00
SM-0136-04,SUP-016,MAT-0136,4,24,500,14766,736.69,1.36,1,2026-06-07T06:00:00+08:00
SM-0136-05,SUP-060,MAT-0136,5,120,100,1544,734.08,1.41,1,2026-06-09T22:00:00+08:00
SM-0136-06,SUP-038,MAT-0136,6,36,100,3557,735.13,1.26,1,2026-06-07T18:00:00+08:00
SM-0137-01,SUP-011,MAT-0137,1,72,100,3927,1299.03,1.4,1,2026-06-11T22:00:00+08:00
SM-0137-02,SUP-045,MAT-0137,2,168,100,8605,934.81,1.25,1,2026-06-09T20:00:00+08:00
SM-0137-03,SUP-012,MAT-0137,3,120,100,4187,997.61,1.2,1,2026-06-11T04:00:00+08:00
SM-0137-04,SUP-056,MAT-0137,4,120,200,1334,945.53,1.33,1,2026-06-14T10:00:00+08:00
SM-0138-01,SUP-030,MAT-0138,1,96,50,8723,187.36,1.3,1,2026-06-15T02:00:00+08:00
SM-0138-02,SUP-047,MAT-0138,2,36,50,10618,190.55,1.16,1,2026-06-07T10:00:00+08:00
SM-0138-03,SUP-055,MAT-0138,3,36,500,10794,189.58,1.28,1,2026-06-06T13:00:00+08:00
SM-0138-04,SUP-042,MAT-0138,4,72,1000,1793,167.63,1.26,1,2026-06-08T14:00:00+08:00
SM-0139-01,SUP-044,MAT-0139,1,24,1000,11047,246.39,1.25,1,2026-06-08T12:00:00+08:00
SM-0139-02,SUP-058,MAT-0139,2,48,1000,3736,245.83,1.56,1,2026-06-06T19:00:00+08:00
SM-0139-03,SUP-037,MAT-0139,3,24,200,8709,232.93,1.15,0,2026-06-12T19:00:00+08:00
SM-0139-04,SUP-030,MAT-0139,4,120,1000,8554,216.19,1.48,1,2026-06-11T11:00:00+08:00
SM-0139-05,SUP-009,MAT-0139,5,48,1000,2516,203.51,1.38,1,2026-06-11T14:00:00+08:00
SM-0140-01,SUP-026,MAT-0140,1,72,1000,2439,149.22,1.34,1,2026-06-11T12:00:00+08:00
SM-0140-02,SUP-048,MAT-0140,2,168,100,2565,135.22,1.63,1,2026-06-11T23:00:00+08:00
SM-0140-03,SUP-041,MAT-0140,3,48,1000,7656,160.75,1.4,0,2026-06-14T08:00:00+08:00
SM-0140-04,SUP-049,MAT-0140,4,24,1000,3640,153.15,1.64,1,2026-06-09T20:00:00+08:00
SM-0140-05,SUP-017,MAT-0140,5,96,500,12956,156.35,1.63,1,2026-06-08T09:00:00+08:00
SM-0140-06,SUP-030,MAT-0140,6,48,200,5212,149.06,1.38,1,2026-06-13T20:00:00+08:00
SM-0141-01,SUP-052,MAT-0141,1,36,200,9249,221.31,1.53,1,2026-06-11T18:00:00+08:00
SM-0141-02,SUP-019,MAT-0141,2,36,500,13621,230.55,1.22,1,2026-06-06T01:00:00+08:00
SM-0141-03,SUP-022,MAT-0141,3,48,1000,14305,190.59,1.16,1,2026-06-11T17:00:00+08:00
SM-0141-04,SUP-017,MAT-0141,4,48,500,14071,211.38,1.14,1,2026-06-10T18:00:00+08:00
SM-0141-05,SUP-032,MAT-0141,5,120,100,14892,227.47,1.14,1,2026-06-14T01:00:00+08:00
SM-0141-06,SUP-040,MAT-0141,6,168,50,13004,259.1,1.58,1,2026-06-11T02:00:00+08:00
SM-0142-01,SUP-029,MAT-0142,1,72,500,4722,418.24,1.45,1,2026-06-07T08:00:00+08:00
SM-0142-02,SUP-032,MAT-0142,2,48,500,5984,481.87,1.07,1,2026-06-11T22:00:00+08:00
SM-0142-03,SUP-053,MAT-0142,3,96,50,12754,450.37,1.47,1,2026-06-12T14:00:00+08:00
SM-0142-04,SUP-044,MAT-0142,4,48,200,7231,376.73,1.55,1,2026-06-11T14:00:00+08:00
SM-0143-01,SUP-021,MAT-0143,1,72,200,3626,983.34,1.47,1,2026-06-07T22:00:00+08:00
SM-0143-02,SUP-056,MAT-0143,2,96,1000,12615,1124.05,1.65,1,2026-06-11T14:00:00+08:00
SM-0143-03,SUP-039,MAT-0143,3,24,50,2389,1112.01,1.65,1,2026-06-08T03:00:00+08:00
SM-0144-01,SUP-048,MAT-0144,1,120,1000,13968,11.33,1.33,1,2026-06-08T14:00:00+08:00
SM-0144-02,SUP-007,MAT-0144,2,24,1000,11490,13.58,1.2,1,2026-06-13T19:00:00+08:00
SM-0144-03,SUP-056,MAT-0144,3,24,50,3794,10.93,1.1,1,2026-06-11T14:00:00+08:00
SM-0144-04,SUP-018,MAT-0144,4,168,100,6866,10.74,1.13,1,2026-06-07T12:00:00+08:00
SM-0145-01,SUP-016,MAT-0145,1,120,100,11821,116.91,1.54,1,2026-06-07T04:00:00+08:00
SM-0145-02,SUP-010,MAT-0145,2,96,500,13007,88.43,1.06,1,2026-06-07T02:00:00+08:00
SM-0145-03,SUP-033,MAT-0145,3,96,500,8016,108.76,1.59,1,2026-06-06T20:00:00+08:00
SM-0145-04,SUP-030,MAT-0145,4,48,1000,2812,96.32,1.61,1,2026-06-11T07:00:00+08:00
SM-0146-01,SUP-036,MAT-0146,1,120,1000,5480,476.9,1.6,1,2026-06-10T05:00:00+08:00
SM-0146-02,SUP-055,MAT-0146,2,36,500,5863,584.15,1.22,1,2026-06-06T06:00:00+08:00
SM-0146-03,SUP-005,MAT-0146,3,72,1000,11822,572.48,1.11,1,2026-06-07T22:00:00+08:00
SM-0147-01,SUP-046,MAT-0147,1,36,500,4423,610.63,1.2,1,2026-06-10T09:00:00+08:00
SM-0147-02,SUP-035,MAT-0147,2,96,50,11507,590.82,1.44,1,2026-06-15T07:00:00+08:00
SM-0147-03,SUP-034,MAT-0147,3,72,100,14125,655.38,1.24,1,2026-06-08T12:00:00+08:00
SM-0147-04,SUP-060,MAT-0147,4,96,50,1595,678.43,1.57,1,2026-06-06T22:00:00+08:00
SM-0147-05,SUP-004,MAT-0147,5,96,1000,5498,605.73,1.6,1,2026-06-14T13:00:00+08:00
SM-0148-01,SUP-036,MAT-0148,1,24,50,8081,6.65,1.3,1,2026-06-12T13:00:00+08:00
SM-0148-02,SUP-029,MAT-0148,2,36,50,9385,8.39,1.13,1,2026-06-08T04:00:00+08:00
SM-0148-03,SUP-016,MAT-0148,3,48,100,4377,7.26,1.5,1,2026-06-11T23:00:00+08:00
SM-0149-01,SUP-037,MAT-0149,1,72,200,6279,208.46,1.26,0,2026-06-14T11:00:00+08:00
SM-0149-02,SUP-020,MAT-0149,2,36,1000,9555,228.74,1.08,1,2026-06-09T05:00:00+08:00
SM-0149-03,SUP-056,MAT-0149,3,24,100,13653,208.45,1.19,1,2026-06-11T12:00:00+08:00
SM-0149-04,SUP-042,MAT-0149,4,24,500,631,163.15,1.25,1,2026-06-11T19:00:00+08:00
SM-0149-05,SUP-018,MAT-0149,5,72,100,12865,177.43,1.14,1,2026-06-15T04:00:00+08:00
SM-0149-06,SUP-011,MAT-0149,6,120,1000,5873,168.62,1.48,1,2026-06-14T03:00:00+08:00
SM-0150-01,SUP-014,MAT-0150,1,36,1000,1508,16.98,1.2,1,2026-06-07T13:00:00+08:00
SM-0150-02,SUP-045,MAT-0150,2,168,100,13464,13.77,1.57,1,2026-06-13T14:00:00+08:00
SM-0150-03,SUP-046,MAT-0150,3,168,1000,7117,15.79,1.22,1,2026-06-14T15:00:00+08:00
SM-0150-04,SUP-044,MAT-0150,4,96,200,8994,15.36,1.6,1,2026-06-08T05:00:00+08:00
SM-0150-05,SUP-033,MAT-0150,5,36,1000,634,15.25,1.24,1,2026-06-12T12:00:00+08:00
SM-0151-01,SUP-056,MAT-0151,1,48,100,10717,145.92,1.47,1,2026-06-13T21:00:00+08:00
SM-0151-02,SUP-043,MAT-0151,2,72,200,2249,175.41,1.07,1,2026-06-10T11:00:00+08:00
SM-0151-03,SUP-047,MAT-0151,3,24,200,3309,165.09,1.3,1,2026-06-06T04:00:00+08:00
SM-0152-01,SUP-005,MAT-0152,1,72,50,12839,672.8,1.61,1,2026-06-12T08:00:00+08:00
SM-0152-02,SUP-004,MAT-0152,2,96,500,12829,653.45,1.13,1,2026-06-14T07:00:00+08:00
SM-0152-03,SUP-028,MAT-0152,3,96,1000,7372,673.06,1.58,1,2026-06-12T18:00:00+08:00
SM-0152-04,SUP-021,MAT-0152,4,48,500,7131,484.99,1.33,1,2026-06-11T05:00:00+08:00
SM-0152-05,SUP-009,MAT-0152,5,36,1000,1627,677.23,1.28,1,2026-06-07T00:00:00+08:00
SM-0153-01,SUP-059,MAT-0153,1,48,50,13526,403.7,1.13,1,2026-06-08T06:00:00+08:00
SM-0153-02,SUP-005,MAT-0153,2,36,1000,9127,379.63,1.58,1,2026-06-12T00:00:00+08:00
SM-0153-03,SUP-003,MAT-0153,3,36,1000,6517,403.89,1.36,1,2026-06-12T08:00:00+08:00
SM-0153-04,SUP-017,MAT-0153,4,24,100,14028,370.42,1.35,1,2026-06-08T18:00:00+08:00
SM-0154-01,SUP-032,MAT-0154,1,72,1000,7040,105.48,1.61,1,2026-06-06T04:00:00+08:00
SM-0154-02,SUP-053,MAT-0154,2,48,1000,2105,97.39,1.6,1,2026-06-08T19:00:00+08:00
SM-0154-03,SUP-023,MAT-0154,3,120,200,1705,79.32,1.19,1,2026-06-09T20:00:00+08:00
SM-0155-01,SUP-036,MAT-0155,1,168,100,9835,112.16,1.44,1,2026-06-10T03:00:00+08:00
SM-0155-02,SUP-024,MAT-0155,2,96,200,4379,116.84,1.05,0,2026-06-05T09:00:00+08:00
SM-0155-03,SUP-028,MAT-0155,3,24,100,14917,100.14,1.53,1,2026-06-14T12:00:00+08:00
SM-0155-04,SUP-055,MAT-0155,4,72,50,9264,131.1,1.42,1,2026-06-06T04:00:00+08:00
SM-0155-05,SUP-003,MAT-0155,5,120,100,2386,111.51,1.13,1,2026-06-05T12:00:00+08:00
SM-0156-01,SUP-051,MAT-0156,1,24,100,11291,20.58,1.33,0,2026-06-09T22:00:00+08:00
SM-0156-02,SUP-041,MAT-0156,2,48,500,7960,21.63,1.43,0,2026-06-07T17:00:00+08:00
SM-0156-03,SUP-060,MAT-0156,3,168,100,14544,17.57,1.36,1,2026-06-05T23:00:00+08:00
SM-0156-04,SUP-030,MAT-0156,4,72,100,933,19.09,1.62,1,2026-06-14T03:00:00+08:00
SM-0156-05,SUP-005,MAT-0156,5,48,100,2372,20.1,1.48,1,2026-06-09T01:00:00+08:00
SM-0157-01,SUP-042,MAT-0157,1,72,100,8669,217.45,1.23,1,2026-06-07T01:00:00+08:00
SM-0157-02,SUP-019,MAT-0157,2,96,500,4349,237.31,1.42,1,2026-06-11T22:00:00+08:00
SM-0157-03,SUP-001,MAT-0157,3,168,50,9116,240.88,1.14,1,2026-06-15T03:00:00+08:00
SM-0157-04,SUP-012,MAT-0157,4,96,1000,13394,243.72,1.61,1,2026-06-12T08:00:00+08:00
SM-0157-05,SUP-003,MAT-0157,5,96,50,3308,242.54,1.53,1,2026-06-09T20:00:00+08:00
SM-0157-06,SUP-027,MAT-0157,6,96,100,3187,231.61,1.64,0,2026-06-08T01:00:00+08:00
SM-0158-01,SUP-031,MAT-0158,1,168,1000,8886,33.79,1.62,0,2026-06-14T13:00:00+08:00
SM-0158-02,SUP-009,MAT-0158,2,96,200,3048,34.7,1.35,1,2026-06-07T17:00:00+08:00
SM-0158-03,SUP-039,MAT-0158,3,120,1000,4044,39.6,1.46,1,2026-06-08T00:00:00+08:00
SM-0158-04,SUP-018,MAT-0158,4,96,500,13169,47.12,1.26,1,2026-06-15T03:00:00+08:00
SM-0158-05,SUP-037,MAT-0158,5,24,200,3327,37.61,1.62,0,2026-06-07T03:00:00+08:00
SM-0158-06,SUP-048,MAT-0158,6,48,100,7073,40.56,1.05,1,2026-06-13T20:00:00+08:00
SM-0159-01,SUP-053,MAT-0159,1,120,200,3360,16.41,1.48,1,2026-06-10T00:00:00+08:00
SM-0159-02,SUP-009,MAT-0159,2,24,50,6852,14.03,1.42,1,2026-06-15T05:00:00+08:00
SM-0159-03,SUP-013,MAT-0159,3,48,50,14799,18.09,1.52,1,2026-06-08T11:00:00+08:00
SM-0159-04,SUP-023,MAT-0159,4,120,1000,3155,15.09,1.26,1,2026-06-06T18:00:00+08:00
SM-0160-01,SUP-042,MAT-0160,1,96,500,13538,288.59,1.12,1,2026-06-06T01:00:00+08:00
SM-0160-02,SUP-052,MAT-0160,2,72,50,5398,275.52,1.06,1,2026-06-06T18:00:00+08:00
SM-0160-03,SUP-037,MAT-0160,3,72,100,10431,306.67,1.6,0,2026-06-12T04:00:00+08:00
SM-0160-04,SUP-028,MAT-0160,4,24,200,1467,279.01,1.24,1,2026-06-14T05:00:00+08:00
SM-0160-05,SUP-005,MAT-0160,5,36,1000,12384,359.84,1.15,1,2026-06-08T22:00:00+08:00
SM-0161-01,SUP-025,MAT-0161,1,24,50,893,517.59,1.23,0,2026-06-08T20:00:00+08:00
SM-0161-02,SUP-040,MAT-0161,2,48,1000,6297,431.11,1.12,1,2026-06-13T22:00:00+08:00
SM-0161-03,SUP-019,MAT-0161,3,48,50,5256,422.12,1.5,1,2026-06-09T21:00:00+08:00
SM-0162-01,SUP-054,MAT-0162,1,168,200,4136,42.66,1.39,1,2026-06-08T16:00:00+08:00
