production_plan_id,plant_warehouse_id,finished_material_id,planned_qty,planned_start_at,planned_end_at,plan_status,priority,material_readiness_rate,updated_at
PP-0000958,WH-04,MAT-0062,8334,2025-08-10T08:00:00+08:00,2025-08-10T22:00:00+08:00,planned,normal,0.6746,2025-08-11T12:00:00+08:00
PP-0000959,WH-04,MAT-0019,9604,2026-07-06T03:00:00+08:00,2026-07-09T08:00:00+08:00,planned,normal,0.6262,2026-06-15T08:00:00+08:00
PP-0000960,WH-04,MAT-0220,10820,2025-10-27T20:00:00+08:00,2025-10-28T18:00:00+08:00,completed,normal,0.6963,2025-10-29T02:00:00+08:00
PP-0000961,WH-02,MAT-0055,726,2026-01-12T05:00:00+08:00,2026-01-13T06:00:00+08:00,completed,normal,0.7686,2026-01-13T08:00:00+08:00
PP-0000962,WH-02,MAT-0119,17519,2026-02-20T23:00:00+08:00,2026-02-25T09:00:00+08:00,completed,normal,0.7341,2026-02-21T14:00:00+08:00
PP-0000963,WH-04,MAT-0214,3037,2025-07-25T17:00:00+08:00,2025-07-27T03:00:00+08:00,at_risk,urgent,0.968,2025-07-27T04:00:00+08:00
PP-0000964,WH-02,MAT-0094,1156,2026-03-28T02:00:00+08:00,2026-03-30T16:00:00+08:00,at_risk,normal,0.8362,2026-03-28T02:00:00+08:00
PP-0000965,WH-02,MAT-0180,7927,2025-09-10T19:00:00+08:00,2025-09-12T03:00:00+08:00,completed,normal,0.6417,2025-09-11T06:00:00+08:00
PP-0000966,WH-02,MAT-0219,14297,2026-05-15T14:00:00+08:00,2026-05-19T13:00:00+08:00,completed,normal,0.6239,2026-05-15T18:00:00+08:00
PP-0000967,WH-02,MAT-0229,8057,2026-03-15T07:00:00+08:00,2026-03-16T21:00:00+08:00,at_risk,urgent,0.596,2026-03-15T22:00:00+08:00
PP-0000968,WH-02,MAT-0153,2640,2026-01-31T20:00:00+08:00,2026-02-04T07:00:00+08:00,at_risk,high,0.8048,2026-02-01T06:00:00+08:00
PP-0000969,WH-04,MAT-0169,4004,2025-08-29T18:00:00+08:00,2025-09-03T08:00:00+08:00,at_risk,normal,0.7682,2025-08-30T05:00:00+08:00
PP-0000970,WH-02,MAT-0115,3378,2025-10-04T11:00:00+08:00,2025-10-07T19:00:00+08:00,completed,normal,0.7443,2025-10-05T04:00:00+08:00
PP-0000971,WH-02,MAT-0001,6654,2025-10-03T21:00:00+08:00,2025-10-05T09:00:00+08:00,completed,urgent,0.929,2025-10-04T13:00:00+08:00
PP-0000972,WH-04,MAT-0188,9411,2025-10-06T00:00:00+08:00,2025-10-09T00:00:00+08:00,released,normal,0.976,2025-10-06T02:00:00+08:00
PP-0000973,WH-04,MAT-0137,18036,2026-01-08T10:00:00+08:00,2026-01-12T07:00:00+08:00,completed,normal,0.8275,2026-01-09T22:00:00+08:00
PP-0000974,WH-04,MAT-0087,19626,2025-06-28T22:00:00+08:00,2025-06-29T06:00:00+08:00,completed,normal,0.8939,2025-06-30T00:00:00+08:00
PP-0000975,WH-02,MAT-0057,952,2026-04-08T22:00:00+08:00,2026-04-11T20:00:00+08:00,at_risk,normal,0.5873,2026-04-09T18:00:00+08:00
PP-0000976,WH-02,MAT-0237,8913,2025-12-27T02:00:00+08:00,2025-12-30T19:00:00+08:00,completed,normal,0.6444,2025-12-27T05:00:00+08:00
PP-0000977,WH-04,MAT-0050,12189,2026-04-08T06:00:00+08:00,2026-04-12T06:00:00+08:00,planned,urgent,0.6558,2026-04-09T23:00:00+08:00
PP-0000978,WH-04,MAT-0193,3920,2026-03-01T00:00:00+08:00,2026-03-04T03:00:00+08:00,at_risk,urgent,0.9731,2026-03-01T00:00:00+08:00
PP-0000979,WH-02,MAT-0218,6472,2026-04-30T21:00:00+08:00,2026-05-05T16:00:00+08:00,planned,normal,0.6498,2026-05-01T13:00:00+08:00
PP-0000980,WH-02,MAT-0119,352,2025-08-26T10:00:00+08:00,2025-08-30T22:00:00+08:00,at_risk,normal,0.7213,2025-08-28T00:00:00+08:00
PP-0000981,WH-02,MAT-0090,3415,2025-10-17T00:00:00+08:00,2025-10-18T22:00:00+08:00,paused,normal,0.8696,2025-10-18T09:00:00+08:00
PP-0000982,WH-02,MAT-0221,14836,2026-01-28T11:00:00+08:00,2026-01-29T23:00:00+08:00,completed,urgent,0.6086,2026-01-29T13:00:00+08:00
PP-0000983,WH-02,MAT-0008,15221,2025-10-14T04:00:00+08:00,2025-10-18T13:00:00+08:00,planned,high,0.7131,2025-10-16T04:00:00+08:00
PP-0000984,WH-02,MAT-0079,8697,2026-03-03T21:00:00+08:00,2026-03-07T01:00:00+08:00,completed,normal,0.7741,2026-03-04T23:00:00+08:00
PP-0000985,WH-02,MAT-0200,12806,2026-03-15T10:00:00+08:00,2026-03-18T21:00:00+08:00,released,normal,0.6074,2026-03-15T18:00:00+08:00
PP-0000986,WH-02,MAT-0158,789,2026-02-13T00:00:00+08:00,2026-02-15T13:00:00+08:00,at_risk,normal,0.6515,2026-02-13T11:00:00+08:00
PP-0000987,WH-02,MAT-0047,1798,2026-01-07T05:00:00+08:00,2026-01-12T03:00:00+08:00,completed,normal,0.7522,2026-01-09T04:00:00+08:00
PP-0000988,WH-04,MAT-0192,9116,2026-01-04T17:00:00+08:00,2026-01-06T06:00:00+08:00,completed,normal,0.7395,2026-01-05T02:00:00+08:00
PP-0000989,WH-02,MAT-0118,19773,2025-11-16T20:00:00+08:00,2025-11-17T09:00:00+08:00,planned,high,0.9255,2025-11-17T03:00:00+08:00
PP-0000990,WH-02,MAT-0227,16753,2026-01-07T20:00:00+08:00,2026-01-12T06:00:00+08:00,at_risk,urgent,0.7451,2026-01-08T20:00:00+08:00
PP-0000991,WH-02,MAT-0127,12707,2026-01-19T09:00:00+08:00,2026-01-23T04:00:00+08:00,completed,high,0.5776,2026-01-19T23:00:00+08:00
PP-0000992,WH-02,MAT-0110,5247,2025-12-03T22:00:00+08:00,2025-12-08T14:00:00+08:00,completed,normal,0.9405,2025-12-04T22:00:00+08:00
PP-0000993,WH-02,MAT-0186,18792,2026-06-13T10:00:00+08:00,2026-06-17T23:00:00+08:00,completed,normal,0.8341,2026-06-15T06:00:00+08:00
PP-0000994,WH-04,MAT-0110,13283,2025-11-03T17:00:00+08:00,2025-11-05T23:00:00+08:00,planned,high,0.9693,2025-11-05T14:00:00+08:00
PP-0000995,WH-02,MAT-0050,7877,2025-07-30T18:00:00+08:00,2025-08-01T13:00:00+08:00,completed,normal,0.9711,2025-07-31T13:00:00+08:00
PP-0000996,WH-02,MAT-0139,13194,2026-06-13T14:00:00+08:00,2026-06-15T14:00:00+08:00,completed,urgent,0.8663,2026-06-13T17:00:00+08:00
PP-0000997,WH-02,MAT-0206,13066,2025-11-18T23:00:00+08:00,2025-11-21T07:00:00+08:00,released,normal,0.8693,2025-11-20T10:00:00+08:00
PP-0000998,WH-02,MAT-0236,12509,2026-03-05T22:00:00+08:00,2026-03-08T08:00:00+08:00,at_risk,urgent,0.6574,2026-03-06T14:00:00+08:00
PP-0000999,WH-02,MAT-0235,8112,2025-06-26T07:00:00+08:00,2025-06-28T11:00:00+08:00,planned,urgent,0.9403,2025-06-28T02:00:00+08:00
PP-0001000,WH-02,MAT-0220,3005,2026-05-16T07:00:00+08:00,2026-05-21T00:00:00+08:00,completed,normal,0.7204,2026-05-18T03:00:00+08:00
PP-0001001,WH-04,MAT-0215,16504,2026-01-13T21:00:00+08:00,2026-01-15T18:00:00+08:00,released,normal,0.6639,2026-01-15T00:00:00+08:00
PP-0001002,WH-04,MAT-0046,1998,2026-03-27T20:00:00+08:00,2026-03-30T15:00:00+08:00,planned,normal,0.6377,2026-03-29T10:00:00+08:00
PP-0001003,WH-02,MAT-0183,12742,2026-07-05T09:00:00+08:00,2026-07-08T02:00:00+08:00,planned,normal,0.8896,2026-06-15T08:00:00+08:00
PP-0001004,WH-02,MAT-0065,15388,2026-02-22T07:00:00+08:00,2026-02-23T12:00:00+08:00,at_risk,normal,0.9448,2026-02-22T10:00:00+08:00
PP-0001005,WH-04,MAT-0064,403,2025-09-18T17:00:00+08:00,2025-09-23T11:00:00+08:00,completed,high,0.8294,2025-09-19T02:00:00+08:00
PP-0001006,WH-04,MAT-0234,7367,2026-05-16T17:00:00+08:00,2026-05-18T11:00:00+08:00,at_risk,normal,0.9072,2026-05-17T12:00:00+08:00
PP-0001007,WH-02,MAT-0198,17831,2026-05-10T02:00:00+08:00,2026-05-13T16:00:00+08:00,released,normal,0.6057,2026-05-11T14:00:00+08:00
PP-0001008,WH-04,MAT-0124,5073,2025-07-18T22:00:00+08:00,2025-07-22T17:00:00+08:00,completed,normal,0.6385,2025-07-20T22:00:00+08:00
PP-0001009,WH-04,MAT-0036,16652,2025-08-11T11:00:00+08:00,2025-08-14T04:00:00+08:00,completed,normal,0.9169,2025-08-13T01:00:00+08:00
PP-0001010,WH-04,MAT-0020,6910,2026-01-13T23:00:00+08:00,2026-01-18T13:00:00+08:00,completed,normal,0.9038,2026-01-14T14:00:00+08:00
PP-0001011,WH-04,MAT-0018,5865,2026-05-31T13:00:00+08:00,2026-06-02T23:00:00+08:00,planned,normal,0.894,2026-05-31T14:00:00+08:00
PP-0001012,WH-02,MAT-0045,4358,2026-03-22T11:00:00+08:00,2026-03-25T05:00:00+08:00,paused,high,0.5678,2026-03-23T21:00:00+08:00
PP-0001013,WH-02,MAT-0180,17652,2025-10-05T16:00:00+08:00,2025-10-07T06:00:00+08:00,at_risk,normal,0.5752,2025-10-06T18:00:00+08:00
PP-0001014,WH-04,MAT-0193,12782,2026-06-23T04:00:00+08:00,2026-06-27T15:00:00+08:00,planned,high,0.9952,2026-06-15T08:00:00+08:00
PP-0001015,WH-04,MAT-0043,597,2025-10-27T17:00:00+08:00,2025-11-01T02:00:00+08:00,at_risk,normal,0.6384,2025-10-29T08:00:00+08:00
PP-0001016,WH-04,MAT-0065,13433,2026-03-05T04:00:00+08:00,2026-03-07T17:00:00+08:00,completed,normal,0.955,2026-03-06T21:00:00+08:00
PP-0001017,WH-02,MAT-0049,2503,2026-04-04T20:00:00+08:00,2026-04-09T11:00:00+08:00,completed,high,0.5561,2026-04-05T18:00:00+08:00
PP-0001018,WH-04,MAT-0116,9309,2025-08-17T15:00:00+08:00,2025-08-22T11:00:00+08:00,completed,normal,0.7765,2025-08-17T17:00:00+08:00
PP-0001019,WH-02,MAT-0238,5512,2026-03-04T20:00:00+08:00,2026-03-08T07:00:00+08:00,released,urgent,0.7145,2026-03-06T16:00:00+08:00
PP-0001020,WH-02,MAT-0080,162,2025-12-17T07:00:00+08:00,2025-12-18T12:00:00+08:00,completed,high,0.5648,2025-12-18T06:00:00+08:00
PP-0001021,WH-02,MAT-0007,6898,2026-03-13T22:00:00+08:00,2026-03-18T02:00:00+08:00,planned,high,0.8739,2026-03-15T07:00:00+08:00
PP-0001022,WH-02,MAT-0191,11184,2026-06-02T15:00:00+08:00,2026-06-06T02:00:00+08:00,completed,normal,0.8504,2026-06-03T20:00:00+08:00
PP-0001023,WH-02,MAT-0150,13080,2025-10-31T20:00:00+08:00,2025-11-02T12:00:00+08:00,released,normal,0.6421,2025-11-02T03:00:00+08:00
PP-0001024,WH-04,MAT-0227,6379,2025-07-10T18:00:00+08:00,2025-07-15T10:00:00+08:00,completed,high,0.7095,2025-07-10T18:00:00+08:00
PP-0001025,WH-04,MAT-0092,3229,2025-09-07T13:00:00+08:00,2025-09-10T19:00:00+08:00,planned,normal,0.7482,2025-09-09T00:00:00+08:00
PP-0001026,WH-02,MAT-0092,6300,2026-01-31T08:00:00+08:00,2026-02-05T01:00:00+08:00,released,normal,0.967,2026-02-02T01:00:00+08:00
PP-0001027,WH-04,MAT-0136,5174,2026-06-14T22:00:00+08:00,2026-06-15T16:00:00+08:00,at_risk,normal,0.5507,2026-06-15T08:00:00+08:00
PP-0001028,WH-04,MAT-0202,19084,2026-05-21T08:00:00+08:00,2026-05-23T05:00:00+08:00,completed,normal,0.906,2026-05-21T14:00:00+08:00
PP-0001029,WH-04,MAT-0175,16654,2026-01-03T06:00:00+08:00,2026-01-08T03:00:00+08:00,completed,normal,0.9959,2026-01-04T14:00:00+08:00
PP-0001030,WH-02,MAT-0080,12676,2026-02-22T06:00:00+08:00,2026-02-25T17:00:00+08:00,at_risk,high,0.8217,2026-02-23T15:00:00+08:00
PP-0001031,WH-02,MAT-0215,15186,2026-03-22T05:00:00+08:00,2026-03-23T04:00:00+08:00,released,urgent,0.7487,2026-03-23T19:00:00+08:00
PP-0001032,WH-02,MAT-0177,16595,2026-02-06T22:00:00+08:00,2026-02-09T03:00:00+08:00,released,urgent,0.6587,2026-02-07T09:00:00+08:00
PP-0001033,WH-04,MAT-0072,2424,2025-12-19T05:00:00+08:00,2025-12-23T21:00:00+08:00,released,urgent,0.9878,2025-12-21T01:00:00+08:00
PP-0001034,WH-04,MAT-0210,3660,2026-05-03T11:00:00+08:00,2026-05-07T18:00:00+08:00,released,high,0.6597,2026-05-04T05:00:00+08:00
PP-0001035,WH-02,MAT-0043,17678,2025-11-28T22:00:00+08:00,2025-11-30T03:00:00+08:00,completed,normal,0.6134,2025-11-29T13:00:00+08:00
PP-0001036,WH-02,MAT-0124,7596,2026-07-11T15:00:00+08:00,2026-07-12T04:00:00+08:00,planned,normal,0.8382,2026-06-15T08:00:00+08:00
PP-0001037,WH-04,MAT-0165,18705,2026-06-07T13:00:00+08:00,2026-06-12T02:00:00+08:00,released,urgent,0.5517,2026-06-08T05:00:00+08:00
PP-0001038,WH-04,MAT-0225,6359,2026-01-24T05:00:00+08:00,2026-01-28T08:00:00+08:00,planned,high,0.9093,2026-01-24T22:00:00+08:00
PP-0001039,WH-04,MAT-0228,6289,2025-11-22T23:00:00+08:00,2025-11-26T09:00:00+08:00,completed,high,0.867,2025-11-23T17:00:00+08:00
PP-0001040,WH-04,MAT-0018,5705,2025-10-20T08:00:00+08:00,2025-10-22T16:00:00+08:00,completed,normal,0.8677,2025-10-20T17:00:00+08:00
PP-0001041,WH-02,MAT-0229,15923,2025-09-16T04:00:00+08:00,2025-09-18T23:00:00+08:00,completed,normal,0.801,2025-09-17T15:00:00+08:00
PP-0001042,WH-04,MAT-0055,11143,2026-01-24T17:00:00+08:00,2026-01-28T15:00:00+08:00,completed,normal,0.5645,2026-01-26T13:00:00+08:00
PP-0001043,WH-04,MAT-0182,16605,2026-02-21T00:00:00+08:00,2026-02-25T05:00:00+08:00,completed,normal,0.9969,2026-02-21T23:00:00+08:00
PP-0001044,WH-02,MAT-0012,9062,2026-05-29T01:00:00+08:00,2026-05-29T10:00:00+08:00,released,normal,0.6064,2026-05-30T23:00:00+08:00
PP-0001045,WH-04,MAT-0009,8453,2026-05-14T04:00:00+08:00,2026-05-15T16:00:00+08:00,paused,urgent,0.7071,2026-05-14T21:00:00+08:00
PP-0001046,WH-04,MAT-0001,19824,2026-01-09T21:00:00+08:00,2026-01-11T12:00:00+08:00,at_risk,normal,0.6765,2026-01-10T05:00:00+08:00
PP-0001047,WH-02,MAT-0074,11491,2026-04-18T21:00:00+08:00,2026-04-22T00:00:00+08:00,planned,normal,0.8791,2026-04-19T19:00:00+08:00
PP-0001048,WH-04,MAT-0226,11579,2025-10-05T12:00:00+08:00,2025-10-07T17:00:00+08:00,at_risk,normal,0.6266,2025-10-06T00:00:00+08:00
PP-0001049,WH-04,MAT-0019,11388,2026-06-11T13:00:00+08:00,2026-06-15T11:00:00+08:00,planned,high,0.9897,2026-06-12T08:00:00+08:00
PP-0001050,WH-02,MAT-0237,5844,2026-03-13T07:00:00+08:00,2026-03-13T21:00:00+08:00,paused,normal,0.9632,2026-03-13T10:00:00+08:00
PP-0001051,WH-04,MAT-0161,13695,2026-03-08T15:00:00+08:00,2026-03-09T11:00:00+08:00,completed,normal,0.7896,2026-03-08T15:00:00+08:00
PP-0001052,WH-02,MAT-0135,12412,2026-03-13T11:00:00+08:00,2026-03-14T21:00:00+08:00,paused,normal,0.6383,2026-03-13T12:00:00+08:00
PP-0001053,WH-02,MAT-0188,301,2025-10-22T04:00:00+08:00,2025-10-24T01:00:00+08:00,released,normal,0.7602,2025-10-23T13:00:00+08:00
PP-0001054,WH-02,MAT-0091,7630,2026-07-03T07:00:00+08:00,2026-07-06T07:00:00+08:00,completed,normal,0.734,2026-06-15T08:00:00+08:00
PP-0001055,WH-04,MAT-0097,18538,2026-06-13T15:00:00+08:00,2026-06-16T08:00:00+08:00,released,high,0.7584,2026-06-14T18:00:00+08:00
PP-0001056,WH-04,MAT-0088,1999,2025-10-26T23:00:00+08:00,2025-10-29T15:00:00+08:00,completed,normal,0.8832,2025-10-28T04:00:00+08:00
PP-0001057,WH-04,MAT-0055,17542,2025-12-28T14:00:00+08:00,2026-01-01T02:00:00+08:00,released,normal,0.9321,2025-12-29T11:00:00+08:00
PP-0001058,WH-04,MAT-0209,2558,2025-12-04T15:00:00+08:00,2025-12-07T21:00:00+08:00,released,normal,0.6126,2025-12-05T03:00:00+08:00
PP-0001059,WH-02,MAT-0076,13339,2026-02-06T16:00:00+08:00,2026-02-09T23:00:00+08:00,released,normal,0.5753,2026-02-08T16:00:00+08:00
PP-0001060,WH-04,MAT-0161,17284,2025-12-10T21:00:00+08:00,2025-12-11T16:00:00+08:00,completed,high,0.7067,2025-12-11T00:00:00+08:00
PP-0001061,WH-02,MAT-0167,11791,2026-04-23T16:00:00+08:00,2026-04-26T18:00:00+08:00,at_risk,high,0.7139,2026-04-24T07:00:00+08:00
PP-0001062,WH-02,MAT-0063,15515,2026-04-25T07:00:00+08:00,2026-04-29T08:00:00+08:00,planned,high,0.555,2026-04-26T21:00:00+08:00
PP-0001063,WH-04,MAT-0015,14490,2025-07-26T06:00:00+08:00,2025-07-26T21:00:00+08:00,completed,normal,0.5854,2025-07-27T03:00:00+08:00
PP-0001064,WH-02,MAT-0224,14723,2026-03-14T09:00:00+08:00,2026-03-17T23:00:00+08:00,planned,normal,0.5609,2026-03-14T23:00:00+08:00
PP-0001065,WH-04,MAT-0059,18960,2026-03-21T13:00:00+08:00,2026-03-22T18:00:00+08:00,planned,normal,0.5756,2026-03-23T01:00:00+08:00
PP-0001066,WH-04,MAT-0113,15393,2026-05-10T15:00:00+08:00,2026-05-11T16:00:00+08:00,completed,normal,0.707,2026-05-12T13:00:00+08:00
PP-0001067,WH-02,MAT-0097,15813,2025-10-08T17:00:00+08:00,2025-10-09T05:00:00+08:00,planned,high,0.9074,2025-10-09T23:00:00+08:00
PP-0001068,WH-02,MAT-0208,766,2026-02-02T13:00:00+08:00,2026-02-06T05:00:00+08:00,completed,high,0.946,2026-02-03T09:00:00+08:00
PP-0001069,WH-04,MAT-0145,13526,2025-10-17T05:00:00+08:00,2025-10-21T04:00:00+08:00,completed,urgent,0.8625,2025-10-18T10:00:00+08:00
PP-0001070,WH-04,MAT-0058,9615,2025-06-19T20:00:00+08:00,2025-06-21T23:00:00+08:00,released,normal,0.8893,2025-06-21T13:00:00+08:00
PP-0001071,WH-02,MAT-0099,10950,2025-10-20T16:00:00+08:00,2025-10-24T02:00:00+08:00,completed,high,0.6882,2025-10-22T06:00:00+08:00
PP-0001072,WH-02,MAT-0020,12899,2026-07-01T06:00:00+08:00,2026-07-06T05:00:00+08:00,planned,urgent,0.5952,2026-06-15T08:00:00+08:00
PP-0001073,WH-02,MAT-0006,16933,2026-04-23T14:00:00+08:00,2026-04-24T17:00:00+08:00,at_risk,normal,0.7566,2026-04-24T10:00:00+08:00
PP-0001074,WH-04,MAT-0183,9513,2025-09-10T11:00:00+08:00,2025-09-14T17:00:00+08:00,paused,high,0.7244,2025-09-10T20:00:00+08:00
PP-0001075,WH-04,MAT-0200,197,2026-02-23T16:00:00+08:00,2026-02-28T10:00:00+08:00,at_risk,normal,0.7825,2026-02-25T07:00:00+08:00
PP-0001076,WH-04,MAT-0076,1004,2026-03-04T14:00:00+08:00,2026-03-08T17:00:00+08:00,released,high,0.592,2026-03-04T16:00:00+08:00
PP-0001077,WH-04,MAT-0191,18241,2025-12-02T18:00:00+08:00,2025-12-05T03:00:00+08:00,planned,normal,0.7933,2025-12-02T19:00:00+08:00
PP-0001078,WH-04,MAT-0108,11236,2025-08-08T13:00:00+08:00,2025-08-08T22:00:00+08:00,paused,normal,0.8705,2025-08-09T14:00:00+08:00
PP-0001079,WH-04,MAT-0126,9442,2026-05-20T13:00:00+08:00,2026-05-20T23:00:00+08:00,completed,normal,0.8626,2026-05-22T01:00:00+08:00
PP-0001080,WH-02,MAT-0064,2286,2025-12-30T04:00:00+08:00,2026-01-01T03:00:00+08:00,planned,normal,0.9191,2025-12-31T22:00:00+08:00
PP-0001081,WH-04,MAT-0021,9068,2025-10-09T22:00:00+08:00,2025-10-10T10:00:00+08:00,at_risk,normal,0.8203,2025-10-11T10:00:00+08:00
PP-0001082,WH-02,MAT-0096,16435,2025-08-17T09:00:00+08:00,2025-08-21T09:00:00+08:00,released,normal,0.7485,2025-08-17T14:00:00+08:00
PP-0001083,WH-04,MAT-0224,15400,2025-08-29T14:00:00+08:00,2025-09-03T07:00:00+08:00,released,high,0.7015,2025-08-31T07:00:00+08:00
PP-0001084,WH-04,MAT-0138,5660,2025-06-19T21:00:00+08:00,2025-06-24T13:00:00+08:00,completed,normal,0.9138,2025-06-21T00:00:00+08:00
PP-0001085,WH-02,MAT-0202,15077,2025-06-26T12:00:00+08:00,2025-06-28T13:00:00+08:00,at_risk,normal,0.5841,2025-06-28T01:00:00+08:00
PP-0001086,WH-02,MAT-0238,15866,2026-07-17T05:00:00+08:00,2026-07-19T13:00:00+08:00,planned,normal,0.9176,2026-06-15T08:00:00+08:00
PP-0001087,WH-02,MAT-0088,2164,2025-11-07T01:00:00+08:00,2025-11-08T06:00:00+08:00,released,urgent,0.7681,2025-11-08T08:00:00+08:00
PP-0001088,WH-04,MAT-0202,19370,2025-09-27T01:00:00+08:00,2025-09-28T05:00:00+08:00,planned,normal,0.8084,2025-09-28T17:00:00+08:00
PP-0001089,WH-02,MAT-0211,10180,2026-05-11T02:00:00+08:00,2026-05-12T22:00:00+08:00,completed,normal,0.7686,2026-05-11T07:00:00+08:00
PP-0001090,WH-04,MAT-0137,2113,2025-10-09T05:00:00+08:00,2025-10-13T14:00:00+08:00,completed,urgent,0.7772,2025-10-10T03:00:00+08:00
PP-0001091,WH-04,MAT-0237,3050,2026-03-18T14:00:00+08:00,2026-03-20T15:00:00+08:00,completed,normal,0.5745,2026-03-19T19:00:00+08:00
PP-0001092,WH-02,MAT-0156,19176,2026-07-09T09:00:00+08:00,2026-07-11T08:00:00+08:00,released,normal,0.5896,2026-06-15T08:00:00+08:00
PP-0001093,WH-02,MAT-0022,10728,2025-09-02T02:00:00+08:00,2025-09-05T14:00:00+08:00,completed,normal,0.6215,2025-09-03T23:00:00+08:00
PP-0001094,WH-04,MAT-0234,2337,2025-09-06T02:00:00+08:00,2025-09-07T07:00:00+08:00,planned,high,0.5548,2025-09-06T21:00:00+08:00
PP-0001095,WH-02,MAT-0158,7889,2026-03-18T18:00:00+08:00,2026-03-21T15:00:00+08:00,completed,urgent,0.5843,2026-03-20T15:00:00+08:00
PP-0001096,WH-04,MAT-0226,12588,2025-10-27T23:00:00+08:00,2025-10-31T18:00:00+08:00,completed,normal,0.9421,2025-10-29T22:00:00+08:00
PP-0001097,WH-04,MAT-0185,10256,2026-06-12T20:00:00+08:00,2026-06-17T02:00:00+08:00,completed,normal,0.6837,2026-06-14T07:00:00+08:00
PP-0001098,WH-04,MAT-0051,18487,2025-11-30T12:00:00+08:00,2025-12-03T03:00:00+08:00,completed,high,0.9052,2025-12-02T08:00:00+08:00
PP-0001099,WH-02,MAT-0176,13456,2025-10-06T03:00:00+08:00,2025-10-08T11:00:00+08:00,at_risk,normal,0.9023,2025-10-06T12:00:00+08:00
PP-0001100,WH-02,MAT-0198,14283,2025-07-29T11:00:00+08:00,2025-08-01T17:00:00+08:00,released,normal,0.6474,2025-07-29T13:00:00+08:00
PP-0001101,WH-04,MAT-0205,5361,2025-12-20T23:00:00+08:00,2025-12-23T20:00:00+08:00,planned,normal,0.6561,2025-12-21T08:00:00+08:00
PP-0001102,WH-02,MAT-0195,7365,2026-06-10T21:00:00+08:00,2026-06-15T20:00:00+08:00,completed,normal,0.9689,2026-06-12T18:00:00+08:00
PP-0001103,WH-02,MAT-0191,17440,2026-05-27T09:00:00+08:00,2026-05-29T05:00:00+08:00,at_risk,high,0.7041,2026-05-28T14:00:00+08:00
PP-0001104,WH-04,MAT-0011,7129,2025-08-03T03:00:00+08:00,2025-08-06T08:00:00+08:00,paused,high,0.846,2025-08-05T02:00:00+08:00
PP-0001105,WH-02,MAT-0009,8385,2026-05-20T23:00:00+08:00,2026-05-22T18:00:00+08:00,completed,high,0.8554,2026-05-22T12:00:00+08:00
PP-0001106,WH-02,MAT-0240,4652,2025-06-21T08:00:00+08:00,2025-06-24T09:00:00+08:00,completed,normal,0.7534,2025-06-22T04:00:00+08:00
PP-0001107,WH-04,MAT-0099,11835,2026-03-13T18:00:00+08:00,2026-03-14T23:00:00+08:00,at_risk,normal,0.9256,2026-03-14T07:00:00+08:00
PP-0001108,WH-04,MAT-0064,927,2026-04-04T14:00:00+08:00,2026-04-05T09:00:00+08:00,planned,normal,0.91,2026-04-05T13:00:00+08:00
PP-0001109,WH-02,MAT-0050,9962,2026-06-24T15:00:00+08:00,2026-06-26T10:00:00+08:00,completed,normal,0.8681,2026-06-15T08:00:00+08:00
PP-0001110,WH-04,MAT-0066,15989,2025-08-25T01:00:00+08:00,2025-08-27T08:00:00+08:00,planned,high,0.6248,2025-08-26T04:00:00+08:00
PP-0001111,WH-04,MAT-0199,3551,2025-11-24T03:00:00+08:00,2025-11-28T14:00:00+08:00,completed,normal,0.9781,2025-11-24T23:00:00+08:00
PP-0001112,WH-02,MAT-0019,17774,2026-04-25T09:00:00+08:00,2026-04-28T13:00:00+08:00,paused,normal,0.6437,2026-04-27T01:00:00+08:00
PP-0001113,WH-02,MAT-0223,15081,2025-09-28T11:00:00+08:00,2025-10-02T15:00:00+08:00,planned,normal,0.7442,2025-09-29T18:00:00+08:00
PP-0001114,WH-02,MAT-0199,5520,2026-06-10T16:00:00+08:00,2026-06-11T07:00:00+08:00,completed,normal,0.9294,2026-06-11T02:00:00+08:00
PP-0001115,WH-02,MAT-0219,1723,2026-06-27T17:00:00+08:00,2026-07-01T12:00:00+08:00,planned,normal,0.9156,2026-06-15T08:00:00+08:00
PP-0001116,WH-02,MAT-0142,4792,2025-08-22T16:00:00+08:00,2025-08-23T22:00:00+08:00,completed,normal,0.8756,2025-08-23T23:00:00+08:00
PP-0001117,WH-04,MAT-0086,713,2025-08-11T18:00:00+08:00,2025-08-14T07:00:00+08:00,completed,urgent,0.9934,2025-08-12T06:00:00+08:00
PP-0001118,WH-04,MAT-0220,19001,2025-07-27T17:00:00+08:00,2025-07-28T04:00:00+08:00,paused,normal,0.7556,2025-07-29T09:00:00+08:00
PP-0001119,WH-04,MAT-0012,9958,2025-11-17T13:00:00+08:00,2025-11-17T22:00:00+08:00,released,normal,0.7871,2025-11-18T22:00:00+08:00
PP-0001120,WH-02,MAT-0164,16101,2026-06-13T08:00:00+08:00,2026-06-14T20:00:00+08:00,released,normal,0.8394,2026-06-15T00:00:00+08:00
PP-0001121,WH-04,MAT-0009,322,2026-01-29T16:00:00+08:00,2026-01-31T14:00:00+08:00,paused,urgent,0.9967,2026-01-29T21:00:00+08:00
PP-0001122,WH-04,MAT-0180,12071,2026-01-26T22:00:00+08:00,2026-01-30T05:00:00+08:00,planned,high,0.791,2026-01-28T11:00:00+08:00
PP-0001123,WH-02,MAT-0165,13966,2026-05-11T11:00:00+08:00,2026-05-13T22:00:00+08:00,planned,normal,0.5982,2026-05-12T12:00:00+08:00
