purchase_order_id,supplier_id,order_created_at,expected_arrival_at,purchase_status,currency,order_amount,payment_terms_days,buyer,line_count,updated_at
PO-202508-000905,SUP-056,2025-08-13T23:58:00+08:00,2025-08-18T23:58:00+08:00,received,CNY,745077.64,60,采购二组,1,2025-09-22T23:58:00+08:00
PO-202510-000906,SUP-036,2025-10-12T14:26:00+08:00,2025-10-13T14:26:00+08:00,confirmed,CNY,15454087.32,15,采购二组,1,2025-11-05T14:26:00+08:00
PO-202605-000907,SUP-050,2026-05-11T15:21:00+08:00,2026-05-13T03:21:00+08:00,confirmed,CNY,5598653.61,60,战略采购组,2,2026-06-08T15:21:00+08:00
PO-202605-000908,SUP-021,2026-05-08T00:14:00+08:00,2026-05-12T00:14:00+08:00,received,CNY,1787374.69,45,战略采购组,2,2026-06-14T00:14:00+08:00
PO-202508-000909,SUP-034,2025-08-08T14:38:00+08:00,2025-08-15T14:38:00+08:00,confirmed,CNY,11651171.52,60,采购一组,4,2025-09-21T14:38:00+08:00
PO-202509-000910,SUP-023,2025-09-16T16:58:00+08:00,2025-09-21T16:58:00+08:00,delayed,CNY,9626668.58,30,采购一组,2,2025-10-20T16:58:00+08:00
PO-202606-000911,SUP-009,2026-06-02T16:57:00+08:00,2026-06-04T16:57:00+08:00,received,CNY,3433861.52,15,采购二组,1,2026-06-15T08:00:00+08:00
PO-202511-000912,SUP-015,2025-11-05T09:52:00+08:00,2025-11-12T09:52:00+08:00,received,CNY,2687990.56,15,战略采购组,3,2025-11-08T09:52:00+08:00
PO-202602-000913,SUP-004,2026-02-13T05:14:00+08:00,2026-02-17T05:14:00+08:00,delayed,CNY,8312796.95,30,战略采购组,4,2026-03-18T05:14:00+08:00
PO-202509-000914,SUP-032,2025-09-06T22:04:00+08:00,2025-09-13T22:04:00+08:00,draft,CNY,1296697.6,30,战略采购组,2,2025-09-23T22:04:00+08:00
PO-202511-000915,SUP-008,2025-11-23T20:43:00+08:00,2025-11-26T20:43:00+08:00,confirmed,CNY,5897262.79,30,战略采购组,4,2025-11-25T20:43:00+08:00
PO-202508-000916,SUP-028,2025-08-23T18:07:00+08:00,2025-08-27T18:07:00+08:00,received,CNY,7148320.68,60,采购一组,3,2025-09-14T18:07:00+08:00
PO-202507-000917,SUP-031,2025-07-01T16:44:00+08:00,2025-07-06T16:44:00+08:00,received,CNY,1224263.04,60,战略采购组,2,2025-07-26T16:44:00+08:00
PO-202512-000918,SUP-046,2025-12-01T17:47:00+08:00,2025-12-08T17:47:00+08:00,delayed,CNY,1394250.99,90,采购一组,3,2025-12-21T17:47:00+08:00
PO-202507-000919,SUP-051,2025-07-07T00:25:00+08:00,2025-07-14T00:25:00+08:00,received,CNY,10961696.21,90,战略采购组,4,2025-07-08T00:25:00+08:00
PO-202601-000920,SUP-034,2026-01-16T15:07:00+08:00,2026-01-23T15:07:00+08:00,received,CNY,1735651.77,15,战略采购组,2,2026-01-30T15:07:00+08:00
PO-202605-000921,SUP-057,2026-05-04T21:50:00+08:00,2026-05-05T21:50:00+08:00,received,CNY,138732.86,30,采购二组,1,2026-06-01T21:50:00+08:00
PO-202601-000922,SUP-052,2026-01-19T23:11:00+08:00,2026-01-23T23:11:00+08:00,received,CNY,468033.11,30,战略采购组,1,2026-02-10T23:11:00+08:00
PO-202511-000923,SUP-020,2025-11-19T18:29:00+08:00,2025-11-22T18:29:00+08:00,draft,CNY,10381576.91,90,采购一组,3,2025-12-05T18:29:00+08:00
PO-202506-000924,SUP-007,2025-06-15T12:36:00+08:00,2025-06-22T12:36:00+08:00,received,CNY,5109513.57,30,采购二组,3,2025-07-16T12:36:00+08:00
PO-202605-000925,SUP-044,2026-05-18T09:08:00+08:00,2026-05-23T09:08:00+08:00,received,CNY,1588185.84,60,采购二组,1,2026-06-15T08:00:00+08:00
PO-202508-000926,SUP-007,2025-08-20T06:52:00+08:00,2025-08-22T06:52:00+08:00,received,CNY,624713.25,45,战略采购组,1,2025-09-25T06:52:00+08:00
PO-202512-000927,SUP-037,2025-12-30T17:35:00+08:00,2026-01-06T17:35:00+08:00,received,CNY,14910961.63,15,采购一组,4,2026-01-20T17:35:00+08:00
PO-202601-000928,SUP-032,2026-01-27T03:14:00+08:00,2026-02-03T03:14:00+08:00,in_transit,CNY,6560041.46,30,采购一组,3,2026-03-13T03:14:00+08:00
PO-202602-000929,SUP-001,2026-02-22T21:31:00+08:00,2026-02-27T21:31:00+08:00,confirmed,CNY,78253.56,90,战略采购组,1,2026-03-25T21:31:00+08:00
PO-202506-000930,SUP-001,2025-06-29T11:42:00+08:00,2025-07-06T11:42:00+08:00,received,CNY,2336891.42,90,采购二组,3,2025-07-11T11:42:00+08:00
PO-202507-000931,SUP-049,2025-07-05T12:29:00+08:00,2025-07-08T12:29:00+08:00,received,CNY,13950061.9,45,战略采购组,3,2025-07-18T12:29:00+08:00
PO-202507-000932,SUP-021,2025-07-28T16:39:00+08:00,2025-08-01T16:39:00+08:00,cancelled,CNY,11421279.51,90,战略采购组,3,2025-09-10T16:39:00+08:00
PO-202511-000933,SUP-011,2025-11-11T02:42:00+08:00,2025-11-16T02:42:00+08:00,draft,CNY,3586577.44,45,采购二组,4,2025-12-17T02:42:00+08:00
PO-202602-000934,SUP-054,2026-02-01T19:36:00+08:00,2026-02-05T19:36:00+08:00,received,CNY,2199549.8,45,采购二组,1,2026-03-06T19:36:00+08:00
PO-202606-000935,SUP-033,2026-06-06T16:43:00+08:00,2026-06-09T16:43:00+08:00,received,CNY,5278618.24,15,战略采购组,3,2026-06-07T16:43:00+08:00
PO-202603-000936,SUP-006,2026-03-08T03:42:00+08:00,2026-03-15T03:42:00+08:00,received,CNY,5349947.25,45,战略采购组,4,2026-04-21T03:42:00+08:00
PO-202506-000937,SUP-005,2025-06-29T07:58:00+08:00,2025-07-02T07:58:00+08:00,in_transit,CNY,5048169.92,30,采购一组,2,2025-07-25T07:58:00+08:00
PO-202601-000938,SUP-038,2026-01-11T10:13:00+08:00,2026-01-12T22:13:00+08:00,in_transit,CNY,1658775.47,45,战略采购组,1,2026-01-24T10:13:00+08:00
PO-202510-000939,SUP-058,2025-10-18T07:07:00+08:00,2025-10-19T07:07:00+08:00,received,CNY,4054396.38,15,战略采购组,1,2025-11-12T07:07:00+08:00
PO-202508-000940,SUP-016,2025-08-19T22:00:00+08:00,2025-08-26T22:00:00+08:00,received,CNY,9759906.24,60,采购二组,3,2025-09-29T22:00:00+08:00
PO-202509-000941,SUP-003,2025-09-09T19:37:00+08:00,2025-09-16T19:37:00+08:00,received,CNY,8000160.95,45,战略采购组,2,2025-09-28T19:37:00+08:00
PO-202605-000942,SUP-047,2026-05-18T13:44:00+08:00,2026-05-22T13:44:00+08:00,received,CNY,10183251.9,90,战略采购组,2,2026-06-10T13:44:00+08:00
PO-202604-000943,SUP-017,2026-04-20T04:22:00+08:00,2026-04-24T04:22:00+08:00,delayed,CNY,9085504.08,15,战略采购组,4,2026-05-01T04:22:00+08:00
PO-202604-000944,SUP-032,2026-04-27T16:07:00+08:00,2026-05-02T16:07:00+08:00,in_transit,CNY,6868679.33,60,采购二组,3,2026-05-08T16:07:00+08:00
PO-202603-000945,SUP-052,2026-03-21T02:53:00+08:00,2026-03-26T02:53:00+08:00,received,CNY,1999513.16,15,战略采购组,1,2026-03-22T02:53:00+08:00
PO-202605-000946,SUP-022,2026-05-21T12:12:00+08:00,2026-05-28T12:12:00+08:00,confirmed,CNY,2527303.54,60,采购一组,3,2026-06-06T12:12:00+08:00
PO-202511-000947,SUP-011,2025-11-29T09:02:00+08:00,2025-12-04T09:02:00+08:00,draft,CNY,813691.2,60,战略采购组,1,2025-12-06T09:02:00+08:00
PO-202512-000948,SUP-028,2025-12-02T07:35:00+08:00,2025-12-03T19:35:00+08:00,received,CNY,11478.81,45,采购一组,1,2026-01-07T07:35:00+08:00
PO-202601-000949,SUP-015,2026-01-23T10:39:00+08:00,2026-01-30T10:39:00+08:00,draft,CNY,5555869.7,60,采购二组,3,2026-03-09T10:39:00+08:00
PO-202511-000950,SUP-020,2025-11-26T20:01:00+08:00,2025-11-30T20:01:00+08:00,cancelled,CNY,8141250.85,30,采购二组,4,2025-11-28T20:01:00+08:00
PO-202510-000951,SUP-052,2025-10-07T03:01:00+08:00,2025-10-10T03:01:00+08:00,delayed,CNY,14148177.66,45,采购二组,2,2025-10-19T03:01:00+08:00
PO-202601-000952,SUP-013,2026-01-27T08:27:00+08:00,2026-02-01T08:27:00+08:00,in_transit,CNY,505318.26,45,采购二组,4,2026-03-07T08:27:00+08:00
PO-202506-000953,SUP-054,2025-06-20T06:54:00+08:00,2025-06-23T06:54:00+08:00,received,CNY,218118.28,60,战略采购组,1,2025-06-24T06:54:00+08:00
PO-202603-000954,SUP-016,2026-03-08T04:29:00+08:00,2026-03-15T04:29:00+08:00,in_transit,CNY,6461615.35,90,采购一组,3,2026-03-29T04:29:00+08:00
PO-202510-000955,SUP-011,2025-10-16T04:59:00+08:00,2025-10-18T04:59:00+08:00,received,CNY,3053077.67,60,采购一组,4,2025-11-03T04:59:00+08:00
PO-202512-000956,SUP-018,2025-12-24T00:09:00+08:00,2025-12-31T00:09:00+08:00,received,CNY,6687783.92,45,战略采购组,4,2026-01-16T00:09:00+08:00
PO-202507-000957,SUP-005,2025-07-15T08:12:00+08:00,2025-07-18T08:12:00+08:00,cancelled,CNY,2369560.3,90,采购二组,2,2025-08-22T08:12:00+08:00
PO-202512-000958,SUP-005,2025-12-24T05:36:00+08:00,2025-12-28T05:36:00+08:00,received,CNY,2343863.84,30,采购二组,2,2026-01-20T05:36:00+08:00
PO-202507-000959,SUP-056,2025-07-02T12:09:00+08:00,2025-07-04T12:09:00+08:00,received,CNY,2877852.55,45,战略采购组,2,2025-08-11T12:09:00+08:00
PO-202511-000960,SUP-049,2025-11-30T22:43:00+08:00,2025-12-02T10:43:00+08:00,in_transit,CNY,2214236.04,45,战略采购组,1,2025-12-19T22:43:00+08:00
PO-202511-000961,SUP-058,2025-11-28T14:26:00+08:00,2025-11-30T14:26:00+08:00,confirmed,CNY,8478007.24,60,战略采购组,2,2026-01-07T14:26:00+08:00
PO-202604-000962,SUP-027,2026-04-25T11:52:00+08:00,2026-04-29T11:52:00+08:00,in_transit,CNY,16985806.55,90,采购二组,3,2026-05-10T11:52:00+08:00
PO-202507-000963,SUP-004,2025-07-16T01:40:00+08:00,2025-07-20T01:40:00+08:00,in_transit,CNY,7106824.83,60,采购一组,3,2025-08-22T01:40:00+08:00
PO-202605-000964,SUP-026,2026-05-23T11:38:00+08:00,2026-05-30T11:38:00+08:00,confirmed,CNY,7550580.56,90,采购二组,4,2026-06-12T11:38:00+08:00
PO-202605-000965,SUP-036,2026-05-05T15:49:00+08:00,2026-05-10T15:49:00+08:00,confirmed,CNY,16147122.55,45,战略采购组,3,2026-06-10T15:49:00+08:00
PO-202605-000966,SUP-041,2026-05-29T20:08:00+08:00,2026-06-05T20:08:00+08:00,confirmed,CNY,6931158.29,30,采购二组,3,2026-06-15T08:00:00+08:00
PO-202603-000967,SUP-008,2026-03-07T14:06:00+08:00,2026-03-14T14:06:00+08:00,received,CNY,13157938.44,90,采购二组,4,2026-03-17T14:06:00+08:00
PO-202507-000968,SUP-057,2025-07-21T18:35:00+08:00,2025-07-23T18:35:00+08:00,delayed,CNY,175787.64,90,战略采购组,1,2025-07-25T18:35:00+08:00
PO-202605-000969,SUP-058,2026-05-15T07:16:00+08:00,2026-05-16T07:16:00+08:00,delayed,CNY,2637059.04,15,战略采购组,1,2026-05-19T07:16:00+08:00
PO-202604-000970,SUP-035,2026-04-08T07:22:00+08:00,2026-04-10T07:22:00+08:00,received,CNY,530141.01,45,采购二组,2,2026-05-01T07:22:00+08:00
PO-202506-000971,SUP-021,2025-06-17T21:48:00+08:00,2025-06-21T21:48:00+08:00,confirmed,CNY,11265966.29,90,战略采购组,2,2025-08-01T21:48:00+08:00
PO-202605-000972,SUP-034,2026-05-07T10:30:00+08:00,2026-05-14T10:30:00+08:00,confirmed,CNY,36216.18,45,战略采购组,1,2026-06-01T10:30:00+08:00
PO-202601-000973,SUP-009,2026-01-06T14:32:00+08:00,2026-01-13T14:32:00+08:00,received,CNY,4564465.72,45,战略采购组,3,2026-01-09T14:32:00+08:00
PO-202605-000974,SUP-057,2026-05-18T23:32:00+08:00,2026-05-20T23:32:00+08:00,cancelled,CNY,489376.26,60,战略采购组,1,2026-06-15T08:00:00+08:00
PO-202508-000975,SUP-056,2025-08-29T23:16:00+08:00,2025-08-31T11:16:00+08:00,in_transit,CNY,2760547.01,30,采购二组,2,2025-09-10T23:16:00+08:00
PO-202512-000976,SUP-012,2025-12-01T20:55:00+08:00,2025-12-08T20:55:00+08:00,received,CNY,1549373.28,90,采购一组,1,2025-12-12T20:55:00+08:00
PO-202605-000977,SUP-006,2026-05-08T06:03:00+08:00,2026-05-15T06:03:00+08:00,received,CNY,14391804.68,45,战略采购组,4,2026-05-23T06:03:00+08:00
PO-202511-000978,SUP-043,2025-11-16T13:19:00+08:00,2025-11-21T13:19:00+08:00,in_transit,CNY,7757855.53,90,采购一组,4,2025-11-27T13:19:00+08:00
PO-202507-000979,SUP-032,2025-07-28T01:39:00+08:00,2025-07-31T01:39:00+08:00,confirmed,CNY,118329.75,90,采购二组,1,2025-08-21T01:39:00+08:00
PO-202603-000980,SUP-017,2026-03-06T09:50:00+08:00,2026-03-10T09:50:00+08:00,received,CNY,7257170.88,45,战略采购组,3,2026-03-17T09:50:00+08:00
PO-202512-000981,SUP-017,2025-12-09T03:18:00+08:00,2025-12-13T03:18:00+08:00,confirmed,CNY,15956337.01,60,采购二组,2,2025-12-29T03:18:00+08:00
PO-202508-000982,SUP-053,2025-08-25T15:31:00+08:00,2025-08-30T15:31:00+08:00,in_transit,CNY,1450385.08,90,采购一组,3,2025-09-09T15:31:00+08:00
PO-202606-000983,SUP-007,2026-06-14T21:00:00+08:00,2026-06-18T21:00:00+08:00,received,CNY,9110345.56,15,战略采购组,2,2026-06-14T21:00:00+08:00
PO-202604-000984,SUP-039,2026-04-13T01:33:00+08:00,2026-04-14T01:33:00+08:00,delayed,CNY,3350301.76,15,采购一组,1,2026-04-19T01:33:00+08:00
PO-202605-000985,SUP-050,2026-05-02T09:48:00+08:00,2026-05-09T09:48:00+08:00,received,CNY,10611072.77,60,采购二组,4,2026-06-01T09:48:00+08:00
PO-202509-000986,SUP-025,2025-09-06T09:22:00+08:00,2025-09-10T09:22:00+08:00,cancelled,CNY,2756031.94,15,战略采购组,4,2025-10-03T09:22:00+08:00
PO-202605-000987,SUP-009,2026-05-18T11:24:00+08:00,2026-05-25T11:24:00+08:00,received,CNY,1333311.0,90,采购一组,1,2026-06-15T08:00:00+08:00
PO-202508-000988,SUP-057,2025-08-23T11:14:00+08:00,2025-08-30T11:14:00+08:00,received,CNY,1765460.8,30,战略采购组,1,2025-09-12T11:14:00+08:00
PO-202507-000989,SUP-055,2025-07-26T12:57:00+08:00,2025-07-31T12:57:00+08:00,confirmed,CNY,1457660.88,90,战略采购组,3,2025-08-27T12:57:00+08:00
PO-202508-000990,SUP-026,2025-08-18T06:53:00+08:00,2025-08-19T18:53:00+08:00,confirmed,CNY,144756.85,30,战略采购组,1,2025-09-28T06:53:00+08:00
PO-202509-000991,SUP-052,2025-09-25T15:26:00+08:00,2025-09-28T15:26:00+08:00,received,CNY,92897.82,15,采购二组,1,2025-11-02T15:26:00+08:00
PO-202605-000992,SUP-056,2026-05-18T12:09:00+08:00,2026-05-21T12:09:00+08:00,received,CNY,7771765.7,30,战略采购组,3,2026-06-15T08:00:00+08:00
PO-202604-000993,SUP-057,2026-04-25T03:28:00+08:00,2026-04-30T03:28:00+08:00,draft,CNY,296362.9,15,采购一组,2,2026-05-02T03:28:00+08:00
PO-202507-000994,SUP-038,2025-07-21T06:38:00+08:00,2025-07-28T06:38:00+08:00,in_transit,CNY,15210496.33,30,采购二组,4,2025-08-12T06:38:00+08:00
PO-202605-000995,SUP-053,2026-05-02T03:07:00+08:00,2026-05-05T03:07:00+08:00,confirmed,CNY,1960124.93,45,采购一组,2,2026-05-12T03:07:00+08:00
PO-202506-000996,SUP-011,2025-06-23T06:39:00+08:00,2025-06-25T06:39:00+08:00,confirmed,CNY,1635719.43,45,采购二组,2,2025-07-03T06:39:00+08:00
PO-202509-000997,SUP-021,2025-09-24T21:59:00+08:00,2025-09-26T09:59:00+08:00,draft,CNY,380275.67,90,采购二组,2,2025-10-30T21:59:00+08:00
PO-202601-000998,SUP-004,2026-01-12T17:54:00+08:00,2026-01-19T17:54:00+08:00,draft,CNY,8292613.34,60,采购一组,3,2026-02-26T17:54:00+08:00
PO-202508-000999,SUP-012,2025-08-06T22:36:00+08:00,2025-08-10T22:36:00+08:00,in_transit,CNY,1700794.8,15,战略采购组,1,2025-09-13T22:36:00+08:00
PO-202603-001000,SUP-056,2026-03-19T08:55:00+08:00,2026-03-26T08:55:00+08:00,delayed,CNY,20577237.56,60,采购一组,4,2026-04-09T08:55:00+08:00
PO-202508-001001,SUP-027,2025-08-13T04:35:00+08:00,2025-08-16T04:35:00+08:00,in_transit,CNY,1878721.35,15,采购一组,1,2025-09-22T04:35:00+08:00
PO-202508-001002,SUP-051,2025-08-02T12:06:00+08:00,2025-08-09T12:06:00+08:00,received,CNY,5859601.46,45,战略采购组,2,2025-08-21T12:06:00+08:00
PO-202507-001003,SUP-042,2025-07-15T13:03:00+08:00,2025-07-19T13:03:00+08:00,received,CNY,1056077.04,45,采购一组,3,2025-07-23T13:03:00+08:00
PO-202602-001004,SUP-048,2026-02-07T18:11:00+08:00,2026-02-11T18:11:00+08:00,confirmed,CNY,1640799.84,15,采购一组,2,2026-02-12T18:11:00+08:00
PO-202510-001005,SUP-024,2025-10-24T18:45:00+08:00,2025-10-29T18:45:00+08:00,confirmed,CNY,3138264.68,60,战略采购组,3,2025-11-20T18:45:00+08:00
PO-202604-001006,SUP-025,2026-04-26T00:27:00+08:00,2026-05-01T00:27:00+08:00,received,CNY,1817370.98,15,采购二组,3,2026-06-09T00:27:00+08:00
PO-202512-001007,SUP-042,2025-12-09T03:04:00+08:00,2025-12-14T03:04:00+08:00,confirmed,CNY,6314130.84,60,采购一组,4,2026-01-23T03:04:00+08:00
PO-202512-001008,SUP-053,2025-12-03T14:14:00+08:00,2025-12-08T14:14:00+08:00,delayed,CNY,2008509.22,45,采购二组,2,2026-01-09T14:14:00+08:00
PO-202601-001009,SUP-048,2026-01-28T13:42:00+08:00,2026-02-02T13:42:00+08:00,in_transit,CNY,5301549.98,60,采购一组,2,2026-02-18T13:42:00+08:00
PO-202601-001010,SUP-054,2026-01-25T19:32:00+08:00,2026-01-29T19:32:00+08:00,delayed,CNY,4282751.96,15,采购一组,2,2026-03-01T19:32:00+08:00
PO-202605-001011,SUP-017,2026-05-23T15:57:00+08:00,2026-05-30T15:57:00+08:00,in_transit,CNY,8398891.52,15,战略采购组,4,2026-05-23T15:57:00+08:00
PO-202602-001012,SUP-056,2026-02-18T07:24:00+08:00,2026-02-22T07:24:00+08:00,confirmed,CNY,484058.39,90,采购二组,1,2026-03-03T07:24:00+08:00
PO-202510-001013,SUP-038,2025-10-05T02:38:00+08:00,2025-10-12T02:38:00+08:00,in_transit,CNY,14157635.4,90,采购一组,4,2025-10-21T02:38:00+08:00
PO-202604-001014,SUP-046,2026-04-13T11:36:00+08:00,2026-04-20T11:36:00+08:00,in_transit,CNY,82692.23,15,战略采购组,1,2026-05-10T11:36:00+08:00
PO-202605-001015,SUP-059,2026-05-16T12:04:00+08:00,2026-05-20T12:04:00+08:00,draft,CNY,2601164.69,90,战略采购组,2,2026-05-20T12:04:00+08:00
PO-202510-001016,SUP-049,2025-10-12T23:34:00+08:00,2025-10-17T23:34:00+08:00,in_transit,CNY,7871118.22,30,采购二组,1,2025-11-21T23:34:00+08:00
PO-202509-001017,SUP-020,2025-09-06T22:59:00+08:00,2025-09-13T22:59:00+08:00,draft,CNY,812402.58,45,战略采购组,2,2025-09-22T22:59:00+08:00
PO-202606-001018,SUP-006,2026-06-02T12:55:00+08:00,2026-06-06T12:55:00+08:00,in_transit,CNY,7912617.52,90,战略采购组,3,2026-06-15T08:00:00+08:00
PO-202511-001019,SUP-047,2025-11-09T21:38:00+08:00,2025-11-16T21:38:00+08:00,received,CNY,7127619.07,30,战略采购组,4,2025-12-05T21:38:00+08:00
PO-202511-001020,SUP-035,2025-11-08T05:07:00+08:00,2025-11-13T05:07:00+08:00,delayed,CNY,13608732.69,15,采购一组,3,2025-12-10T05:07:00+08:00
PO-202604-001021,SUP-008,2026-04-03T15:24:00+08:00,2026-04-10T15:24:00+08:00,confirmed,CNY,5962453.02,30,采购二组,4,2026-04-26T15:24:00+08:00
PO-202601-001022,SUP-017,2026-01-29T07:50:00+08:00,2026-02-05T07:50:00+08:00,received,CNY,106927.74,45,采购一组,1,2026-02-28T07:50:00+08:00
PO-202509-001023,SUP-015,2025-09-09T08:00:00+08:00,2025-09-13T08:00:00+08:00,in_transit,CNY,9978492.17,30,战略采购组,3,2025-10-10T08:00:00+08:00
PO-202603-001024,SUP-030,2026-03-14T19:57:00+08:00,2026-03-18T19:57:00+08:00,in_transit,CNY,9706356.05,15,采购二组,3,2026-04-18T19:57:00+08:00
PO-202604-001025,SUP-050,2026-04-10T00:14:00+08:00,2026-04-15T00:14:00+08:00,delayed,CNY,12621439.49,15,战略采购组,4,2026-05-09T00:14:00+08:00
PO-202606-001026,SUP-051,2026-06-05T10:34:00+08:00,2026-06-12T10:34:00+08:00,received,CNY,3542223.78,15,采购二组,2,2026-06-15T08:00:00+08:00
PO-202508-001027,SUP-017,2025-08-30T06:05:00+08:00,2025-09-06T06:05:00+08:00,received,CNY,6548969.37,30,采购一组,2,2025-10-03T06:05:00+08:00
PO-202510-001028,SUP-003,2025-10-02T21:37:00+08:00,2025-10-09T21:37:00+08:00,draft,CNY,7950497.66,30,战略采购组,3,2025-10-22T21:37:00+08:00
PO-202512-001029,SUP-047,2025-12-24T05:38:00+08:00,2025-12-28T05:38:00+08:00,received,CNY,8800310.28,90,战略采购组,2,2026-02-01T05:38:00+08:00
PO-202601-001030,SUP-009,2026-01-05T17:03:00+08:00,2026-01-12T17:03:00+08:00,cancelled,CNY,10625426.95,15,战略采购组,4,2026-01-31T17:03:00+08:00
PO-202606-001031,SUP-040,2026-06-11T16:56:00+08:00,2026-06-18T16:56:00+08:00,confirmed,CNY,2640455.3,30,采购一组,2,2026-06-15T08:00:00+08:00
PO-202507-001032,SUP-036,2025-07-13T11:18:00+08:00,2025-07-18T11:18:00+08:00,confirmed,CNY,11988558.71,45,采购一组,4,2025-08-18T11:18:00+08:00
PO-202604-001033,SUP-026,2026-04-05T03:58:00+08:00,2026-04-06T15:58:00+08:00,in_transit,CNY,865004.4,30,采购二组,1,2026-04-05T03:58:00+08:00
PO-202601-001034,SUP-013,2026-01-04T06:48:00+08:00,2026-01-07T06:48:00+08:00,in_transit,CNY,1702823.89,60,采购一组,4,2026-01-22T06:48:00+08:00
PO-202509-001035,SUP-020,2025-09-19T22:55:00+08:00,2025-09-20T22:55:00+08:00,received,CNY,12533687.13,15,采购一组,2,2025-09-21T22:55:00+08:00
PO-202601-001036,SUP-016,2026-01-08T03:53:00+08:00,2026-01-15T03:53:00+08:00,delayed,CNY,1874044.62,45,采购一组,1,2026-01-14T03:53:00+08:00
PO-202603-001037,SUP-036,2026-03-03T08:26:00+08:00,2026-03-04T08:26:00+08:00,in_transit,CNY,1415777.1,45,战略采购组,1,2026-03-29T08:26:00+08:00
PO-202602-001038,SUP-008,2026-02-02T14:21:00+08:00,2026-02-05T14:21:00+08:00,received,CNY,4972446.72,30,战略采购组,1,2026-02-28T14:21:00+08:00
PO-202508-001039,SUP-013,2025-08-30T02:34:00+08:00,2025-09-04T02:34:00+08:00,cancelled,CNY,293913.0,30,采购二组,1,2025-09-11T02:34:00+08:00
PO-202512-001040,SUP-011,2025-12-10T14:19:00+08:00,2025-12-13T14:19:00+08:00,received,CNY,21767352.3,45,战略采购组,4,2025-12-27T14:19:00+08:00
PO-202602-001041,SUP-044,2026-02-06T11:13:00+08:00,2026-02-13T11:13:00+08:00,delayed,CNY,12146428.77,15,战略采购组,2,2026-03-22T11:13:00+08:00
PO-202511-001042,SUP-048,2025-11-16T17:14:00+08:00,2025-11-23T17:14:00+08:00,received,CNY,16315736.29,60,采购一组,4,2025-12-24T17:14:00+08:00
PO-202512-001043,SUP-004,2025-12-27T11:54:00+08:00,2026-01-03T11:54:00+08:00,confirmed,CNY,1915616.74,45,战略采购组,3,2026-01-01T11:54:00+08:00
PO-202602-001044,SUP-011,2026-02-23T03:23:00+08:00,2026-02-28T03:23:00+08:00,in_transit,CNY,95567.38,45,战略采购组,1,2026-04-08T03:23:00+08:00
PO-202605-001045,SUP-012,2026-05-18T15:26:00+08:00,2026-05-23T15:26:00+08:00,received,CNY,5193973.88,15,采购二组,2,2026-06-15T08:00:00+08:00
PO-202602-001046,SUP-025,2026-02-11T01:58:00+08:00,2026-02-15T01:58:00+08:00,confirmed,CNY,2128474.36,90,采购二组,3,2026-02-11T01:58:00+08:00
PO-202509-001047,SUP-053,2025-09-17T19:50:00+08:00,2025-09-21T19:50:00+08:00,received,CNY,4536424.51,30,采购一组,2,2025-10-08T19:50:00+08:00
PO-202602-001048,SUP-039,2026-02-06T21:08:00+08:00,2026-02-11T21:08:00+08:00,received,CNY,5398822.17,30,采购一组,3,2026-03-05T21:08:00+08:00
PO-202601-001049,SUP-004,2026-01-04T03:03:00+08:00,2026-01-06T03:03:00+08:00,received,CNY,4357954.64,90,采购二组,3,2026-01-15T03:03:00+08:00
PO-202601-001050,SUP-002,2026-01-04T21:52:00+08:00,2026-01-11T21:52:00+08:00,in_transit,CNY,2348266.46,90,采购二组,4,2026-01-15T21:52:00+08:00
PO-202601-001051,SUP-058,2026-01-26T18:13:00+08:00,2026-01-29T18:13:00+08:00,received,CNY,7767879.49,15,采购一组,2,2026-02-03T18:13:00+08:00
PO-202511-001052,SUP-025,2025-11-11T20:31:00+08:00,2025-11-16T20:31:00+08:00,in_transit,CNY,1767039.3,60,战略采购组,1,2025-12-26T20:31:00+08:00
PO-202601-001053,SUP-057,2026-01-12T18:34:00+08:00,2026-01-14T18:34:00+08:00,in_transit,CNY,5260106.71,60,采购一组,3,2026-02-06T18:34:00+08:00
PO-202507-001054,SUP-036,2025-07-11T15:05:00+08:00,2025-07-18T15:05:00+08:00,confirmed,CNY,7827347.08,90,战略采购组,4,2025-07-14T15:05:00+08:00
PO-202605-001055,SUP-001,2026-05-23T07:15:00+08:00,2026-05-30T07:15:00+08:00,received,CNY,982350.13,60,采购二组,3,2026-06-15T08:00:00+08:00
PO-202512-001056,SUP-027,2025-12-28T23:44:00+08:00,2025-12-31T23:44:00+08:00,received,CNY,7414461.13,15,采购二组,3,2026-01-03T23:44:00+08:00
PO-202603-001057,SUP-033,2026-03-20T17:39:00+08:00,2026-03-24T17:39:00+08:00,in_transit,CNY,6421959.54,90,战略采购组,4,2026-03-27T17:39:00+08:00
PO-202604-001058,SUP-012,2026-04-15T09:24:00+08:00,2026-04-22T09:24:00+08:00,delayed,CNY,927718.35,15,采购一组,2,2026-05-05T09:24:00+08:00
PO-202605-001059,SUP-004,2026-05-24T13:36:00+08:00,2026-05-28T13:36:00+08:00,draft,CNY,24573150.94,90,采购一组,4,2026-05-30T13:36:00+08:00
PO-202507-001060,SUP-002,2025-07-28T11:32:00+08:00,2025-08-01T11:32:00+08:00,in_transit,CNY,2510369.12,45,采购二组,1,2025-09-05T11:32:00+08:00
