inventory_id,material_id,warehouse_id,on_hand_qty,allocated_qty,available_qty,in_transit_qty,quality_hold_qty,safety_stock_qty,reorder_point_qty,average_unit_cost,last_counted_at,updated_at
INV-0063-06,MAT-0063,WH-06,1648,63,1585,310,58,961,1298,94.79,2026-06-01T08:00:00+08:00,2026-06-15T06:06:00+08:00
INV-0064-01,MAT-0064,WH-01,619,187,432,327,18,672,907,99.12,2026-05-22T08:00:00+08:00,2026-06-15T05:33:00+08:00
INV-0064-02,MAT-0064,WH-02,1200,213,987,560,30,672,907,99.12,2026-06-09T08:00:00+08:00,2026-06-15T05:59:00+08:00
INV-0064-03,MAT-0064,WH-03,325,40,285,255,4,672,907,99.12,2026-05-24T08:00:00+08:00,2026-06-15T07:54:00+08:00
INV-0064-04,MAT-0064,WH-04,252,59,193,224,6,672,907,99.12,2026-05-30T08:00:00+08:00,2026-06-15T05:26:00+08:00
INV-0064-05,MAT-0064,WH-05,327,109,218,488,11,672,907,99.12,2026-05-28T08:00:00+08:00,2026-06-15T05:39:00+08:00
INV-0064-06,MAT-0064,WH-06,1047,345,702,92,17,672,907,99.12,2026-05-26T08:00:00+08:00,2026-06-15T06:58:00+08:00
INV-0065-01,MAT-0065,WH-01,292,100,192,168,10,342,462,365.72,2026-05-29T08:00:00+08:00,2026-06-15T05:20:00+08:00
INV-0065-02,MAT-0065,WH-02,454,92,362,368,13,342,462,365.72,2026-06-10T08:00:00+08:00,2026-06-15T07:36:00+08:00
INV-0065-03,MAT-0065,WH-03,399,67,332,262,13,342,462,365.72,2026-06-01T08:00:00+08:00,2026-06-15T05:30:00+08:00
INV-0065-04,MAT-0065,WH-04,545,3,542,366,3,342,462,365.72,2026-05-27T08:00:00+08:00,2026-06-15T07:01:00+08:00
INV-0065-05,MAT-0065,WH-05,370,15,355,237,9,342,462,365.72,2026-06-14T08:00:00+08:00,2026-06-15T05:42:00+08:00
INV-0065-06,MAT-0065,WH-06,662,74,588,5,13,342,462,365.72,2026-05-20T08:00:00+08:00,2026-06-15T05:17:00+08:00
INV-0066-01,MAT-0066,WH-01,2456,188,2268,494,92,1035,1397,154.55,2026-05-22T08:00:00+08:00,2026-06-15T07:06:00+08:00
INV-0066-02,MAT-0066,WH-02,1450,110,1340,807,30,1035,1397,154.55,2026-06-07T08:00:00+08:00,2026-06-15T07:27:00+08:00
INV-0066-03,MAT-0066,WH-03,2238,419,1819,1153,5,1035,1397,154.55,2026-05-23T08:00:00+08:00,2026-06-15T07:52:00+08:00
INV-0066-04,MAT-0066,WH-04,877,277,600,589,9,1035,1397,154.55,2026-06-01T08:00:00+08:00,2026-06-15T05:18:00+08:00
INV-0066-05,MAT-0066,WH-05,1230,396,834,548,1,1035,1397,154.55,2026-05-26T08:00:00+08:00,2026-06-15T05:45:00+08:00
INV-0066-06,MAT-0066,WH-06,1405,156,1249,579,21,1035,1397,154.55,2026-06-03T08:00:00+08:00,2026-06-15T07:41:00+08:00
INV-0067-01,MAT-0067,WH-01,1232,51,1181,861,40,901,1217,57.07,2026-05-17T08:00:00+08:00,2026-06-15T05:18:00+08:00
INV-0067-02,MAT-0067,WH-02,1846,535,1311,801,0,901,1217,57.07,2026-06-02T08:00:00+08:00,2026-06-15T06:49:00+08:00
INV-0067-03,MAT-0067,WH-03,1379,67,1312,774,52,901,1217,57.07,2026-05-21T08:00:00+08:00,2026-06-15T07:35:00+08:00
INV-0067-04,MAT-0067,WH-04,953,263,690,355,26,901,1217,57.07,2026-05-29T08:00:00+08:00,2026-06-15T07:50:00+08:00
INV-0067-05,MAT-0067,WH-05,2143,414,1729,1049,77,901,1217,57.07,2026-06-05T08:00:00+08:00,2026-06-15T07:34:00+08:00
INV-0067-06,MAT-0067,WH-06,1935,522,1413,485,51,901,1217,57.07,2026-06-08T08:00:00+08:00,2026-06-15T05:34:00+08:00
INV-0068-01,MAT-0068,WH-01,1234,104,1130,670,22,829,1119,110.19,2026-05-26T08:00:00+08:00,2026-06-15T06:58:00+08:00
INV-0068-02,MAT-0068,WH-02,239,36,203,765,1,829,1119,110.19,2026-05-26T08:00:00+08:00,2026-06-15T08:00:00+08:00
INV-0068-03,MAT-0068,WH-03,1285,126,1159,772,0,829,1119,110.19,2026-05-23T08:00:00+08:00,2026-06-15T07:09:00+08:00
INV-0068-04,MAT-0068,WH-04,1337,278,1059,114,51,829,1119,110.19,2026-06-02T08:00:00+08:00,2026-06-15T05:36:00+08:00
INV-0068-05,MAT-0068,WH-05,1820,615,1205,900,48,829,1119,110.19,2026-05-25T08:00:00+08:00,2026-06-15T05:04:00+08:00
INV-0068-06,MAT-0068,WH-06,938,32,906,356,30,829,1119,110.19,2026-06-05T08:00:00+08:00,2026-06-15T07:59:00+08:00
INV-0069-01,MAT-0069,WH-01,91,19,72,43,1,80,108,453.03,2026-06-07T08:00:00+08:00,2026-06-15T06:19:00+08:00
INV-0069-02,MAT-0069,WH-02,91,0,91,42,2,80,108,453.03,2026-06-04T08:00:00+08:00,2026-06-15T06:51:00+08:00
INV-0069-03,MAT-0069,WH-03,115,9,106,62,1,80,108,453.03,2026-05-17T08:00:00+08:00,2026-06-15T07:39:00+08:00
INV-0069-04,MAT-0069,WH-04,124,29,95,42,2,80,108,453.03,2026-06-05T08:00:00+08:00,2026-06-15T07:35:00+08:00
INV-0069-05,MAT-0069,WH-05,184,10,174,64,3,80,108,453.03,2026-06-09T08:00:00+08:00,2026-06-15T07:32:00+08:00
INV-0069-06,MAT-0069,WH-06,157,3,154,71,5,80,108,453.03,2026-06-10T08:00:00+08:00,2026-06-15T05:24:00+08:00
INV-0070-01,MAT-0070,WH-01,1243,249,994,348,43,692,934,120.93,2026-05-16T08:00:00+08:00,2026-06-15T07:37:00+08:00
INV-0070-02,MAT-0070,WH-02,545,81,464,500,2,692,934,120.93,2026-06-07T08:00:00+08:00,2026-06-15T05:35:00+08:00
INV-0070-03,MAT-0070,WH-03,1196,310,886,761,36,692,934,120.93,2026-06-14T08:00:00+08:00,2026-06-15T06:48:00+08:00
INV-0070-04,MAT-0070,WH-04,732,64,668,391,27,692,934,120.93,2026-06-01T08:00:00+08:00,2026-06-15T07:11:00+08:00
INV-0070-05,MAT-0070,WH-05,1206,203,1003,493,33,692,934,120.93,2026-06-09T08:00:00+08:00,2026-06-15T05:25:00+08:00
INV-0070-06,MAT-0070,WH-06,505,74,431,662,18,692,934,120.93,2026-05-20T08:00:00+08:00,2026-06-15T06:37:00+08:00
INV-0071-01,MAT-0071,WH-01,299,6,293,72,0,130,176,26.19,2026-06-12T08:00:00+08:00,2026-06-15T05:59:00+08:00
INV-0071-02,MAT-0071,WH-02,33,5,28,126,0,130,176,26.19,2026-06-06T08:00:00+08:00,2026-06-15T06:32:00+08:00
INV-0071-03,MAT-0071,WH-03,58,14,44,78,0,130,176,26.19,2026-06-05T08:00:00+08:00,2026-06-15T05:06:00+08:00
INV-0071-04,MAT-0071,WH-04,303,100,203,145,7,130,176,26.19,2026-05-17T08:00:00+08:00,2026-06-15T06:02:00+08:00
INV-0071-05,MAT-0071,WH-05,84,0,84,148,2,130,176,26.19,2026-06-11T08:00:00+08:00,2026-06-15T06:49:00+08:00
INV-0071-06,MAT-0071,WH-06,143,7,136,126,1,130,176,26.19,2026-06-04T08:00:00+08:00,2026-06-15T06:31:00+08:00
INV-0072-01,MAT-0072,WH-01,37,3,34,43,1,48,64,868.52,2026-05-24T08:00:00+08:00,2026-06-15T05:12:00+08:00
INV-0072-02,MAT-0072,WH-02,108,31,77,34,3,48,64,868.52,2026-05-20T08:00:00+08:00,2026-06-15T05:22:00+08:00
INV-0072-03,MAT-0072,WH-03,92,4,88,11,1,48,64,868.52,2026-06-06T08:00:00+08:00,2026-06-15T06:28:00+08:00
INV-0072-04,MAT-0072,WH-04,61,10,51,18,0,48,64,868.52,2026-06-06T08:00:00+08:00,2026-06-15T07:34:00+08:00
INV-0072-05,MAT-0072,WH-05,9,0,9,41,0,48,64,868.52,2026-06-15T08:00:00+08:00,2026-06-15T05:23:00+08:00
INV-0072-06,MAT-0072,WH-06,27,5,22,0,0,48,64,868.52,2026-06-10T08:00:00+08:00,2026-06-15T07:15:00+08:00
INV-0073-01,MAT-0073,WH-01,17,2,15,7,0,70,95,20.7,2026-05-23T08:00:00+08:00,2026-06-15T07:51:00+08:00
INV-0073-02,MAT-0073,WH-02,39,5,34,51,1,70,95,20.7,2026-06-02T08:00:00+08:00,2026-06-15T07:07:00+08:00
INV-0073-03,MAT-0073,WH-03,157,33,124,44,3,70,95,20.7,2026-06-08T08:00:00+08:00,2026-06-15T06:07:00+08:00
INV-0073-04,MAT-0073,WH-04,70,4,66,64,1,70,95,20.7,2026-05-23T08:00:00+08:00,2026-06-15T07:17:00+08:00
INV-0073-05,MAT-0073,WH-05,62,16,46,3,0,70,95,20.7,2026-06-03T08:00:00+08:00,2026-06-15T05:40:00+08:00
INV-0073-06,MAT-0073,WH-06,122,9,113,11,0,70,95,20.7,2026-05-21T08:00:00+08:00,2026-06-15T06:43:00+08:00
INV-0074-01,MAT-0074,WH-01,98,4,94,343,3,308,415,15.51,2026-06-04T08:00:00+08:00,2026-06-15T06:16:00+08:00
INV-0074-02,MAT-0074,WH-02,434,19,415,191,7,308,415,15.51,2026-06-03T08:00:00+08:00,2026-06-15T05:59:00+08:00
INV-0074-03,MAT-0074,WH-03,551,119,432,188,21,308,415,15.51,2026-06-07T08:00:00+08:00,2026-06-15T06:21:00+08:00
INV-0074-04,MAT-0074,WH-04,221,60,161,357,2,308,415,15.51,2026-05-16T08:00:00+08:00,2026-06-15T07:54:00+08:00
INV-0074-05,MAT-0074,WH-05,383,132,251,237,2,308,415,15.51,2026-05-24T08:00:00+08:00,2026-06-15T05:42:00+08:00
INV-0074-06,MAT-0074,WH-06,308,100,208,249,11,308,415,15.51,2026-05-18T08:00:00+08:00,2026-06-15T07:22:00+08:00
INV-0075-01,MAT-0075,WH-01,40,8,32,68,0,144,194,202.89,2026-05-23T08:00:00+08:00,2026-06-15T05:42:00+08:00
INV-0075-02,MAT-0075,WH-02,331,83,248,7,10,144,194,202.89,2026-06-13T08:00:00+08:00,2026-06-15T07:53:00+08:00
INV-0075-03,MAT-0075,WH-03,217,68,149,74,0,144,194,202.89,2026-05-21T08:00:00+08:00,2026-06-15T07:27:00+08:00
INV-0075-04,MAT-0075,WH-04,163,48,115,127,3,144,194,202.89,2026-05-28T08:00:00+08:00,2026-06-15T07:03:00+08:00
INV-0075-05,MAT-0075,WH-05,253,86,167,83,2,144,194,202.89,2026-05-25T08:00:00+08:00,2026-06-15T06:13:00+08:00
INV-0075-06,MAT-0075,WH-06,167,33,134,101,6,144,194,202.89,2026-06-01T08:00:00+08:00,2026-06-15T06:53:00+08:00
INV-0076-01,MAT-0076,WH-01,175,15,160,246,4,234,316,248.81,2026-06-13T08:00:00+08:00,2026-06-15T07:15:00+08:00
INV-0076-02,MAT-0076,WH-02,316,52,264,155,8,234,316,248.81,2026-05-21T08:00:00+08:00,2026-06-15T06:34:00+08:00
INV-0076-03,MAT-0076,WH-03,551,160,391,189,10,234,316,248.81,2026-06-01T08:00:00+08:00,2026-06-15T06:47:00+08:00
INV-0076-04,MAT-0076,WH-04,373,93,280,267,12,234,316,248.81,2026-06-10T08:00:00+08:00,2026-06-15T08:00:00+08:00
INV-0076-05,MAT-0076,WH-05,214,25,189,115,6,234,316,248.81,2026-06-03T08:00:00+08:00,2026-06-15T06:23:00+08:00
INV-0076-06,MAT-0076,WH-06,128,17,111,80,0,234,316,248.81,2026-05-29T08:00:00+08:00,2026-06-15T06:50:00+08:00
INV-0077-01,MAT-0077,WH-01,298,73,225,253,3,285,385,5.43,2026-05-30T08:00:00+08:00,2026-06-15T07:51:00+08:00
INV-0077-02,MAT-0077,WH-02,511,172,339,250,9,285,385,5.43,2026-05-24T08:00:00+08:00,2026-06-15T07:21:00+08:00
INV-0077-03,MAT-0077,WH-03,72,6,66,18,1,285,385,5.43,2026-06-10T08:00:00+08:00,2026-06-15T05:41:00+08:00
INV-0077-04,MAT-0077,WH-04,513,16,497,58,0,285,385,5.43,2026-05-19T08:00:00+08:00,2026-06-15T06:46:00+08:00
INV-0077-05,MAT-0077,WH-05,215,60,155,248,4,285,385,5.43,2026-06-12T08:00:00+08:00,2026-06-15T05:59:00+08:00
INV-0077-06,MAT-0077,WH-06,233,64,169,295,0,285,385,5.43,2026-05-21T08:00:00+08:00,2026-06-15T07:45:00+08:00
INV-0078-01,MAT-0078,WH-01,827,126,701,891,24,1339,1808,213.52,2026-06-09T08:00:00+08:00,2026-06-15T07:30:00+08:00
INV-0078-02,MAT-0078,WH-02,2514,182,2332,362,37,1339,1808,213.52,2026-05-26T08:00:00+08:00,2026-06-15T07:52:00+08:00
INV-0078-03,MAT-0078,WH-03,2727,305,2422,951,74,1339,1808,213.52,2026-05-22T08:00:00+08:00,2026-06-15T06:23:00+08:00
INV-0078-04,MAT-0078,WH-04,1453,45,1408,1328,54,1339,1808,213.52,2026-05-21T08:00:00+08:00,2026-06-15T05:42:00+08:00
INV-0078-05,MAT-0078,WH-05,781,178,603,40,17,1339,1808,213.52,2026-06-15T08:00:00+08:00,2026-06-15T07:03:00+08:00
INV-0078-06,MAT-0078,WH-06,1548,361,1187,1382,54,1339,1808,213.52,2026-06-03T08:00:00+08:00,2026-06-15T07:40:00+08:00
INV-0079-01,MAT-0079,WH-01,2566,52,2514,68,80,1185,1599,39.98,2026-05-24T08:00:00+08:00,2026-06-15T07:02:00+08:00
INV-0079-02,MAT-0079,WH-02,2269,399,1870,807,40,1185,1599,39.98,2026-06-05T08:00:00+08:00,2026-06-15T05:13:00+08:00
INV-0079-03,MAT-0079,WH-03,1176,111,1065,476,33,1185,1599,39.98,2026-05-30T08:00:00+08:00,2026-06-15T06:23:00+08:00
INV-0079-04,MAT-0079,WH-04,1660,277,1383,278,9,1185,1599,39.98,2026-06-08T08:00:00+08:00,2026-06-15T06:00:00+08:00
INV-0079-05,MAT-0079,WH-05,2665,916,1749,110,76,1185,1599,39.98,2026-06-07T08:00:00+08:00,2026-06-15T05:02:00+08:00
INV-0079-06,MAT-0079,WH-06,991,211,780,333,30,1185,1599,39.98,2026-05-24T08:00:00+08:00,2026-06-15T07:57:00+08:00
INV-0080-01,MAT-0080,WH-01,1534,472,1062,259,32,680,919,199.37,2026-06-15T08:00:00+08:00,2026-06-15T06:55:00+08:00
INV-0080-02,MAT-0080,WH-02,193,31,162,606,6,680,919,199.37,2026-06-06T08:00:00+08:00,2026-06-15T06:31:00+08:00
INV-0080-03,MAT-0080,WH-03,812,82,730,242,2,680,919,199.37,2026-06-11T08:00:00+08:00,2026-06-15T05:15:00+08:00
INV-0080-04,MAT-0080,WH-04,269,76,193,770,2,680,919,199.37,2026-05-19T08:00:00+08:00,2026-06-15T05:10:00+08:00
INV-0080-05,MAT-0080,WH-05,1189,378,811,606,35,680,919,199.37,2026-05-30T08:00:00+08:00,2026-06-15T07:17:00+08:00
INV-0080-06,MAT-0080,WH-06,626,64,562,704,6,680,919,199.37,2026-06-04T08:00:00+08:00,2026-06-15T05:14:00+08:00
INV-0081-01,MAT-0081,WH-01,1818,402,1416,154,54,3234,4365,523.81,2026-06-04T08:00:00+08:00,2026-06-15T06:24:00+08:00
INV-0081-02,MAT-0081,WH-02,4848,455,4393,3551,125,3234,4365,523.81,2026-05-23T08:00:00+08:00,2026-06-15T06:38:00+08:00
INV-0081-03,MAT-0081,WH-03,7476,980,6496,1352,87,3234,4365,523.81,2026-05-24T08:00:00+08:00,2026-06-15T05:48:00+08:00
INV-0081-04,MAT-0081,WH-04,2478,200,2278,1031,55,3234,4365,523.81,2026-05-28T08:00:00+08:00,2026-06-15T06:52:00+08:00
INV-0081-05,MAT-0081,WH-05,6617,2246,4371,1448,210,3234,4365,523.81,2026-06-10T08:00:00+08:00,2026-06-15T05:34:00+08:00
INV-0081-06,MAT-0081,WH-06,3091,370,2721,3290,95,3234,4365,523.81,2026-06-11T08:00:00+08:00,2026-06-15T06:29:00+08:00
INV-0082-01,MAT-0082,WH-01,901,226,675,96,8,454,613,314.76,2026-06-09T08:00:00+08:00,2026-06-15T06:43:00+08:00
INV-0082-02,MAT-0082,WH-02,543,69,474,381,2,454,613,314.76,2026-05-17T08:00:00+08:00,2026-06-15T07:36:00+08:00
INV-0082-03,MAT-0082,WH-03,684,73,611,164,26,454,613,314.76,2026-05-18T08:00:00+08:00,2026-06-15T05:46:00+08:00
INV-0082-04,MAT-0082,WH-04,341,86,255,305,6,454,613,314.76,2026-05-24T08:00:00+08:00,2026-06-15T05:26:00+08:00
INV-0082-05,MAT-0082,WH-05,654,19,635,299,12,454,613,314.76,2026-05-24T08:00:00+08:00,2026-06-15T05:29:00+08:00
INV-0082-06,MAT-0082,WH-06,92,0,92,66,3,454,613,314.76,2026-05-28T08:00:00+08:00,2026-06-15T07:38:00+08:00
INV-0083-01,MAT-0083,WH-01,106,12,94,34,0,64,87,246.81,2026-06-15T08:00:00+08:00,2026-06-15T05:57:00+08:00
INV-0083-02,MAT-0083,WH-02,69,4,65,75,0,64,87,246.81,2026-06-11T08:00:00+08:00,2026-06-15T07:46:00+08:00
INV-0083-03,MAT-0083,WH-03,56,18,38,23,0,64,87,246.81,2026-06-14T08:00:00+08:00,2026-06-15T07:28:00+08:00
INV-0083-04,MAT-0083,WH-04,27,0,27,25,0,64,87,246.81,2026-05-30T08:00:00+08:00,2026-06-15T05:28:00+08:00
INV-0083-05,MAT-0083,WH-05,91,25,66,61,1,64,87,246.81,2026-05-17T08:00:00+08:00,2026-06-15T06:28:00+08:00
INV-0083-06,MAT-0083,WH-06,34,2,32,5,0,64,87,246.81,2026-06-11T08:00:00+08:00,2026-06-15T06:41:00+08:00
INV-0084-01,MAT-0084,WH-01,206,2,204,93,1,106,143,365.75,2026-06-15T08:00:00+08:00,2026-06-15T06:10:00+08:00
INV-0084-02,MAT-0084,WH-02,105,0,105,2,3,106,143,365.75,2026-06-02T08:00:00+08:00,2026-06-15T06:15:00+08:00
INV-0084-03,MAT-0084,WH-03,106,6,100,24,1,106,143,365.75,2026-05-27T08:00:00+08:00,2026-06-15T07:28:00+08:00
INV-0084-04,MAT-0084,WH-04,128,6,122,18,4,106,143,365.75,2026-05-30T08:00:00+08:00,2026-06-15T05:23:00+08:00
INV-0084-05,MAT-0084,WH-05,198,7,191,25,1,106,143,365.75,2026-05-28T08:00:00+08:00,2026-06-15T05:56:00+08:00
INV-0084-06,MAT-0084,WH-06,108,5,103,10,2,106,143,365.75,2026-05-22T08:00:00+08:00,2026-06-15T06:33:00+08:00
INV-0085-01,MAT-0085,WH-01,849,183,666,210,12,450,607,455.67,2026-05-18T08:00:00+08:00,2026-06-15T05:53:00+08:00
INV-0085-02,MAT-0085,WH-02,653,84,569,27,21,450,607,455.67,2026-06-07T08:00:00+08:00,2026-06-15T06:33:00+08:00
INV-0085-03,MAT-0085,WH-03,457,133,324,470,14,450,607,455.67,2026-05-17T08:00:00+08:00,2026-06-15T05:01:00+08:00
INV-0085-04,MAT-0085,WH-04,717,91,626,397,20,450,607,455.67,2026-06-04T08:00:00+08:00,2026-06-15T06:59:00+08:00
INV-0085-05,MAT-0085,WH-05,1026,198,828,506,30,450,607,455.67,2026-05-16T08:00:00+08:00,2026-06-15T07:44:00+08:00
INV-0085-06,MAT-0085,WH-06,595,41,554,233,17,450,607,455.67,2026-06-15T08:00:00+08:00,2026-06-15T07:09:00+08:00
INV-0086-01,MAT-0086,WH-01,176,32,144,366,3,453,611,94.14,2026-06-03T08:00:00+08:00,2026-06-15T06:38:00+08:00
INV-0086-02,MAT-0086,WH-02,866,178,688,460,13,453,611,94.14,2026-06-01T08:00:00+08:00,2026-06-15T07:30:00+08:00
INV-0086-03,MAT-0086,WH-03,233,48,185,135,5,453,611,94.14,2026-06-13T08:00:00+08:00,2026-06-15T07:34:00+08:00
INV-0086-04,MAT-0086,WH-04,433,13,420,451,7,453,611,94.14,2026-05-22T08:00:00+08:00,2026-06-15T06:22:00+08:00
INV-0086-05,MAT-0086,WH-05,462,52,410,310,14,453,611,94.14,2026-06-02T08:00:00+08:00,2026-06-15T05:43:00+08:00
INV-0086-06,MAT-0086,WH-06,793,49,744,211,4,453,611,94.14,2026-06-11T08:00:00+08:00,2026-06-15T07:00:00+08:00
INV-0087-01,MAT-0087,WH-01,418,94,324,450,1,976,1318,36.24,2026-05-26T08:00:00+08:00,2026-06-15T06:07:00+08:00
INV-0087-02,MAT-0087,WH-02,1922,462,1460,300,22,976,1318,36.24,2026-05-21T08:00:00+08:00,2026-06-15T07:37:00+08:00
INV-0087-03,MAT-0087,WH-03,250,51,199,60,4,976,1318,36.24,2026-05-23T08:00:00+08:00,2026-06-15T05:27:00+08:00
INV-0087-04,MAT-0087,WH-04,1982,677,1305,880,43,976,1318,36.24,2026-05-26T08:00:00+08:00,2026-06-15T07:28:00+08:00
INV-0087-05,MAT-0087,WH-05,1148,112,1036,137,25,976,1318,36.24,2026-05-21T08:00:00+08:00,2026-06-15T07:52:00+08:00
INV-0087-06,MAT-0087,WH-06,1913,484,1429,224,6,976,1318,36.24,2026-05-29T08:00:00+08:00,2026-06-15T06:59:00+08:00
INV-0088-01,MAT-0088,WH-01,2147,189,1958,1170,24,2067,2790,447.49,2026-06-02T08:00:00+08:00,2026-06-15T06:29:00+08:00
INV-0088-02,MAT-0088,WH-02,3566,408,3158,1108,96,2067,2790,447.49,2026-06-11T08:00:00+08:00,2026-06-15T06:14:00+08:00
INV-0088-03,MAT-0088,WH-03,1350,85,1265,1116,25,2067,2790,447.49,2026-06-10T08:00:00+08:00,2026-06-15T06:08:00+08:00
INV-0088-04,MAT-0088,WH-04,1153,348,805,221,36,2067,2790,447.49,2026-05-21T08:00:00+08:00,2026-06-15T06:27:00+08:00
INV-0088-05,MAT-0088,WH-05,1737,59,1678,1141,21,2067,2790,447.49,2026-05-22T08:00:00+08:00,2026-06-15T07:39:00+08:00
INV-0088-06,MAT-0088,WH-06,2154,48,2106,2205,85,2067,2790,447.49,2026-05-30T08:00:00+08:00,2026-06-15T06:32:00+08:00
INV-0089-01,MAT-0089,WH-01,3454,107,3347,1922,98,1703,2299,219.98,2026-06-09T08:00:00+08:00,2026-06-15T05:01:00+08:00
INV-0089-02,MAT-0089,WH-02,354,109,245,1921,6,1703,2299,219.98,2026-05-23T08:00:00+08:00,2026-06-15T07:43:00+08:00
INV-0089-03,MAT-0089,WH-03,3606,1088,2518,841,94,1703,2299,219.98,2026-05-29T08:00:00+08:00,2026-06-15T05:39:00+08:00
INV-0089-04,MAT-0089,WH-04,731,45,686,430,8,1703,2299,219.98,2026-05-17T08:00:00+08:00,2026-06-15T05:29:00+08:00
INV-0089-05,MAT-0089,WH-05,1799,137,1662,1128,26,1703,2299,219.98,2026-05-29T08:00:00+08:00,2026-06-15T05:34:00+08:00
INV-0089-06,MAT-0089,WH-06,1184,300,884,1358,7,1703,2299,219.98,2026-06-13T08:00:00+08:00,2026-06-15T07:27:00+08:00
INV-0090-01,MAT-0090,WH-01,1343,440,903,648,38,583,787,3.74,2026-05-20T08:00:00+08:00,2026-06-15T07:10:00+08:00
INV-0090-02,MAT-0090,WH-02,546,0,546,664,7,583,787,3.74,2026-05-27T08:00:00+08:00,2026-06-15T07:10:00+08:00
INV-0090-03,MAT-0090,WH-03,595,118,477,672,2,583,787,3.74,2026-05-26T08:00:00+08:00,2026-06-15T05:44:00+08:00
INV-0090-04,MAT-0090,WH-04,367,123,244,202,2,583,787,3.74,2026-06-14T08:00:00+08:00,2026-06-15T05:27:00+08:00
INV-0090-05,MAT-0090,WH-05,1319,89,1230,358,4,583,787,3.74,2026-05-18T08:00:00+08:00,2026-06-15T05:19:00+08:00
INV-0090-06,MAT-0090,WH-06,124,42,82,638,0,583,787,3.74,2026-06-09T08:00:00+08:00,2026-06-15T07:10:00+08:00
INV-0091-01,MAT-0091,WH-01,776,1,775,267,2,459,619,65.05,2026-05-19T08:00:00+08:00,2026-06-15T05:22:00+08:00
INV-0091-02,MAT-0091,WH-02,117,0,117,348,3,459,619,65.05,2026-06-10T08:00:00+08:00,2026-06-15T05:15:00+08:00
INV-0091-03,MAT-0091,WH-03,1026,73,953,270,8,459,619,65.05,2026-05-24T08:00:00+08:00,2026-06-15T07:31:00+08:00
INV-0091-04,MAT-0091,WH-04,644,200,444,146,1,459,619,65.05,2026-06-01T08:00:00+08:00,2026-06-15T05:40:00+08:00
INV-0091-05,MAT-0091,WH-05,691,106,585,546,6,459,619,65.05,2026-06-03T08:00:00+08:00,2026-06-15T06:22:00+08:00
INV-0091-06,MAT-0091,WH-06,933,176,757,167,2,459,619,65.05,2026-06-02T08:00:00+08:00,2026-06-15T06:28:00+08:00
INV-0092-01,MAT-0092,WH-01,286,59,227,452,4,477,644,152.17,2026-06-06T08:00:00+08:00,2026-06-15T05:25:00+08:00
INV-0092-02,MAT-0092,WH-02,549,188,361,137,6,477,644,152.17,2026-05-22T08:00:00+08:00,2026-06-15T06:08:00+08:00
INV-0092-03,MAT-0092,WH-03,833,169,664,61,16,477,644,152.17,2026-06-08T08:00:00+08:00,2026-06-15T06:53:00+08:00
INV-0092-04,MAT-0092,WH-04,640,219,421,443,24,477,644,152.17,2026-06-13T08:00:00+08:00,2026-06-15T06:13:00+08:00
INV-0092-05,MAT-0092,WH-05,364,92,272,219,13,477,644,152.17,2026-06-09T08:00:00+08:00,2026-06-15T07:32:00+08:00
INV-0092-06,MAT-0092,WH-06,799,165,634,428,20,477,644,152.17,2026-06-06T08:00:00+08:00,2026-06-15T07:01:00+08:00
INV-0093-01,MAT-0093,WH-01,207,46,161,446,7,536,724,911.12,2026-06-10T08:00:00+08:00,2026-06-15T06:52:00+08:00
INV-0093-02,MAT-0093,WH-02,1250,363,887,609,43,536,724,911.12,2026-06-02T08:00:00+08:00,2026-06-15T06:28:00+08:00
INV-0093-03,MAT-0093,WH-03,387,120,267,474,2,536,724,911.12,2026-05-31T08:00:00+08:00,2026-06-15T07:12:00+08:00
INV-0093-04,MAT-0093,WH-04,323,95,228,82,11,536,724,911.12,2026-06-07T08:00:00+08:00,2026-06-15T05:50:00+08:00
INV-0093-05,MAT-0093,WH-05,691,73,618,577,9,536,724,911.12,2026-05-17T08:00:00+08:00,2026-06-15T07:18:00+08:00
INV-0093-06,MAT-0093,WH-06,864,145,719,229,11,536,724,911.12,2026-05-25T08:00:00+08:00,2026-06-15T07:48:00+08:00
INV-0094-01,MAT-0094,WH-01,279,84,195,453,5,517,698,182.84,2026-06-08T08:00:00+08:00,2026-06-15T06:37:00+08:00
INV-0094-02,MAT-0094,WH-02,441,77,364,89,6,517,698,182.84,2026-06-13T08:00:00+08:00,2026-06-15T07:38:00+08:00
INV-0094-03,MAT-0094,WH-03,1060,340,720,351,2,517,698,182.84,2026-05-17T08:00:00+08:00,2026-06-15T07:20:00+08:00
INV-0094-04,MAT-0094,WH-04,300,12,288,350,3,517,698,182.84,2026-06-12T08:00:00+08:00,2026-06-15T07:23:00+08:00
INV-0094-05,MAT-0094,WH-05,560,111,449,94,17,517,698,182.84,2026-06-08T08:00:00+08:00,2026-06-15T06:56:00+08:00
INV-0094-06,MAT-0094,WH-06,1074,231,843,303,27,517,698,182.84,2026-06-06T08:00:00+08:00,2026-06-15T05:49:00+08:00
INV-0095-01,MAT-0095,WH-01,1558,335,1223,241,56,945,1275,323.1,2026-05-20T08:00:00+08:00,2026-06-15T05:48:00+08:00
INV-0095-02,MAT-0095,WH-02,1454,140,1314,229,30,945,1275,323.1,2026-06-03T08:00:00+08:00,2026-06-15T06:58:00+08:00
INV-0095-03,MAT-0095,WH-03,531,6,525,1056,14,945,1275,323.1,2026-06-07T08:00:00+08:00,2026-06-15T07:37:00+08:00
