shipment_id,purchase_order_id,supplier_id,transport_mode,carrier,origin,destination_warehouse_id,planned_arrival_at,estimated_arrival_at,delay_hours,shipment_status,tracking_number,freight_cost,updated_at
SHP-0001590,PO-202604-000684,SUP-006,air,承运商12,苏州,WH-06,2026-04-30T07:47:00+08:00,2026-05-01T07:47:00+08:00,24,delivered,CG000000001590,161806.83,2026-06-15T06:03:00+08:00
SHP-0001591,PO-202605-001540,SUP-009,road,承运商20,青岛,WH-01,2026-05-27T00:56:00+08:00,2026-05-27T00:56:00+08:00,0,delivered,CG000000001591,46789.99,2026-06-14T15:16:00+08:00
SHP-0001592,PO-202510-000299,SUP-043,air,承运商05,苏州,WH-03,2025-10-18T00:23:00+08:00,2025-10-18T12:23:00+08:00,12,delivered,CG000000001592,48467.82,2026-06-14T14:39:00+08:00
SHP-0001593,PO-202605-000043,SUP-022,sea,承运商10,武汉,WH-02,2026-05-29T06:50:00+08:00,2026-05-29T12:50:00+08:00,6,customs_hold,CG000000001593,11943.72,2026-06-14T17:53:00+08:00
SHP-0001594,PO-202605-000992,SUP-056,sea,承运商04,杭州,WH-03,2026-05-21T12:09:00+08:00,2026-05-21T12:09:00+08:00,0,delayed,CG000000001594,66202.41,2026-06-14T20:06:00+08:00
SHP-0001595,PO-202603-001287,SUP-040,road,承运商16,宁波,WH-03,2026-03-12T00:29:00+08:00,2026-03-12T00:29:00+08:00,0,delayed,CG000000001595,55970.64,2026-06-15T00:06:00+08:00
SHP-0001596,PO-202509-000009,SUP-020,rail,承运商14,苏州,WH-03,2025-09-26T00:48:00+08:00,2025-09-26T12:48:00+08:00,12,delivered,CG000000001596,14101.21,2026-06-14T09:27:00+08:00
SHP-0001597,PO-202511-001472,SUP-046,road,承运商03,上海,WH-01,2025-11-08T20:00:00+08:00,2025-11-11T20:00:00+08:00,72,in_transit,CG000000001597,30453.79,2026-06-14T09:07:00+08:00
SHP-0001598,PO-202603-001414,SUP-026,road,承运商23,合肥,WH-03,2026-03-21T03:30:00+08:00,2026-03-23T03:30:00+08:00,48,customs_hold,CG000000001598,63535.65,2026-06-14T22:19:00+08:00
SHP-0001599,PO-202511-001759,SUP-039,road,承运商04,合肥,WH-02,2025-11-29T22:36:00+08:00,2025-11-30T10:36:00+08:00,12,in_transit,CG000000001599,37100.97,2026-06-15T06:10:00+08:00
SHP-0001600,PO-202602-000514,SUP-049,road,承运商04,上海,WH-02,2026-02-21T02:57:00+08:00,2026-02-22T02:57:00+08:00,24,delivered,CG000000001600,15437.12,2026-06-14T11:08:00+08:00
SHP-0001601,PO-202507-000330,SUP-038,road,承运商14,成都,WH-06,2025-07-22T10:59:00+08:00,2025-07-22T22:59:00+08:00,12,delivered,CG000000001601,5109.65,2026-06-14T09:27:00+08:00
SHP-0001602,PO-202509-001530,SUP-050,sea,承运商05,东莞,WH-02,2025-09-19T11:17:00+08:00,2025-09-19T11:17:00+08:00,0,delivered,CG000000001602,29958.54,2026-06-14T18:30:00+08:00
SHP-0001603,PO-202512-000230,SUP-032,road,承运商22,东莞,WH-05,2025-12-29T01:20:00+08:00,2026-01-01T01:20:00+08:00,72,delivered,CG000000001603,28677.48,2026-06-15T04:01:00+08:00
SHP-0001604,PO-202512-000347,SUP-002,road,承运商19,合肥,WH-05,2026-01-07T22:33:00+08:00,2026-01-08T04:33:00+08:00,6,customs_hold,CG000000001604,28405.56,2026-06-15T04:17:00+08:00
SHP-0001605,PO-202601-001703,SUP-031,sea,承运商15,杭州,WH-04,2026-01-21T16:10:00+08:00,2026-01-21T22:10:00+08:00,6,customs_hold,CG000000001605,9454.27,2026-06-14T14:22:00+08:00
SHP-0001606,PO-202509-000225,SUP-038,road,承运商03,东莞,WH-06,2025-09-28T22:39:00+08:00,2025-10-01T22:39:00+08:00,72,delivered,CG000000001606,60829.61,2026-06-15T01:30:00+08:00
SHP-0001607,PO-202605-001424,SUP-004,road,承运商03,宁波,WH-06,2026-05-05T15:26:00+08:00,2026-05-05T15:26:00+08:00,0,delivered,CG000000001607,52689.66,2026-06-14T11:28:00+08:00
SHP-0001608,PO-202507-000332,SUP-016,sea,承运商03,东莞,WH-02,2025-07-30T13:31:00+08:00,2025-07-30T13:31:00+08:00,0,delivered,CG000000001608,59055.7,2026-06-14T19:06:00+08:00
SHP-0001609,PO-202509-001072,SUP-028,sea,承运商18,成都,WH-02,2025-09-16T23:38:00+08:00,2025-09-17T05:38:00+08:00,6,delivered,CG000000001609,37369.79,2026-06-14T21:59:00+08:00
SHP-0001610,PO-202604-000372,SUP-049,rail,承运商08,武汉,WH-01,2026-05-03T15:27:00+08:00,2026-05-03T15:27:00+08:00,0,blocked,CG000000001610,43549.38,2026-06-14T09:56:00+08:00
SHP-0001611,PO-202512-000190,SUP-048,rail,承运商03,杭州,WH-04,2025-12-11T11:22:00+08:00,2025-12-11T17:22:00+08:00,6,delivered,CG000000001611,13046.93,2026-06-14T19:28:00+08:00
SHP-0001612,PO-202601-000041,SUP-027,sea,承运商01,苏州,WH-04,2026-01-27T05:03:00+08:00,2026-01-27T11:03:00+08:00,6,in_transit,CG000000001612,34481.71,2026-06-14T16:38:00+08:00
SHP-0001613,PO-202509-001391,SUP-028,road,承运商23,上海,WH-01,2025-09-25T03:20:00+08:00,2025-09-25T03:20:00+08:00,0,delivered,CG000000001613,31808.48,2026-06-14T14:34:00+08:00
SHP-0001614,PO-202604-000884,SUP-036,air,承运商24,天津,WH-06,2026-04-28T14:13:00+08:00,2026-04-29T02:13:00+08:00,12,delivered,CG000000001614,82033.14,2026-06-15T00:24:00+08:00
SHP-0001615,PO-202507-000826,SUP-022,air,承运商10,苏州,WH-04,2025-07-13T11:19:00+08:00,2025-07-13T23:19:00+08:00,12,delivered,CG000000001615,151142.42,2026-06-14T14:56:00+08:00
SHP-0001616,PO-202512-000120,SUP-037,air,承运商05,合肥,WH-01,2025-12-26T01:01:00+08:00,2025-12-26T01:01:00+08:00,0,delivered,CG000000001616,126587.46,2026-06-14T20:17:00+08:00
SHP-0001617,PO-202604-000538,SUP-052,rail,承运商17,天津,WH-02,2026-05-01T07:45:00+08:00,2026-05-01T07:45:00+08:00,0,in_transit,CG000000001617,47292.47,2026-06-15T00:27:00+08:00
SHP-0001618,PO-202511-000437,SUP-045,road,承运商23,宁波,WH-06,2025-12-02T18:59:00+08:00,2025-12-02T18:59:00+08:00,0,blocked,CG000000001618,60836.66,2026-06-14T20:41:00+08:00
SHP-0001619,PO-202602-000875,SUP-054,sea,承运商09,苏州,WH-04,2026-02-09T00:32:00+08:00,2026-02-09T00:32:00+08:00,0,delivered,CG000000001619,55252.47,2026-06-14T10:57:00+08:00
SHP-0001620,PO-202506-001196,SUP-006,air,承运商14,上海,WH-03,2025-07-02T16:42:00+08:00,2025-07-02T16:42:00+08:00,0,delivered,CG000000001620,144921.98,2026-06-15T07:58:00+08:00
SHP-0001621,PO-202508-001106,SUP-041,road,承运商18,成都,WH-03,2025-09-02T20:11:00+08:00,2025-09-02T20:11:00+08:00,0,delivered,CG000000001621,28300.41,2026-06-14T20:54:00+08:00
SHP-0001622,PO-202603-001541,SUP-013,road,承运商02,上海,WH-06,2026-03-09T09:46:00+08:00,2026-03-09T09:46:00+08:00,0,delivered,CG000000001622,19460.27,2026-06-14T20:52:00+08:00
SHP-0001623,PO-202509-001353,SUP-026,road,承运商24,成都,WH-04,2025-09-12T09:12:00+08:00,2025-09-12T09:12:00+08:00,0,delivered,CG000000001623,10855.34,2026-06-14T16:16:00+08:00
SHP-0001624,PO-202511-000511,SUP-056,road,承运商08,上海,WH-04,2025-11-19T07:19:00+08:00,2025-11-19T13:19:00+08:00,6,in_transit,CG000000001624,13027.76,2026-06-15T06:24:00+08:00
SHP-0001625,PO-202604-001313,SUP-029,road,承运商04,杭州,WH-04,2026-04-10T14:52:00+08:00,2026-04-10T14:52:00+08:00,0,delivered,CG000000001625,61956.32,2026-06-14T15:44:00+08:00
SHP-0001626,PO-202511-001309,SUP-059,rail,承运商07,苏州,WH-03,2025-11-21T06:31:00+08:00,2025-11-21T06:31:00+08:00,0,in_transit,CG000000001626,3296.68,2026-06-15T06:52:00+08:00
SHP-0001627,PO-202603-000564,SUP-046,air,承运商17,青岛,WH-04,2026-03-26T08:20:00+08:00,2026-03-26T08:20:00+08:00,0,delivered,CG000000001627,133888.77,2026-06-14T21:11:00+08:00
SHP-0001628,PO-202507-000582,SUP-041,road,承运商14,上海,WH-06,2025-08-05T17:08:00+08:00,2025-08-05T17:08:00+08:00,0,in_transit,CG000000001628,66446.25,2026-06-15T03:55:00+08:00
SHP-0001629,PO-202512-000467,SUP-005,sea,承运商08,宁波,WH-01,2025-12-24T23:38:00+08:00,2025-12-25T11:38:00+08:00,12,delayed,CG000000001629,28473.17,2026-06-15T04:33:00+08:00
SHP-0001630,PO-202601-000899,SUP-022,road,承运商15,合肥,WH-01,2026-01-10T01:39:00+08:00,2026-01-10T01:39:00+08:00,0,in_transit,CG000000001630,62455.54,2026-06-15T04:29:00+08:00
SHP-0001631,PO-202605-000371,SUP-058,sea,承运商13,杭州,WH-02,2026-05-09T12:30:00+08:00,2026-05-10T12:30:00+08:00,24,delivered,CG000000001631,11574.45,2026-06-15T02:00:00+08:00
SHP-0001632,PO-202508-001608,SUP-013,rail,承运商03,苏州,WH-02,2025-08-29T23:27:00+08:00,2025-08-30T11:27:00+08:00,12,delayed,CG000000001632,52188.48,2026-06-15T00:01:00+08:00
SHP-0001633,PO-202508-000723,SUP-033,sea,承运商22,上海,WH-01,2025-08-24T21:31:00+08:00,2025-08-24T21:31:00+08:00,0,in_transit,CG000000001633,11658.51,2026-06-14T17:07:00+08:00
SHP-0001634,PO-202511-001155,SUP-019,road,承运商05,苏州,WH-06,2025-11-21T11:55:00+08:00,2025-11-21T11:55:00+08:00,0,delivered,CG000000001634,5860.36,2026-06-15T07:06:00+08:00
SHP-0001635,PO-202509-000058,SUP-045,air,承运商09,杭州,WH-04,2025-09-28T04:17:00+08:00,2025-09-30T04:17:00+08:00,48,delivered,CG000000001635,58107.71,2026-06-14T09:33:00+08:00
SHP-0001636,PO-202508-000799,SUP-022,air,承运商03,成都,WH-06,2025-08-26T10:40:00+08:00,2025-08-26T10:40:00+08:00,0,delivered,CG000000001636,3740.46,2026-06-15T00:45:00+08:00
SHP-0001637,PO-202509-001125,SUP-003,road,承运商17,东莞,WH-06,2025-09-30T17:14:00+08:00,2025-10-03T17:14:00+08:00,72,delivered,CG000000001637,56983.12,2026-06-14T08:15:00+08:00
SHP-0001638,PO-202601-001218,SUP-017,road,承运商19,合肥,WH-04,2026-01-18T19:30:00+08:00,2026-01-19T07:30:00+08:00,12,in_transit,CG000000001638,14451.05,2026-06-14T15:19:00+08:00
SHP-0001639,PO-202509-001163,SUP-026,sea,承运商03,杭州,WH-05,2025-09-21T15:00:00+08:00,2025-09-21T15:00:00+08:00,0,customs_hold,CG000000001639,64579.0,2026-06-14T16:26:00+08:00
SHP-0001640,PO-202509-001514,SUP-052,road,承运商16,武汉,WH-06,2025-09-14T19:46:00+08:00,2025-09-15T19:46:00+08:00,24,delivered,CG000000001640,66548.04,2026-06-15T04:19:00+08:00
SHP-0001641,PO-202509-000436,SUP-026,sea,承运商14,东莞,WH-06,2025-10-03T02:52:00+08:00,2025-10-04T02:52:00+08:00,24,in_transit,CG000000001641,13715.2,2026-06-15T05:29:00+08:00
SHP-0001642,PO-202601-000002,SUP-022,road,承运商21,成都,WH-05,2026-01-30T11:04:00+08:00,2026-01-30T23:04:00+08:00,12,delivered,CG000000001642,36246.58,2026-06-14T13:33:00+08:00
SHP-0001643,PO-202602-000525,SUP-039,road,承运商09,成都,WH-03,2026-02-28T20:55:00+08:00,2026-02-28T20:55:00+08:00,0,in_transit,CG000000001643,39936.49,2026-06-14T17:53:00+08:00
SHP-0001644,PO-202602-000069,SUP-013,road,承运商24,天津,WH-02,2026-02-14T10:57:00+08:00,2026-02-14T10:57:00+08:00,0,customs_hold,CG000000001644,15043.92,2026-06-14T22:01:00+08:00
SHP-0001645,PO-202604-000485,SUP-041,air,承运商24,青岛,WH-06,2026-04-28T22:20:00+08:00,2026-04-29T04:20:00+08:00,6,delayed,CG000000001645,57155.59,2026-06-14T18:19:00+08:00
SHP-0001646,PO-202506-001321,SUP-050,road,承运商14,天津,WH-01,2025-06-30T06:24:00+08:00,2025-06-30T12:24:00+08:00,6,delivered,CG000000001646,9391.62,2026-06-14T19:28:00+08:00
SHP-0001647,PO-202509-001412,SUP-045,sea,承运商24,合肥,WH-05,2025-09-13T11:49:00+08:00,2025-09-13T17:49:00+08:00,6,delivered,CG000000001647,59672.0,2026-06-14T14:03:00+08:00
SHP-0001648,PO-202509-000741,SUP-018,road,承运商01,苏州,WH-05,2025-09-08T03:48:00+08:00,2025-09-08T03:48:00+08:00,0,delivered,CG000000001648,21133.21,2026-06-14T17:48:00+08:00
SHP-0001649,PO-202601-001562,SUP-058,air,承运商21,合肥,WH-06,2026-01-02T06:41:00+08:00,2026-01-02T18:41:00+08:00,12,in_transit,CG000000001649,74525.21,2026-06-15T01:37:00+08:00
SHP-0001650,PO-202511-000348,SUP-011,road,承运商14,东莞,WH-04,2025-11-26T12:09:00+08:00,2025-11-29T12:09:00+08:00,72,in_transit,CG000000001650,26500.41,2026-06-15T06:11:00+08:00
SHP-0001651,PO-202508-001696,SUP-026,road,承运商17,杭州,WH-05,2025-09-03T22:15:00+08:00,2025-09-03T22:15:00+08:00,0,delivered,CG000000001651,18833.58,2026-06-14T09:40:00+08:00
SHP-0001652,PO-202601-001495,SUP-045,sea,承运商21,合肥,WH-03,2026-01-29T05:30:00+08:00,2026-01-29T05:30:00+08:00,0,delayed,CG000000001652,7895.3,2026-06-14T09:52:00+08:00
SHP-0001653,PO-202509-000058,SUP-045,air,承运商14,苏州,WH-01,2025-09-28T04:17:00+08:00,2025-09-28T04:17:00+08:00,0,delivered,CG000000001653,10015.17,2026-06-15T05:53:00+08:00
SHP-0001654,PO-202605-001461,SUP-006,rail,承运商19,东莞,WH-06,2026-05-26T09:05:00+08:00,2026-05-26T09:05:00+08:00,0,delivered,CG000000001654,63680.93,2026-06-15T03:10:00+08:00
SHP-0001655,PO-202605-000168,SUP-048,air,承运商11,上海,WH-02,2026-05-31T15:28:00+08:00,2026-05-31T15:28:00+08:00,0,in_transit,CG000000001655,12473.25,2026-06-14T10:56:00+08:00
SHP-0001656,PO-202507-001306,SUP-036,sea,承运商11,上海,WH-02,2025-07-21T07:51:00+08:00,2025-07-21T07:51:00+08:00,0,in_transit,CG000000001656,22826.9,2026-06-14T18:48:00+08:00
SHP-0001657,PO-202604-001707,SUP-046,sea,承运商23,合肥,WH-04,2026-04-24T23:32:00+08:00,2026-04-26T23:32:00+08:00,48,delivered,CG000000001657,62262.32,2026-06-15T02:59:00+08:00
SHP-0001658,PO-202605-000987,SUP-009,rail,承运商09,东莞,WH-02,2026-05-25T11:24:00+08:00,2026-05-26T11:24:00+08:00,24,delivered,CG000000001658,42375.6,2026-06-14T20:02:00+08:00
SHP-0001659,PO-202508-000566,SUP-054,road,承运商11,武汉,WH-02,2025-08-27T12:21:00+08:00,2025-08-29T12:21:00+08:00,48,delivered,CG000000001659,2634.61,2026-06-14T13:57:00+08:00
SHP-0001660,PO-202604-000627,SUP-059,road,承运商19,青岛,WH-06,2026-04-13T11:14:00+08:00,2026-04-13T23:14:00+08:00,12,in_transit,CG000000001660,56758.36,2026-06-14T10:47:00+08:00
SHP-0001661,PO-202605-001326,SUP-027,road,承运商17,东莞,WH-03,2026-05-15T19:38:00+08:00,2026-05-16T07:38:00+08:00,12,delivered,CG000000001661,12977.93,2026-06-15T00:26:00+08:00
SHP-0001662,PO-202506-001199,SUP-055,road,承运商16,上海,WH-02,2025-07-04T17:14:00+08:00,2025-07-04T23:14:00+08:00,6,in_transit,CG000000001662,39856.82,2026-06-15T02:55:00+08:00
SHP-0001663,PO-202510-000313,SUP-009,sea,承运商16,苏州,WH-03,2025-10-09T20:45:00+08:00,2025-10-10T08:45:00+08:00,12,delivered,CG000000001663,33704.62,2026-06-14T18:08:00+08:00
SHP-0001664,PO-202512-001334,SUP-022,road,承运商07,杭州,WH-01,2025-12-31T03:39:00+08:00,2025-12-31T03:39:00+08:00,0,in_transit,CG000000001664,45943.25,2026-06-15T02:44:00+08:00
SHP-0001665,PO-202604-001776,SUP-005,sea,承运商02,武汉,WH-06,2026-04-23T11:42:00+08:00,2026-04-23T11:42:00+08:00,0,delivered,CG000000001665,2783.92,2026-06-14T20:54:00+08:00
SHP-0001666,PO-202508-000667,SUP-060,rail,承运商07,东莞,WH-03,2025-08-16T13:01:00+08:00,2025-08-16T13:01:00+08:00,0,delivered,CG000000001666,42913.39,2026-06-15T04:40:00+08:00
SHP-0001667,PO-202511-000450,SUP-016,rail,承运商02,宁波,WH-02,2025-11-04T16:07:00+08:00,2025-11-05T04:07:00+08:00,12,delayed,CG000000001667,65355.38,2026-06-14T10:43:00+08:00
SHP-0001668,PO-202512-000833,SUP-015,sea,承运商24,东莞,WH-01,2025-12-22T15:26:00+08:00,2025-12-23T15:26:00+08:00,24,delayed,CG000000001668,2614.16,2026-06-14T15:59:00+08:00
SHP-0001669,PO-202601-001429,SUP-022,rail,承运商02,武汉,WH-02,2026-01-09T07:38:00+08:00,2026-01-09T07:38:00+08:00,0,delayed,CG000000001669,3684.27,2026-06-14T19:24:00+08:00
SHP-0001670,PO-202604-001395,SUP-034,rail,承运商24,东莞,WH-06,2026-04-13T07:59:00+08:00,2026-04-13T07:59:00+08:00,0,delivered,CG000000001670,48526.41,2026-06-14T12:54:00+08:00
SHP-0001671,PO-202510-000951,SUP-052,road,承运商05,青岛,WH-02,2025-10-10T03:01:00+08:00,2025-10-10T15:01:00+08:00,12,in_transit,CG000000001671,23886.59,2026-06-14T13:04:00+08:00
SHP-0001672,PO-202506-000953,SUP-054,road,承运商17,苏州,WH-04,2025-06-23T06:54:00+08:00,2025-06-23T06:54:00+08:00,0,delivered,CG000000001672,24181.51,2026-06-14T12:48:00+08:00
SHP-0001673,PO-202512-000864,SUP-052,road,承运商21,上海,WH-06,2025-12-11T18:56:00+08:00,2025-12-11T18:56:00+08:00,0,in_transit,CG000000001673,6726.12,2026-06-14T16:59:00+08:00
SHP-0001674,PO-202509-000226,SUP-038,road,承运商02,武汉,WH-04,2025-09-08T06:21:00+08:00,2025-09-08T06:21:00+08:00,0,in_transit,CG000000001674,8197.77,2026-06-14T17:34:00+08:00
SHP-0001675,PO-202509-000117,SUP-033,road,承运商01,武汉,WH-06,2025-09-21T11:05:00+08:00,2025-09-21T11:05:00+08:00,0,delivered,CG000000001675,63443.15,2026-06-15T07:43:00+08:00
SHP-0001676,PO-202601-000899,SUP-022,road,承运商15,合肥,WH-03,2026-01-10T01:39:00+08:00,2026-01-10T13:39:00+08:00,12,customs_hold,CG000000001676,17907.54,2026-06-15T00:52:00+08:00
SHP-0001677,PO-202606-001319,SUP-053,sea,承运商21,东莞,WH-02,2026-06-16T12:23:00+08:00,2026-06-16T12:23:00+08:00,0,in_transit,CG000000001677,19174.04,2026-06-15T04:38:00+08:00
SHP-0001678,PO-202604-001188,SUP-044,sea,承运商04,青岛,WH-02,2026-04-26T01:53:00+08:00,2026-04-26T01:53:00+08:00,0,delivered,CG000000001678,36771.04,2026-06-15T01:32:00+08:00
SHP-0001679,PO-202601-000091,SUP-010,air,承运商17,东莞,WH-04,2026-01-08T20:15:00+08:00,2026-01-08T20:15:00+08:00,0,delayed,CG000000001679,15761.76,2026-06-15T01:42:00+08:00
SHP-0001680,PO-202512-001230,SUP-010,road,承运商04,东莞,WH-03,2025-12-27T04:51:00+08:00,2025-12-28T04:51:00+08:00,24,in_transit,CG000000001680,27033.35,2026-06-14T08:10:00+08:00
SHP-0001681,PO-202507-000373,SUP-012,sea,承运商17,武汉,WH-05,2025-08-01T15:34:00+08:00,2025-08-01T15:34:00+08:00,0,in_transit,CG000000001681,40758.96,2026-06-15T03:04:00+08:00
SHP-0001682,PO-202511-001693,SUP-025,sea,承运商19,苏州,WH-02,2025-11-18T16:00:00+08:00,2025-11-18T22:00:00+08:00,6,in_transit,CG000000001682,42392.25,2026-06-15T00:21:00+08:00
SHP-0001683,PO-202511-000894,SUP-049,sea,承运商17,天津,WH-01,2025-11-17T17:18:00+08:00,2025-11-18T05:18:00+08:00,12,delivered,CG000000001683,37265.71,2026-06-14T17:26:00+08:00
SHP-0001684,PO-202509-000766,SUP-015,road,承运商21,苏州,WH-01,2025-09-19T07:25:00+08:00,2025-09-19T07:25:00+08:00,0,in_transit,CG000000001684,57287.27,2026-06-14T11:42:00+08:00
SHP-0001685,PO-202604-000080,SUP-053,road,承运商20,杭州,WH-02,2026-05-01T03:47:00+08:00,2026-05-03T03:47:00+08:00,48,in_transit,CG000000001685,18057.04,2026-06-15T06:00:00+08:00
SHP-0001686,PO-202511-001155,SUP-019,road,承运商09,成都,WH-05,2025-11-21T11:55:00+08:00,2025-11-21T11:55:00+08:00,0,delivered,CG000000001686,7860.82,2026-06-15T01:49:00+08:00
SHP-0001687,PO-202601-000551,SUP-026,road,承运商22,杭州,WH-02,2026-01-16T10:26:00+08:00,2026-01-16T10:26:00+08:00,0,blocked,CG000000001687,32601.22,2026-06-14T18:06:00+08:00
SHP-0001688,PO-202605-000404,SUP-052,sea,承运商06,天津,WH-06,2026-05-25T11:52:00+08:00,2026-05-25T17:52:00+08:00,6,delivered,CG000000001688,60991.73,2026-06-15T05:09:00+08:00
SHP-0001689,PO-202510-001572,SUP-016,road,承运商24,青岛,WH-03,2025-10-16T16:39:00+08:00,2025-10-17T04:39:00+08:00,12,delivered,CG000000001689,63530.41,2026-06-14T08:25:00+08:00
SHP-0001690,PO-202509-001729,SUP-041,road,承运商20,东莞,WH-05,2025-10-02T08:42:00+08:00,2025-10-02T08:42:00+08:00,0,in_transit,CG000000001690,48639.85,2026-06-14T15:38:00+08:00
SHP-0001691,PO-202510-001240,SUP-044,road,承运商09,苏州,WH-05,2025-10-04T20:40:00+08:00,2025-10-07T20:40:00+08:00,72,delayed,CG000000001691,49470.03,2026-06-14T20:55:00+08:00
SHP-0001692,PO-202510-000682,SUP-024,air,承运商11,合肥,WH-06,2025-10-12T13:46:00+08:00,2025-10-12T13:46:00+08:00,0,blocked,CG000000001692,133336.97,2026-06-14T16:11:00+08:00
SHP-0001693,PO-202603-000660,SUP-052,air,承运商17,上海,WH-03,2026-03-04T19:00:00+08:00,2026-03-05T07:00:00+08:00,12,delivered,CG000000001693,13899.5,2026-06-14T12:59:00+08:00
SHP-0001694,PO-202605-001681,SUP-009,rail,承运商04,成都,WH-03,2026-06-07T11:14:00+08:00,2026-06-07T23:14:00+08:00,12,in_transit,CG000000001694,15924.4,2026-06-14T14:59:00+08:00
SHP-0001695,PO-202602-000118,SUP-039,road,承运商17,苏州,WH-05,2026-02-28T20:44:00+08:00,2026-02-28T20:44:00+08:00,0,delayed,CG000000001695,57697.08,2026-06-14T10:26:00+08:00
SHP-0001696,PO-202512-001029,SUP-047,road,承运商15,合肥,WH-03,2025-12-28T05:38:00+08:00,2025-12-28T05:38:00+08:00,0,in_transit,CG000000001696,42304.67,2026-06-14T22:37:00+08:00
SHP-0001697,PO-202509-001109,SUP-056,sea,承运商12,天津,WH-02,2025-09-12T06:20:00+08:00,2025-09-12T06:20:00+08:00,0,in_transit,CG000000001697,36525.03,2026-06-15T05:57:00+08:00
SHP-0001698,PO-202508-000243,SUP-002,rail,承运商14,上海,WH-06,2025-08-12T21:35:00+08:00,2025-08-12T21:35:00+08:00,0,customs_hold,CG000000001698,7045.51,2026-06-14T08:55:00+08:00
SHP-0001699,PO-202509-001273,SUP-033,road,承运商04,上海,WH-02,2025-09-05T23:11:00+08:00,2025-09-05T23:11:00+08:00,0,delivered,CG000000001699,20127.77,2026-06-14T10:02:00+08:00
SHP-0001700,PO-202602-000278,SUP-012,road,承运商01,东莞,WH-03,2026-02-20T06:14:00+08:00,2026-02-20T06:14:00+08:00,0,delivered,CG000000001700,12848.58,2026-06-14T18:50:00+08:00
SHP-0001701,PO-202508-000353,SUP-011,road,承运商05,上海,WH-02,2025-08-21T16:52:00+08:00,2025-08-21T16:52:00+08:00,0,in_transit,CG000000001701,36922.8,2026-06-14T08:36:00+08:00
SHP-0001702,PO-202601-001702,SUP-007,rail,承运商22,武汉,WH-06,2026-01-10T14:20:00+08:00,2026-01-10T14:20:00+08:00,0,in_transit,CG000000001702,63071.67,2026-06-15T00:52:00+08:00
SHP-0001703,PO-202511-001309,SUP-059,road,承运商03,青岛,WH-04,2025-11-21T06:31:00+08:00,2025-11-21T12:31:00+08:00,6,in_transit,CG000000001703,24641.37,2026-06-14T23:53:00+08:00
SHP-0001704,PO-202602-000493,SUP-033,rail,承运商11,武汉,WH-04,2026-02-16T08:25:00+08:00,2026-02-17T08:25:00+08:00,24,delivered,CG000000001704,34828.03,2026-06-14T09:26:00+08:00
SHP-0001705,PO-202508-001002,SUP-051,road,承运商20,苏州,WH-04,2025-08-09T12:06:00+08:00,2025-08-10T12:06:00+08:00,24,delivered,CG000000001705,10557.11,2026-06-14T10:10:00+08:00
SHP-0001706,PO-202509-000058,SUP-045,air,承运商19,杭州,WH-06,2025-09-28T04:17:00+08:00,2025-09-28T10:17:00+08:00,6,delivered,CG000000001706,112500.02,2026-06-14T23:00:00+08:00
SHP-0001707,PO-202605-000946,SUP-022,air,承运商07,合肥,WH-04,2026-05-28T12:12:00+08:00,2026-05-30T12:12:00+08:00,48,delivered,CG000000001707,84583.36,2026-06-14T19:15:00+08:00
SHP-0001708,PO-202509-001455,SUP-014,road,承运商15,合肥,WH-02,2025-09-27T14:25:00+08:00,2025-09-27T14:25:00+08:00,0,in_transit,CG000000001708,31387.12,2026-06-14T19:43:00+08:00
SHP-0001709,PO-202604-001014,SUP-046,road,承运商24,青岛,WH-04,2026-04-20T11:36:00+08:00,2026-04-20T11:36:00+08:00,0,delayed,CG000000001709,62483.08,2026-06-14T14:01:00+08:00
SHP-0001710,PO-202508-001627,SUP-042,road,承运商07,上海,WH-04,2025-09-01T20:38:00+08:00,2025-09-01T20:38:00+08:00,0,in_transit,CG000000001710,12499.64,2026-06-14T15:24:00+08:00
SHP-0001711,PO-202510-000939,SUP-058,road,承运商11,合肥,WH-03,2025-10-19T07:07:00+08:00,2025-10-19T13:07:00+08:00,6,delivered,CG000000001711,2353.41,2026-06-14T17:48:00+08:00
SHP-0001712,PO-202509-000014,SUP-047,sea,承运商23,宁波,WH-04,2025-09-12T06:33:00+08:00,2025-09-15T06:33:00+08:00,72,in_transit,CG000000001712,52349.92,2026-06-14T17:06:00+08:00
SHP-0001713,PO-202508-001118,SUP-030,air,承运商12,天津,WH-05,2025-08-25T13:21:00+08:00,2025-08-25T13:21:00+08:00,0,delayed,CG000000001713,73009.07,2026-06-14T22:21:00+08:00
SHP-0001714,PO-202605-001681,SUP-009,sea,承运商10,武汉,WH-03,2026-06-07T11:14:00+08:00,2026-06-07T23:14:00+08:00,12,delivered,CG000000001714,62091.82,2026-06-15T02:53:00+08:00
SHP-0001715,PO-202606-000428,SUP-020,air,承运商24,天津,WH-01,2026-06-17T12:23:00+08:00,2026-06-17T12:23:00+08:00,0,in_transit,CG000000001715,139254.48,2026-06-14T12:47:00+08:00
SHP-0001716,PO-202603-001192,SUP-046,air,承运商21,东莞,WH-04,2026-03-26T21:50:00+08:00,2026-03-26T21:50:00+08:00,0,customs_hold,CG000000001716,44536.69,2026-06-15T00:18:00+08:00
SHP-0001717,PO-202508-000509,SUP-035,road,承运商13,宁波,WH-05,2025-08-28T03:52:00+08:00,2025-08-28T03:52:00+08:00,0,in_transit,CG000000001717,47767.02,2026-06-14T14:51:00+08:00
