purchase_order_line_id,purchase_order_id,line_no,material_id,ordered_qty,received_qty,unit_cost,line_amount,warehouse_id,updated_at
PO-202507-000755-01,PO-202507-000755,1,MAT-0153,3079,3079,403.7,1242992.3,WH-06,2025-08-04T07:48:00+08:00
PO-202507-000755-02,PO-202507-000755,2,MAT-0126,8409,8409,544.75,4580802.75,WH-01,2025-09-06T07:48:00+08:00
PO-202507-000755-03,PO-202507-000755,3,MAT-0037,11610,11610,702.31,8153819.1,WH-06,2025-08-23T07:48:00+08:00
PO-202507-000755-04,PO-202507-000755,4,MAT-0044,9707,9707,13.35,129588.45,WH-02,2025-08-06T07:48:00+08:00
PO-202512-000756-01,PO-202512-000756,1,MAT-0047,6916,6916,414.79,2868687.64,WH-05,2025-12-28T06:44:00+08:00
PO-202512-000756-02,PO-202512-000756,2,MAT-0033,11038,11038,138.76,1531632.88,WH-03,2025-12-06T06:44:00+08:00
PO-202512-000756-03,PO-202512-000756,3,MAT-0020,9631,9631,207.12,1994772.72,WH-06,2025-12-19T06:44:00+08:00
PO-202601-000757-01,PO-202601-000757,1,MAT-0080,5545,2732,261.0,1447245.0,WH-06,2026-02-15T08:21:00+08:00
PO-202601-000757-02,PO-202601-000757,2,MAT-0212,3235,2001,305.35,987807.25,WH-01,2026-02-13T08:21:00+08:00
PO-202512-000758-01,PO-202512-000758,1,MAT-0148,979,979,6.65,6510.35,WH-04,2026-01-11T04:27:00+08:00
PO-202512-000758-02,PO-202512-000758,2,MAT-0155,10996,10996,112.16,1233311.36,WH-04,2026-01-13T04:27:00+08:00
PO-202509-000759-01,PO-202509-000759,1,MAT-0004,7889,7889,422.49,3333023.61,WH-06,2025-10-30T12:49:00+08:00
PO-202509-000759-02,PO-202509-000759,2,MAT-0238,1870,1870,144.4,270028.0,WH-02,2025-10-03T12:49:00+08:00
PO-202509-000759-03,PO-202509-000759,3,MAT-0045,10688,10688,24.75,264528.0,WH-01,2025-09-26T12:49:00+08:00
PO-202506-000760-01,PO-202506-000760,1,MAT-0183,2101,1598,96.99,203775.99,WH-01,2025-07-06T04:31:00+08:00
PO-202506-000760-02,PO-202506-000760,2,MAT-0205,1668,675,355.1,592306.8,WH-06,2025-08-07T04:31:00+08:00
PO-202506-000760-03,PO-202506-000760,3,MAT-0229,471,188,424.53,199953.63,WH-05,2025-07-04T04:31:00+08:00
PO-202509-000761-01,PO-202509-000761,1,MAT-0187,10781,8103,29.55,318578.55,WH-05,2025-10-04T03:02:00+08:00
PO-202601-000762-01,PO-202601-000762,1,MAT-0062,6213,441,929.3,5773740.9,WH-03,2026-02-09T08:52:00+08:00
PO-202605-000763-01,PO-202605-000763,1,MAT-0205,1148,316,283.77,325767.96,WH-05,2026-06-04T14:32:00+08:00
PO-202605-000763-02,PO-202605-000763,2,MAT-0142,8528,1860,376.73,3212753.44,WH-06,2026-06-15T08:00:00+08:00
PO-202604-000764-01,PO-202604-000764,1,MAT-0015,5098,5098,319.52,1628912.96,WH-05,2026-05-22T12:57:00+08:00
PO-202606-000765-01,PO-202606-000765,1,MAT-0238,7027,1132,128.91,905850.57,WH-05,2026-06-15T08:00:00+08:00
PO-202606-000765-02,PO-202606-000765,2,MAT-0057,2147,797,141.37,303521.39,WH-05,2026-06-15T08:00:00+08:00
PO-202509-000766-01,PO-202509-000766,1,MAT-0041,284,212,326.31,92672.04,WH-05,2025-10-16T19:25:00+08:00
PO-202509-000766-02,PO-202509-000766,2,MAT-0110,9649,6157,18.8,181401.2,WH-03,2025-10-30T19:25:00+08:00
PO-202509-000767-01,PO-202509-000767,1,MAT-0056,11109,11109,342.13,3800722.17,WH-01,2025-10-12T23:25:00+08:00
PO-202509-000767-02,PO-202509-000767,2,MAT-0046,9536,9536,1191.9,11365958.4,WH-04,2025-09-21T23:25:00+08:00
PO-202509-000767-03,PO-202509-000767,3,MAT-0180,3580,3580,177.05,633839.0,WH-04,2025-09-14T23:25:00+08:00
PO-202509-000767-04,PO-202509-000767,4,MAT-0161,11481,11481,431.11,4949573.91,WH-01,2025-09-07T23:25:00+08:00
PO-202605-000768-01,PO-202605-000768,1,MAT-0162,11252,2502,50.99,573739.48,WH-06,2026-06-15T08:00:00+08:00
PO-202605-000768-02,PO-202605-000768,2,MAT-0017,8286,632,73.34,607695.24,WH-01,2026-06-15T08:00:00+08:00
PO-202605-000768-03,PO-202605-000768,3,MAT-0108,11169,6512,293.16,3274304.04,WH-03,2026-06-15T08:00:00+08:00
PO-202509-000769-01,PO-202509-000769,1,MAT-0113,11015,11015,106.49,1172987.35,WH-01,2025-11-01T14:23:00+08:00
PO-202509-000769-02,PO-202509-000769,2,MAT-0151,10803,10803,165.09,1783467.27,WH-06,2025-10-01T14:23:00+08:00
PO-202509-000769-03,PO-202509-000769,3,MAT-0030,6897,6897,26.03,179528.91,WH-06,2025-10-22T14:23:00+08:00
PO-202509-000769-04,PO-202509-000769,4,MAT-0138,1695,1695,190.55,322982.25,WH-05,2025-10-10T14:23:00+08:00
PO-202508-000770-01,PO-202508-000770,1,MAT-0006,305,183,418.22,127557.1,WH-02,2025-09-01T18:22:00+08:00
PO-202508-000770-02,PO-202508-000770,2,MAT-0127,6829,1840,883.24,6031645.96,WH-05,2025-08-25T18:22:00+08:00
PO-202508-000770-03,PO-202508-000770,3,MAT-0034,11637,176,43.33,504231.21,WH-01,2025-09-21T18:22:00+08:00
PO-202605-000771-01,PO-202605-000771,1,MAT-0080,8706,4164,250.21,2178328.26,WH-03,2026-06-11T23:04:00+08:00
PO-202605-000771-02,PO-202605-000771,2,MAT-0013,5715,835,1132.96,6474866.4,WH-03,2026-06-13T23:04:00+08:00
PO-202510-000772-01,PO-202510-000772,1,MAT-0127,8134,2459,945.2,7688256.8,WH-05,2025-12-13T03:41:00+08:00
PO-202510-000772-02,PO-202510-000772,2,MAT-0101,10991,3372,385.65,4238679.15,WH-04,2025-12-03T03:41:00+08:00
PO-202512-000773-01,PO-202512-000773,1,MAT-0033,3568,2131,163.07,581833.76,WH-05,2026-01-21T21:52:00+08:00
PO-202512-000773-02,PO-202512-000773,2,MAT-0161,10971,1989,422.12,4631078.52,WH-02,2025-12-27T21:52:00+08:00
PO-202512-000773-03,PO-202512-000773,3,MAT-0066,6870,181,143.23,983990.1,WH-02,2026-01-22T21:52:00+08:00
PO-202512-000773-04,PO-202512-000773,4,MAT-0114,1409,716,256.95,362042.55,WH-04,2026-01-15T21:52:00+08:00
PO-202605-000774-01,PO-202605-000774,1,MAT-0226,409,3,283.68,116025.12,WH-01,2026-05-24T01:08:00+08:00
PO-202605-000774-02,PO-202605-000774,2,MAT-0158,10249,663,39.6,405860.4,WH-04,2026-06-15T08:00:00+08:00
PO-202602-000775-01,PO-202602-000775,1,MAT-0042,9611,9611,426.76,4101590.36,WH-01,2026-03-13T14:12:00+08:00
PO-202602-000775-02,PO-202602-000775,2,MAT-0141,10902,10902,190.59,2077812.18,WH-04,2026-03-25T14:12:00+08:00
PO-202602-000775-03,PO-202602-000775,3,MAT-0225,2261,2261,695.6,1572751.6,WH-01,2026-03-14T14:12:00+08:00
PO-202512-000776-01,PO-202512-000776,1,MAT-0208,10754,2856,138.58,1490289.32,WH-01,2025-12-23T02:38:00+08:00
PO-202512-000776-02,PO-202512-000776,2,MAT-0013,995,164,1132.96,1127295.2,WH-06,2026-01-02T02:38:00+08:00
PO-202512-000777-01,PO-202512-000777,1,MAT-0131,7258,3528,512.19,3717475.02,WH-03,2026-01-07T12:42:00+08:00
PO-202512-000777-02,PO-202512-000777,2,MAT-0096,806,328,305.92,246571.52,WH-05,2025-12-21T12:42:00+08:00
PO-202605-000778-01,PO-202605-000778,1,MAT-0178,8583,4296,424.25,3641337.75,WH-03,2026-06-15T08:00:00+08:00
PO-202605-000778-02,PO-202605-000778,2,MAT-0188,5894,2587,94.36,556157.84,WH-01,2026-06-15T08:00:00+08:00
PO-202512-000779-01,PO-202512-000779,1,MAT-0167,9459,9459,87.51,827757.09,WH-03,2026-01-22T13:07:00+08:00
PO-202511-000780-01,PO-202511-000780,1,MAT-0199,4965,3120,484.03,2403208.95,WH-05,2025-11-18T00:17:00+08:00
PO-202509-000781-01,PO-202509-000781,1,MAT-0228,3832,3832,10.22,39163.04,WH-01,2025-09-28T22:44:00+08:00
PO-202509-000781-02,PO-202509-000781,2,MAT-0029,11304,11304,405.71,4586145.84,WH-03,2025-10-20T22:44:00+08:00
PO-202511-000782-01,PO-202511-000782,1,MAT-0019,7672,1584,28.23,216580.56,WH-03,2025-12-05T08:55:00+08:00
PO-202511-000782-02,PO-202511-000782,2,MAT-0232,4188,2675,975.82,4086734.16,WH-05,2025-12-18T08:55:00+08:00
PO-202511-000782-03,PO-202511-000782,3,MAT-0217,6876,954,360.36,2477835.36,WH-06,2025-12-12T08:55:00+08:00
PO-202511-000782-04,PO-202511-000782,4,MAT-0065,4146,904,466.96,1936016.16,WH-05,2025-12-24T08:55:00+08:00
PO-202509-000783-01,PO-202509-000783,1,MAT-0064,4391,4,95.16,417847.56,WH-03,2025-09-17T10:58:00+08:00
PO-202509-000783-02,PO-202509-000783,2,MAT-0114,5982,17,207.14,1239111.48,WH-01,2025-10-02T10:58:00+08:00
PO-202509-000783-03,PO-202509-000783,3,MAT-0219,5397,796,23.45,126559.65,WH-06,2025-10-05T10:58:00+08:00
PO-202509-000783-04,PO-202509-000783,4,MAT-0093,3687,1518,885.66,3265428.42,WH-03,2025-10-24T10:58:00+08:00
PO-202511-000784-01,PO-202511-000784,1,MAT-0135,5562,5562,31.13,173145.06,WH-06,2025-12-21T00:15:00+08:00
PO-202506-000785-01,PO-202506-000785,1,MAT-0215,6790,3190,70.16,476386.4,WH-01,2025-07-23T18:58:00+08:00
PO-202506-000785-02,PO-202506-000785,2,MAT-0090,1281,246,3.95,5059.95,WH-06,2025-07-25T18:58:00+08:00
PO-202511-000786-01,PO-202511-000786,1,MAT-0230,3281,453,1142.6,3748870.6,WH-03,2025-12-20T11:18:00+08:00
PO-202511-000786-02,PO-202511-000786,2,MAT-0162,4818,3268,51.68,248994.24,WH-04,2025-11-22T11:18:00+08:00
PO-202601-000787-01,PO-202601-000787,1,MAT-0127,8693,1556,1091.54,9488757.22,WH-06,2026-02-15T15:40:00+08:00
PO-202601-000787-02,PO-202601-000787,2,MAT-0197,7725,2665,384.01,2966477.25,WH-04,2026-01-18T15:40:00+08:00
PO-202601-000787-03,PO-202601-000787,3,MAT-0136,377,27,780.71,294327.67,WH-05,2026-01-19T15:40:00+08:00
PO-202601-000787-04,PO-202601-000787,4,MAT-0107,6201,599,421.19,2611799.19,WH-03,2026-01-26T15:40:00+08:00
PO-202508-000788-01,PO-202508-000788,1,MAT-0179,1883,1123,658.7,1240332.1,WH-01,2025-09-06T19:55:00+08:00
PO-202508-000788-02,PO-202508-000788,2,MAT-0015,11936,3189,319.52,3813790.72,WH-01,2025-08-26T19:55:00+08:00
PO-202511-000789-01,PO-202511-000789,1,MAT-0113,3934,3934,105.52,415115.68,WH-04,2025-11-17T10:07:00+08:00
PO-202511-000789-02,PO-202511-000789,2,MAT-0039,7395,7395,1047.13,7743526.35,WH-05,2025-12-15T10:07:00+08:00
PO-202604-000790-01,PO-202604-000790,1,MAT-0029,11378,11378,494.27,5623804.06,WH-03,2026-05-13T17:48:00+08:00
PO-202602-000791-01,PO-202602-000791,1,MAT-0240,1871,1162,140.4,262688.4,WH-02,2026-03-21T11:29:00+08:00
PO-202602-000791-02,PO-202602-000791,2,MAT-0206,3666,1675,81.22,297752.52,WH-05,2026-03-19T11:29:00+08:00
PO-202602-000791-03,PO-202602-000791,3,MAT-0036,7531,2544,115.22,867721.82,WH-01,2026-03-15T11:29:00+08:00
PO-202506-000792-01,PO-202506-000792,1,MAT-0179,1468,63,664.42,975368.56,WH-01,2025-08-05T10:53:00+08:00
PO-202506-000792-02,PO-202506-000792,2,MAT-0231,605,319,361.96,218985.8,WH-06,2025-07-28T10:53:00+08:00
PO-202605-000793-01,PO-202605-000793,1,MAT-0080,465,465,250.21,116347.65,WH-05,2026-05-29T21:03:00+08:00
PO-202605-000793-02,PO-202605-000793,2,MAT-0212,5963,5963,323.69,1930163.47,WH-06,2026-05-27T21:03:00+08:00
PO-202512-000794-01,PO-202512-000794,1,MAT-0078,9718,3472,206.85,2010168.3,WH-01,2026-01-12T03:11:00+08:00
PO-202512-000794-02,PO-202512-000794,2,MAT-0150,5962,4030,16.98,101234.76,WH-05,2025-12-21T03:11:00+08:00
PO-202512-000794-03,PO-202512-000794,3,MAT-0069,6336,921,502.0,3180672.0,WH-02,2026-01-06T03:11:00+08:00
PO-202512-000794-04,PO-202512-000794,4,MAT-0012,10982,2748,760.28,8349394.96,WH-02,2026-01-04T03:11:00+08:00
PO-202511-000795-01,PO-202511-000795,1,MAT-0091,1880,1880,74.98,140962.4,WH-04,2025-12-19T13:47:00+08:00
PO-202511-000795-02,PO-202511-000795,2,MAT-0023,7879,7879,446.48,3517815.92,WH-06,2025-12-29T13:47:00+08:00
PO-202510-000796-01,PO-202510-000796,1,MAT-0212,5237,1276,352.02,1843528.74,WH-06,2025-10-29T14:53:00+08:00
PO-202510-000796-02,PO-202510-000796,2,MAT-0185,4575,2029,483.09,2210136.75,WH-01,2025-11-15T14:53:00+08:00
PO-202510-000796-03,PO-202510-000796,3,MAT-0232,7931,411,906.56,7189927.36,WH-02,2025-10-12T14:53:00+08:00
PO-202510-000796-04,PO-202510-000796,4,MAT-0180,5941,3288,192.8,1145424.8,WH-06,2025-11-06T14:53:00+08:00
PO-202506-000797-01,PO-202506-000797,1,MAT-0160,545,545,279.01,152060.45,WH-01,2025-07-13T01:07:00+08:00
PO-202602-000798-01,PO-202602-000798,1,MAT-0229,983,697,340.75,334957.25,WH-05,2026-02-15T08:22:00+08:00
PO-202602-000798-02,PO-202602-000798,2,MAT-0157,1412,244,240.88,340122.56,WH-04,2026-03-01T08:22:00+08:00
PO-202602-000798-03,PO-202602-000798,3,MAT-0063,10746,3283,114.62,1231706.52,WH-05,2026-02-18T08:22:00+08:00
PO-202508-000799-01,PO-202508-000799,1,MAT-0074,5639,5639,15.7,88532.3,WH-02,2025-08-27T10:40:00+08:00
PO-202508-000799-02,PO-202508-000799,2,MAT-0209,5384,5384,1312.18,7064777.12,WH-06,2025-09-11T10:40:00+08:00
PO-202606-000800-01,PO-202606-000800,1,MAT-0148,5192,5192,8.39,43560.88,WH-06,2026-06-15T08:00:00+08:00
PO-202606-000800-02,PO-202606-000800,2,MAT-0002,1075,1075,1170.86,1258674.5,WH-01,2026-06-15T08:00:00+08:00
PO-202601-000801-01,PO-202601-000801,1,MAT-0096,9317,9317,318.05,2963271.85,WH-05,2026-02-19T22:24:00+08:00
PO-202601-000801-02,PO-202601-000801,2,MAT-0125,5498,5498,1028.15,5652768.7,WH-06,2026-02-27T22:24:00+08:00
PO-202601-000801-03,PO-202601-000801,3,MAT-0121,3229,3229,171.56,553967.24,WH-04,2026-02-04T22:24:00+08:00
PO-202601-000801-04,PO-202601-000801,4,MAT-0034,6017,6017,38.25,230150.25,WH-02,2026-02-24T22:24:00+08:00
PO-202604-000802-01,PO-202604-000802,1,MAT-0060,11623,745,553.7,6435655.1,WH-04,2026-05-29T11:49:00+08:00
PO-202603-000803-01,PO-202603-000803,1,MAT-0149,2277,504,168.62,383947.74,WH-01,2026-04-19T17:12:00+08:00
PO-202603-000803-02,PO-202603-000803,2,MAT-0206,4501,1925,83.37,375248.37,WH-03,2026-03-29T17:12:00+08:00
PO-202603-000803-03,PO-202603-000803,3,MAT-0022,8153,2152,85.39,696184.67,WH-06,2026-04-08T17:12:00+08:00
PO-202603-000803-04,PO-202603-000803,4,MAT-0009,9647,3039,57.75,557114.25,WH-02,2026-04-23T17:12:00+08:00
PO-202507-000804-01,PO-202507-000804,1,MAT-0049,7710,4356,4.56,35157.6,WH-03,2025-07-06T20:34:00+08:00
PO-202507-000804-02,PO-202507-000804,2,MAT-0239,8667,4449,485.34,4206441.78,WH-03,2025-07-04T20:34:00+08:00
PO-202507-000804-03,PO-202507-000804,3,MAT-0067,2413,64,71.11,171588.43,WH-01,2025-07-31T20:34:00+08:00
PO-202507-000804-04,PO-202507-000804,4,MAT-0027,10029,6698,578.77,5804484.33,WH-01,2025-07-13T20:34:00+08:00
PO-202509-000805-01,PO-202509-000805,1,MAT-0163,2409,308,442.55,1066102.95,WH-02,2025-10-14T17:47:00+08:00
PO-202512-000806-01,PO-202512-000806,1,MAT-0096,5409,1935,318.05,1720332.45,WH-04,2025-12-28T13:49:00+08:00
PO-202512-000806-02,PO-202512-000806,2,MAT-0023,5956,3754,403.69,2404377.64,WH-02,2026-01-02T13:49:00+08:00
PO-202605-000807-01,PO-202605-000807,1,MAT-0137,10759,10759,934.81,10057620.79,WH-04,2026-06-15T08:00:00+08:00
PO-202511-000808-01,PO-202511-000808,1,MAT-0097,7896,2944,713.55,5634190.8,WH-05,2025-12-03T12:49:00+08:00
PO-202511-000808-02,PO-202511-000808,2,MAT-0212,316,26,396.24,125211.84,WH-03,2025-12-06T12:49:00+08:00
PO-202511-000808-03,PO-202511-000808,3,MAT-0068,9754,6773,135.08,1317570.32,WH-03,2025-12-18T12:49:00+08:00
PO-202511-000808-04,PO-202511-000808,4,MAT-0032,9558,5556,412.73,3944873.34,WH-01,2025-12-23T12:49:00+08:00
PO-202508-000809-01,PO-202508-000809,1,MAT-0073,2811,2811,23.67,66536.37,WH-06,2025-08-19T03:54:00+08:00
PO-202508-000810-01,PO-202508-000810,1,MAT-0101,5295,5295,464.43,2459156.85,WH-02,2025-09-10T19:54:00+08:00
PO-202508-000810-02,PO-202508-000810,2,MAT-0048,2619,2619,19.35,50677.65,WH-05,2025-09-03T19:54:00+08:00
PO-202508-000810-03,PO-202508-000810,3,MAT-0018,104,104,28.33,2946.32,WH-05,2025-09-11T19:54:00+08:00
PO-202508-000810-04,PO-202508-000810,4,MAT-0127,4791,4791,1059.14,5074339.74,WH-03,2025-08-09T19:54:00+08:00
PO-202602-000811-01,PO-202602-000811,1,MAT-0083,659,310,288.86,190358.74,WH-06,2026-03-25T17:28:00+08:00
PO-202603-000812-01,PO-202603-000812,1,MAT-0104,7260,4188,930.59,6756083.4,WH-01,2026-03-26T04:19:00+08:00
PO-202603-000812-02,PO-202603-000812,2,MAT-0147,2763,1159,678.43,1874502.09,WH-01,2026-04-20T04:19:00+08:00
PO-202506-000813-01,PO-202506-000813,1,MAT-0113,7439,3730,89.54,666088.06,WH-05,2025-08-07T07:09:00+08:00
PO-202506-000813-02,PO-202506-000813,2,MAT-0136,11882,5334,794.05,9434902.1,WH-03,2025-07-13T07:09:00+08:00
PO-202506-000813-03,PO-202506-000813,3,MAT-0071,7651,1695,34.16,261358.16,WH-06,2025-07-07T07:09:00+08:00
PO-202507-000814-01,PO-202507-000814,1,MAT-0228,7236,2647,9.16,66281.76,WH-06,2025-09-04T08:52:00+08:00
PO-202507-000814-02,PO-202507-000814,2,MAT-0013,5026,734,1132.96,5694256.96,WH-06,2025-09-04T08:52:00+08:00
PO-202510-000815-01,PO-202510-000815,1,MAT-0208,5832,5832,120.26,701356.32,WH-04,2025-11-20T12:28:00+08:00
PO-202510-000815-02,PO-202510-000815,2,MAT-0057,10299,10299,146.16,1505301.84,WH-02,2025-11-26T12:28:00+08:00
PO-202510-000815-03,PO-202510-000815,3,MAT-0042,4669,4669,466.76,2179302.44,WH-02,2025-10-29T12:28:00+08:00
PO-202507-000816-01,PO-202507-000816,1,MAT-0059,4766,4766,766.52,3653234.32,WH-02,2025-07-29T05:25:00+08:00
PO-202507-000816-02,PO-202507-000816,2,MAT-0200,8411,8411,374.88,3153115.68,WH-04,2025-08-23T05:25:00+08:00
PO-202507-000816-03,PO-202507-000816,3,MAT-0194,1391,1391,13.24,18416.84,WH-02,2025-09-06T05:25:00+08:00
PO-202510-000817-01,PO-202510-000817,1,MAT-0137,10849,10849,997.61,10823070.89,WH-04,2025-10-16T19:04:00+08:00
PO-202510-000817-02,PO-202510-000817,2,MAT-0081,2861,2861,663.41,1898016.01,WH-04,2025-11-04T19:04:00+08:00
PO-202510-000818-01,PO-202510-000818,1,MAT-0052,5015,5015,106.63,534749.45,WH-01,2025-11-27T11:52:00+08:00
PO-202510-000818-02,PO-202510-000818,2,MAT-0127,7463,7463,1171.3,8741411.9,WH-03,2025-11-09T11:52:00+08:00
PO-202510-000818-03,PO-202510-000818,3,MAT-0141,8479,8479,190.59,1616012.61,WH-05,2025-11-10T11:52:00+08:00
PO-202508-000819-01,PO-202508-000819,1,MAT-0021,11066,6006,13.55,149944.3,WH-04,2025-08-27T18:18:00+08:00
PO-202508-000819-02,PO-202508-000819,2,MAT-0028,1280,290,1358.84,1739315.2,WH-02,2025-09-28T18:18:00+08:00
PO-202508-000819-03,PO-202508-000819,3,MAT-0111,5762,3521,49.74,286601.88,WH-01,2025-08-22T18:18:00+08:00
PO-202508-000820-01,PO-202508-000820,1,MAT-0074,5224,5224,15.7,82016.8,WH-01,2025-09-09T15:31:00+08:00
PO-202511-000821-01,PO-202511-000821,1,MAT-0080,8231,8231,189.9,1563066.9,WH-05,2025-11-20T15:10:00+08:00
PO-202511-000821-02,PO-202511-000821,2,MAT-0076,2424,2424,324.05,785497.2,WH-06,2025-12-22T15:10:00+08:00
PO-202511-000821-03,PO-202511-000821,3,MAT-0227,6972,6972,752.63,5247336.36,WH-06,2025-11-20T15:10:00+08:00
PO-202511-000821-04,PO-202511-000821,4,MAT-0102,11949,11949,38.61,461350.89,WH-06,2025-11-20T15:10:00+08:00
PO-202511-000822-01,PO-202511-000822,1,MAT-0168,8451,1104,459.75,3885347.25,WH-04,2025-11-08T08:11:00+08:00
PO-202511-000822-02,PO-202511-000822,2,MAT-0026,1917,1516,942.62,1807002.54,WH-06,2025-12-08T08:11:00+08:00
PO-202511-000822-03,PO-202511-000822,3,MAT-0055,1431,748,571.36,817616.16,WH-06,2025-12-08T08:11:00+08:00
PO-202511-000822-04,PO-202511-000822,4,MAT-0011,1920,38,8.0,15360.0,WH-03,2025-12-17T08:11:00+08:00
PO-202604-000823-01,PO-202604-000823,1,MAT-0048,1278,225,15.71,20077.38,WH-03,2026-05-11T08:22:00+08:00
PO-202604-000823-02,PO-202604-000823,2,MAT-0087,10527,2938,35.43,372971.61,WH-06,2026-05-09T08:22:00+08:00
PO-202512-000824-01,PO-202512-000824,1,MAT-0110,2549,2549,19.3,49195.7,WH-04,2026-02-03T01:23:00+08:00
PO-202512-000824-02,PO-202512-000824,2,MAT-0051,2463,2463,53.58,131967.54,WH-04,2026-01-01T01:23:00+08:00
PO-202512-000824-03,PO-202512-000824,3,MAT-0232,11750,11750,872.41,10250817.5,WH-04,2025-12-29T01:23:00+08:00
PO-202512-000824-04,PO-202512-000824,4,MAT-0031,8360,8360,712.35,5955246.0,WH-03,2026-01-05T01:23:00+08:00
PO-202605-000825-01,PO-202605-000825,1,MAT-0025,6057,1890,824.32,4992906.24,WH-03,2026-05-12T11:20:00+08:00
PO-202605-000825-02,PO-202605-000825,2,MAT-0126,10936,2590,455.43,4980582.48,WH-01,2026-06-12T11:20:00+08:00
PO-202605-000825-03,PO-202605-000825,3,MAT-0079,3044,377,36.81,112049.64,WH-03,2026-05-05T11:20:00+08:00
PO-202507-000826-01,PO-202507-000826,1,MAT-0209,10084,1827,1312.18,13232023.12,WH-03,2025-07-28T11:19:00+08:00
PO-202508-000827-01,PO-202508-000827,1,MAT-0039,163,54,1009.44,164538.72,WH-01,2025-08-27T14:39:00+08:00
PO-202508-000827-02,PO-202508-000827,2,MAT-0203,10960,1307,540.71,5926181.6,WH-06,2025-08-24T14:39:00+08:00
PO-202508-000827-03,PO-202508-000827,3,MAT-0179,9311,418,644.51,6001032.61,WH-05,2025-09-09T14:39:00+08:00
PO-202507-000828-01,PO-202507-000828,1,MAT-0077,2396,831,5.52,13225.92,WH-04,2025-08-06T19:06:00+08:00
PO-202508-000829-01,PO-202508-000829,1,MAT-0084,11144,11144,409.94,4568371.36,WH-01,2025-09-21T13:11:00+08:00
PO-202508-000829-02,PO-202508-000829,2,MAT-0030,6486,6486,26.67,172981.62,WH-01,2025-09-07T13:11:00+08:00
PO-202508-000829-03,PO-202508-000829,3,MAT-0197,8715,8715,328.78,2865317.7,WH-05,2025-09-04T13:11:00+08:00
PO-202508-000829-04,PO-202508-000829,4,MAT-0099,2560,2560,47.97,122803.2,WH-06,2025-09-19T13:11:00+08:00
PO-202510-000830-01,PO-202510-000830,1,MAT-0122,7660,6082,98.6,755276.0,WH-03,2025-10-14T14:16:00+08:00
PO-202510-000830-02,PO-202510-000830,2,MAT-0208,6252,4366,150.58,941426.16,WH-02,2025-11-02T14:16:00+08:00
PO-202510-000830-03,PO-202510-000830,3,MAT-0077,4244,2290,5.64,23936.16,WH-04,2025-10-12T14:16:00+08:00
PO-202511-000831-01,PO-202511-000831,1,MAT-0200,4382,4382,434.03,1901919.46,WH-01,2025-12-02T22:00:00+08:00
PO-202511-000831-02,PO-202511-000831,2,MAT-0004,882,882,422.49,372636.18,WH-06,2025-12-27T22:00:00+08:00
PO-202511-000831-03,PO-202511-000831,3,MAT-0154,11338,11338,105.48,1195932.24,WH-03,2025-12-15T22:00:00+08:00
PO-202511-000831-04,PO-202511-000831,4,MAT-0141,9868,9868,227.47,2244673.96,WH-04,2026-01-11T22:00:00+08:00
PO-202510-000832-01,PO-202510-000832,1,MAT-0105,10817,8303,563.1,6091052.7,WH-04,2025-10-31T07:12:00+08:00
PO-202510-000832-02,PO-202510-000832,2,MAT-0049,10383,4709,4.88,50669.04,WH-01,2025-11-19T07:12:00+08:00
PO-202512-000833-01,PO-202512-000833,1,MAT-0162,11699,4303,52.78,617473.22,WH-05,2026-01-16T15:26:00+08:00
PO-202512-000833-02,PO-202512-000833,2,MAT-0092,4563,2284,141.29,644706.27,WH-05,2026-01-06T15:26:00+08:00
PO-202605-000834-01,PO-202605-000834,1,MAT-0115,1195,1195,369.79,441899.05,WH-02,2026-06-15T08:00:00+08:00
PO-202509-000835-01,PO-202509-000835,1,MAT-0179,7350,4261,658.7,4841445.0,WH-05,2025-09-10T22:55:00+08:00
PO-202605-000836-01,PO-202605-000836,1,MAT-0150,10880,10880,13.77,149817.6,WH-03,2026-05-10T01:13:00+08:00
PO-202605-000836-02,PO-202605-000836,2,MAT-0087,5018,5018,45.7,229322.6,WH-03,2026-05-27T01:13:00+08:00
PO-202510-000837-01,PO-202510-000837,1,MAT-0214,10438,3395,169.29,1767049.02,WH-06,2025-10-11T04:22:00+08:00
PO-202510-000837-02,PO-202510-000837,2,MAT-0087,7965,159,40.27,320750.55,WH-03,2025-10-22T04:22:00+08:00
PO-202510-000837-03,PO-202510-000837,3,MAT-0045,3380,873,24.75,83655.0,WH-02,2025-10-23T04:22:00+08:00
PO-202510-000837-04,PO-202510-000837,4,MAT-0063,3379,2034,106.31,359221.49,WH-06,2025-10-13T04:22:00+08:00
PO-202508-000838-01,PO-202508-000838,1,MAT-0052,3781,3781,89.16,337113.96,WH-05,2025-09-21T20:11:00+08:00
PO-202508-000839-01,PO-202508-000839,1,MAT-0199,11029,2119,678.85,7487036.65,WH-02,2025-09-14T14:40:00+08:00
PO-202508-000839-02,PO-202508-000839,2,MAT-0106,5520,2590,775.88,4282857.6,WH-02,2025-10-10T14:40:00+08:00
PO-202508-000839-03,PO-202508-000839,3,MAT-0021,8558,5556,10.49,89773.42,WH-01,2025-09-13T14:40:00+08:00
PO-202508-000839-04,PO-202508-000839,4,MAT-0207,2541,782,270.68,687797.88,WH-01,2025-09-29T14:40:00+08:00
PO-202507-000840-01,PO-202507-000840,1,MAT-0033,11613,11613,148.95,1729756.35,WH-04,2025-08-17T12:37:00+08:00
