inspection_id,supplier_id,material_id,purchase_order_id,inspected_qty,defect_qty,defect_rate,result,inspection_type,inspected_at,inspector
QI-0000966,SUP-044,MAT-0142,PO-202604-000365,4449,529,0.1189,fail,incoming,2026-05-27T05:00:00+08:00,质检员18
QI-0000967,SUP-019,MAT-0196,PO-202509-000532,4407,507,0.11504,fail,final,2025-10-01T15:00:00+08:00,质检员20
QI-0000968,SUP-042,MAT-0203,PO-202509-001521,4666,188,0.04029,fail,final,2026-04-12T19:00:00+08:00,质检员06
QI-0000969,SUP-015,MAT-0067,PO-202508-000180,267,40,0.14981,fail,final,2025-06-24T21:00:00+08:00,质检员11
QI-0000970,SUP-046,MAT-0099,PO-202512-001692,4676,571,0.12211,fail,final,2026-04-16T00:00:00+08:00,质检员20
QI-0000971,SUP-052,MAT-0199,PO-202510-001343,1961,92,0.04691,fail,incoming,2025-09-25T03:00:00+08:00,质检员10
QI-0000972,SUP-051,MAT-0200,PO-202510-001139,376,92,0.24468,fail,final,2025-12-05T23:00:00+08:00,质检员13
QI-0000973,SUP-056,MAT-0151,PO-202603-000717,1028,80,0.07782,fail,incoming,2026-02-10T20:00:00+08:00,质检员03
QI-0000974,SUP-029,MAT-0142,PO-202508-001298,922,33,0.03579,fail,final,2025-08-30T09:00:00+08:00,质检员11
QI-0000975,SUP-011,MAT-0114,PO-202603-001601,3328,138,0.04147,fail,final,2025-11-24T12:00:00+08:00,质检员03
QI-0000976,SUP-038,MAT-0028,PO-202511-001432,893,154,0.17245,fail,incoming,2025-07-18T03:00:00+08:00,质检员05
QI-0000977,SUP-015,MAT-0072,PO-202510-000474,503,92,0.1829,fail,final,2025-12-12T08:00:00+08:00,质检员01
QI-0000978,SUP-009,MAT-0218,PO-202512-001732,3838,468,0.12194,fail,final,2026-03-04T22:00:00+08:00,质检员03
QI-0000979,SUP-037,MAT-0013,PO-202604-001195,3746,772,0.20609,fail,final,2025-12-03T01:00:00+08:00,质检员20
QI-0000980,SUP-033,MAT-0221,PO-202511-001499,3755,217,0.05779,fail,incoming,2025-09-20T09:00:00+08:00,质检员19
QI-0000981,SUP-029,MAT-0014,PO-202508-001274,3256,59,0.01812,pass,process,2025-08-25T21:00:00+08:00,质检员11
QI-0000982,SUP-008,MAT-0230,PO-202507-000373,4869,1092,0.22428,fail,process,2025-07-31T09:00:00+08:00,质检员09
QI-0000983,SUP-026,MAT-0036,PO-202512-001008,4658,676,0.14513,fail,final,2026-02-16T11:00:00+08:00,质检员07
QI-0000984,SUP-020,MAT-0046,PO-202509-000205,2605,420,0.16123,fail,final,2025-07-20T09:00:00+08:00,质检员16
QI-0000985,SUP-050,MAT-0072,PO-202511-001437,1680,386,0.22976,fail,final,2025-07-13T06:00:00+08:00,质检员20
QI-0000986,SUP-025,MAT-0044,PO-202508-000874,3013,598,0.19847,fail,process,2025-11-12T15:00:00+08:00,质检员07
QI-0000987,SUP-013,MAT-0119,PO-202508-001608,1233,175,0.14193,fail,incoming,2025-11-22T18:00:00+08:00,质检员05
QI-0000988,SUP-010,MAT-0027,PO-202602-000861,4441,564,0.127,fail,final,2025-12-30T01:00:00+08:00,质检员14
QI-0000989,SUP-023,MAT-0203,PO-202512-001230,3451,330,0.09562,fail,incoming,2025-12-24T17:00:00+08:00,质检员09
QI-0000990,SUP-018,MAT-0116,PO-202512-001720,3568,134,0.03756,fail,incoming,2026-04-29T16:00:00+08:00,质检员13
QI-0000991,SUP-039,MAT-0113,PO-202511-001500,4142,294,0.07098,fail,final,2026-03-16T15:00:00+08:00,质检员05
QI-0000992,SUP-056,MAT-0107,PO-202508-001371,4691,298,0.06353,fail,incoming,2026-01-29T15:00:00+08:00,质检员07
QI-0000993,SUP-013,MAT-0099,PO-202604-001107,3843,579,0.15066,fail,process,2026-03-22T23:00:00+08:00,质检员13
QI-0000994,SUP-038,MAT-0088,PO-202510-001310,3043,599,0.19685,fail,final,2025-07-06T16:00:00+08:00,质检员06
QI-0000995,SUP-012,MAT-0209,PO-202605-000389,2356,360,0.1528,fail,final,2025-09-22T03:00:00+08:00,质检员11
QI-0000996,SUP-007,MAT-0097,PO-202604-001101,4761,495,0.10397,fail,final,2025-11-27T02:00:00+08:00,质检员14
QI-0000997,SUP-034,MAT-0120,PO-202603-001557,4038,724,0.1793,fail,incoming,2026-02-12T12:00:00+08:00,质检员08
QI-0000998,SUP-027,MAT-0121,PO-202601-000680,88,21,0.23864,fail,final,2026-01-02T00:00:00+08:00,质检员15
QI-0000999,SUP-031,MAT-0158,PO-202602-000452,1323,277,0.20937,fail,incoming,2026-03-12T16:00:00+08:00,质检员10
QI-0001000,SUP-059,MAT-0044,PO-202506-000953,3345,114,0.03408,fail,process,2026-01-09T22:00:00+08:00,质检员11
QI-0001001,SUP-040,MAT-0184,PO-202506-001196,3772,327,0.08669,fail,final,2025-07-14T09:00:00+08:00,质检员12
QI-0001002,SUP-051,MAT-0027,PO-202512-000505,1242,311,0.2504,fail,final,2026-02-23T02:00:00+08:00,质检员02
QI-0001003,SUP-022,MAT-0221,PO-202509-000205,4721,440,0.0932,fail,process,2025-08-28T00:00:00+08:00,质检员20
QI-0001004,SUP-016,MAT-0041,PO-202605-001431,572,72,0.12587,fail,incoming,2025-07-23T15:00:00+08:00,质检员06
QI-0001005,SUP-032,MAT-0116,PO-202604-001149,1359,257,0.18911,fail,final,2026-04-21T17:00:00+08:00,质检员14
QI-0001006,SUP-037,MAT-0220,PO-202511-000011,2851,548,0.19221,fail,process,2025-12-09T20:00:00+08:00,质检员13
QI-0001007,SUP-040,MAT-0046,PO-202511-000782,4354,432,0.09922,fail,final,2025-08-16T04:00:00+08:00,质检员07
QI-0001008,SUP-048,MAT-0100,PO-202507-000107,3663,174,0.0475,fail,process,2026-05-14T23:00:00+08:00,质检员14
QI-0001009,SUP-048,MAT-0228,PO-202602-000366,3736,151,0.04042,fail,final,2025-07-15T23:00:00+08:00,质检员10
QI-0001010,SUP-006,MAT-0097,PO-202604-001062,2930,696,0.23754,fail,final,2025-08-21T08:00:00+08:00,质检员02
QI-0001011,SUP-008,MAT-0023,PO-202606-000722,1249,278,0.22258,fail,final,2026-01-08T00:00:00+08:00,质检员13
QI-0001012,SUP-035,MAT-0055,PO-202509-000608,102,12,0.11765,fail,incoming,2025-09-15T18:00:00+08:00,质检员11
QI-0001013,SUP-035,MAT-0147,PO-202605-000742,3775,378,0.10013,fail,final,2025-12-03T20:00:00+08:00,质检员10
QI-0001014,SUP-028,MAT-0236,PO-202605-001219,3475,392,0.11281,fail,incoming,2025-12-16T00:00:00+08:00,质检员01
QI-0001015,SUP-060,MAT-0040,PO-202511-000276,3844,101,0.02627,pass,process,2025-07-01T18:00:00+08:00,质检员15
QI-0001016,SUP-008,MAT-0072,PO-202509-001590,539,116,0.21521,fail,final,2026-05-27T12:00:00+08:00,质检员10
QI-0001017,SUP-021,MAT-0193,PO-202602-001546,886,150,0.1693,fail,process,2025-11-04T00:00:00+08:00,质检员09
QI-0001018,SUP-058,MAT-0094,PO-202606-001576,372,58,0.15591,fail,incoming,2025-06-18T22:00:00+08:00,质检员01
QI-0001019,SUP-051,MAT-0156,PO-202601-001702,1252,299,0.23882,fail,incoming,2026-03-22T06:00:00+08:00,质检员20
QI-0001020,SUP-002,MAT-0048,PO-202601-001030,1482,228,0.15385,fail,incoming,2025-09-07T20:00:00+08:00,质检员20
QI-0001021,SUP-002,MAT-0226,PO-202601-001519,677,99,0.14623,fail,final,2025-09-21T10:00:00+08:00,质检员12
QI-0001022,SUP-004,MAT-0122,PO-202512-000580,2419,185,0.07648,fail,final,2026-01-31T20:00:00+08:00,质检员12
QI-0001023,SUP-033,MAT-0066,PO-202512-000327,777,31,0.0399,fail,process,2025-11-25T21:00:00+08:00,质检员04
QI-0001024,SUP-026,MAT-0127,PO-202510-000708,1205,193,0.16017,fail,process,2026-06-11T09:00:00+08:00,质检员08
QI-0001025,SUP-057,MAT-0051,PO-202512-000163,4948,483,0.09762,fail,process,2026-01-18T00:00:00+08:00,质检员01
QI-0001026,SUP-008,MAT-0044,PO-202605-000223,3153,738,0.23406,fail,final,2026-04-07T06:00:00+08:00,质检员12
QI-0001027,SUP-051,MAT-0224,PO-202510-001553,2766,622,0.22487,fail,final,2026-06-01T15:00:00+08:00,质检员15
QI-0001028,SUP-019,MAT-0234,PO-202606-000745,2594,335,0.12914,fail,final,2025-11-03T17:00:00+08:00,质检员20
QI-0001029,SUP-031,MAT-0004,PO-202604-000335,2224,478,0.21493,fail,incoming,2025-10-17T20:00:00+08:00,质检员19
QI-0001030,SUP-001,MAT-0019,PO-202606-000345,533,92,0.17261,fail,process,2026-01-27T04:00:00+08:00,质检员16
QI-0001031,SUP-029,MAT-0102,PO-202507-000631,4969,100,0.02012,pass,process,2025-11-10T20:00:00+08:00,质检员03
QI-0001032,SUP-021,MAT-0190,PO-202507-001769,4966,678,0.13653,fail,final,2025-11-13T09:00:00+08:00,质检员20
QI-0001033,SUP-059,MAT-0214,PO-202510-001067,593,30,0.05059,fail,final,2025-11-25T15:00:00+08:00,质检员02
QI-0001034,SUP-055,MAT-0138,PO-202508-001741,4078,252,0.06179,fail,final,2026-03-20T09:00:00+08:00,质检员08
QI-0001035,SUP-051,MAT-0200,PO-202602-000579,4863,1120,0.23031,fail,final,2025-10-24T23:00:00+08:00,质检员06
QI-0001036,SUP-052,MAT-0007,PO-202602-000857,1422,57,0.04008,fail,final,2025-07-09T21:00:00+08:00,质检员20
QI-0001037,SUP-009,MAT-0227,PO-202606-000130,4007,420,0.10482,fail,final,2026-03-06T09:00:00+08:00,质检员16
QI-0001038,SUP-057,MAT-0188,PO-202510-000682,1895,213,0.1124,fail,incoming,2025-08-25T00:00:00+08:00,质检员19
QI-0001039,SUP-037,MAT-0117,PO-202512-001698,895,183,0.20447,fail,process,2026-03-10T05:00:00+08:00,质检员16
QI-0001040,SUP-012,MAT-0157,PO-202604-000648,1378,174,0.12627,fail,incoming,2025-07-19T04:00:00+08:00,质检员17
QI-0001041,SUP-028,MAT-0155,PO-202512-001482,242,34,0.1405,fail,incoming,2026-01-27T12:00:00+08:00,质检员11
QI-0001042,SUP-019,MAT-0114,PO-202507-001193,3109,400,0.12866,fail,incoming,2026-01-24T21:00:00+08:00,质检员10
QI-0001043,SUP-035,MAT-0123,PO-202510-000017,2577,226,0.0877,fail,incoming,2025-12-17T19:00:00+08:00,质检员08
QI-0001044,SUP-036,MAT-0111,PO-202508-000010,393,65,0.16539,fail,process,2026-01-26T11:00:00+08:00,质检员03
QI-0001045,SUP-054,MAT-0115,PO-202507-001599,2349,77,0.03278,fail,process,2025-06-16T14:00:00+08:00,质检员19
QI-0001046,SUP-008,MAT-0228,PO-202510-000955,1943,374,0.19249,fail,final,2026-01-01T18:00:00+08:00,质检员13
QI-0001047,SUP-038,MAT-0041,PO-202603-001057,4109,732,0.17815,fail,final,2026-05-27T11:00:00+08:00,质检员19
QI-0001048,SUP-019,MAT-0077,PO-202508-001581,159,17,0.10692,fail,final,2025-11-19T10:00:00+08:00,质检员02
QI-0001049,SUP-058,MAT-0084,PO-202512-001364,2669,305,0.11428,fail,incoming,2025-06-24T21:00:00+08:00,质检员11
QI-0001050,SUP-017,MAT-0226,PO-202601-000281,3308,141,0.04262,fail,final,2026-03-21T12:00:00+08:00,质检员14
QI-0001051,SUP-015,MAT-0240,PO-202509-001682,4761,845,0.17748,fail,process,2026-01-24T20:00:00+08:00,质检员18
QI-0001052,SUP-027,MAT-0203,PO-202604-001574,1911,445,0.23286,fail,final,2026-06-15T02:00:00+08:00,质检员17
QI-0001053,SUP-050,MAT-0215,PO-202510-000645,3890,903,0.23213,fail,final,2025-10-05T02:00:00+08:00,质检员19
QI-0001054,SUP-048,MAT-0225,PO-202509-000605,2987,125,0.04185,fail,process,2025-10-12T15:00:00+08:00,质检员12
QI-0001055,SUP-059,MAT-0051,PO-202511-001260,2517,84,0.03337,fail,process,2026-01-24T18:00:00+08:00,质检员08
QI-0001056,SUP-037,MAT-0220,PO-202512-001248,1806,338,0.18715,fail,incoming,2025-11-10T17:00:00+08:00,质检员15
QI-0001057,SUP-044,MAT-0038,PO-202605-001628,1891,202,0.10682,fail,process,2025-09-20T14:00:00+08:00,质检员03
QI-0001058,SUP-037,MAT-0240,PO-202604-000646,3379,713,0.21101,fail,incoming,2025-09-01T00:00:00+08:00,质检员06
QI-0001059,SUP-026,MAT-0163,PO-202603-000570,1344,222,0.16518,fail,process,2025-11-05T03:00:00+08:00,质检员10
QI-0001060,SUP-022,MAT-0214,PO-202602-000028,1918,149,0.07769,fail,incoming,2025-12-23T10:00:00+08:00,质检员18
QI-0001061,SUP-026,MAT-0163,PO-202510-000569,1925,337,0.17506,fail,final,2026-03-27T18:00:00+08:00,质检员09
QI-0001062,SUP-026,MAT-0127,PO-202606-000292,1006,194,0.19284,fail,final,2026-03-03T08:00:00+08:00,质检员06
QI-0001063,SUP-035,MAT-0060,PO-202605-000055,2339,283,0.12099,fail,incoming,2026-05-08T14:00:00+08:00,质检员07
QI-0001064,SUP-041,MAT-0096,PO-202508-001002,4799,1139,0.23734,fail,incoming,2026-05-26T00:00:00+08:00,质检员14
QI-0001065,SUP-043,MAT-0182,PO-202511-000149,393,61,0.15522,fail,incoming,2025-11-21T11:00:00+08:00,质检员18
QI-0001066,SUP-051,MAT-0106,PO-202508-000940,2951,680,0.23043,fail,final,2025-06-25T10:00:00+08:00,质检员04
QI-0001067,SUP-025,MAT-0183,PO-202512-000662,4886,880,0.18011,fail,process,2025-11-06T04:00:00+08:00,质检员17
QI-0001068,SUP-026,MAT-0165,PO-202605-000161,1508,248,0.16446,fail,incoming,2026-01-10T23:00:00+08:00,质检员20
QI-0001069,SUP-055,MAT-0146,PO-202510-000898,377,25,0.06631,fail,process,2025-12-26T19:00:00+08:00,质检员05
QI-0001070,SUP-002,MAT-0083,PO-202509-000399,3797,542,0.14274,fail,final,2025-12-01T11:00:00+08:00,质检员08
QI-0001071,SUP-028,MAT-0111,PO-202604-000335,356,57,0.16011,fail,incoming,2025-08-19T11:00:00+08:00,质检员05
QI-0001072,SUP-026,MAT-0064,PO-202606-000630,1711,310,0.18118,fail,final,2026-01-13T18:00:00+08:00,质检员05
QI-0001073,SUP-010,MAT-0018,PO-202606-000438,1642,212,0.12911,fail,final,2025-11-29T00:00:00+08:00,质检员10
QI-0001074,SUP-008,MAT-0173,PO-202507-000545,3578,637,0.17803,fail,incoming,2025-06-20T09:00:00+08:00,质检员03
QI-0001075,SUP-031,MAT-0073,PO-202602-000069,1157,234,0.20225,fail,incoming,2025-09-05T00:00:00+08:00,质检员09
QI-0001076,SUP-048,MAT-0026,PO-202508-001027,806,38,0.04715,fail,incoming,2026-01-01T08:00:00+08:00,质检员10
QI-0001077,SUP-012,MAT-0193,PO-202512-000198,3257,456,0.14001,fail,process,2026-01-27T17:00:00+08:00,质检员08
QI-0001078,SUP-045,MAT-0058,PO-202512-000632,1273,200,0.15711,fail,process,2026-05-30T12:00:00+08:00,质检员20
QI-0001079,SUP-036,MAT-0111,PO-202601-001241,4099,561,0.13686,fail,process,2026-03-14T16:00:00+08:00,质检员02
QI-0001080,SUP-027,MAT-0020,PO-202506-000879,4476,934,0.20867,fail,incoming,2026-03-07T02:00:00+08:00,质检员19
QI-0001081,SUP-053,MAT-0066,PO-202511-001472,4520,617,0.1365,fail,process,2025-11-10T06:00:00+08:00,质检员14
QI-0001082,SUP-012,MAT-0029,PO-202507-000288,1023,158,0.15445,fail,incoming,2025-11-05T07:00:00+08:00,质检员20
QI-0001083,SUP-030,MAT-0067,PO-202512-000900,2021,29,0.01435,pass,incoming,2025-09-01T10:00:00+08:00,质检员09
QI-0001084,SUP-020,MAT-0026,PO-202604-001394,4251,529,0.12444,fail,process,2025-12-17T17:00:00+08:00,质检员15
QI-0001085,SUP-012,MAT-0124,PO-202506-001753,2639,383,0.14513,fail,incoming,2025-07-05T14:00:00+08:00,质检员04
QI-0001086,SUP-028,MAT-0120,PO-202506-001448,4161,544,0.13074,fail,process,2025-11-25T13:00:00+08:00,质检员02
QI-0001087,SUP-002,MAT-0226,PO-202605-001360,2658,397,0.14936,fail,final,2026-03-01T02:00:00+08:00,质检员18
QI-0001088,SUP-002,MAT-0048,PO-202605-001757,906,131,0.14459,fail,incoming,2025-09-26T10:00:00+08:00,质检员19
QI-0001089,SUP-007,MAT-0180,PO-202604-000684,1411,130,0.09213,fail,final,2026-01-12T10:00:00+08:00,质检员07
QI-0001090,SUP-014,MAT-0182,PO-202510-000724,3962,81,0.02044,pass,incoming,2026-01-26T04:00:00+08:00,质检员07
QI-0001091,SUP-012,MAT-0228,PO-202604-000416,3760,551,0.14654,fail,process,2026-04-05T03:00:00+08:00,质检员02
QI-0001092,SUP-057,MAT-0079,PO-202603-001198,151,14,0.09272,fail,incoming,2025-11-26T11:00:00+08:00,质检员10
QI-0001093,SUP-055,MAT-0188,PO-202507-001427,972,57,0.05864,fail,incoming,2026-03-28T23:00:00+08:00,质检员14
QI-0001094,SUP-027,MAT-0125,PO-202507-001597,2533,558,0.22029,fail,process,2025-11-20T10:00:00+08:00,质检员05
QI-0001095,SUP-005,MAT-0006,PO-202508-000750,4375,512,0.11703,fail,incoming,2026-01-09T20:00:00+08:00,质检员02
QI-0001096,SUP-001,MAT-0089,PO-202604-001781,3469,660,0.19026,fail,incoming,2025-08-27T07:00:00+08:00,质检员08
QI-0001097,SUP-026,MAT-0163,PO-202512-000039,4278,764,0.17859,fail,final,2025-09-16T20:00:00+08:00,质检员20
QI-0001098,SUP-001,MAT-0113,PO-202605-000573,4954,1002,0.20226,fail,final,2025-09-22T12:00:00+08:00,质检员15
QI-0001099,SUP-055,MAT-0120,PO-202512-000163,1231,80,0.06499,fail,process,2025-12-06T18:00:00+08:00,质检员11
QI-0001100,SUP-023,MAT-0185,PO-202506-000075,4622,356,0.07702,fail,final,2026-06-02T20:00:00+08:00,质检员17
QI-0001101,SUP-042,MAT-0010,PO-202507-000374,4648,239,0.05142,fail,final,2026-04-25T08:00:00+08:00,质检员02
QI-0001102,SUP-027,MAT-0020,PO-202508-001128,2190,569,0.25982,fail,incoming,2025-12-08T03:00:00+08:00,质检员11
QI-0001103,SUP-031,MAT-0205,PO-202507-001193,3913,857,0.21901,fail,process,2025-06-27T17:00:00+08:00,质检员10
QI-0001104,SUP-044,MAT-0043,PO-202512-001368,3408,422,0.12383,fail,final,2025-08-03T20:00:00+08:00,质检员02
QI-0001105,SUP-026,MAT-0084,PO-202508-001788,618,112,0.18123,fail,final,2025-12-03T10:00:00+08:00,质检员13
QI-0001106,SUP-058,MAT-0004,PO-202605-000992,1618,238,0.1471,fail,final,2025-10-23T00:00:00+08:00,质检员16
QI-0001107,SUP-059,MAT-0023,PO-202511-001454,2237,15,0.00671,pass,final,2025-06-16T10:00:00+08:00,质检员01
QI-0001108,SUP-059,MAT-0008,PO-202508-000975,769,63,0.08192,fail,incoming,2026-05-20T04:00:00+08:00,质检员14
QI-0001109,SUP-006,MAT-0074,PO-202602-001137,4306,1028,0.23874,fail,incoming,2025-10-26T02:00:00+08:00,质检员14
QI-0001110,SUP-007,MAT-0064,PO-202510-000645,4574,455,0.09948,fail,process,2025-08-28T14:00:00+08:00,质检员17
QI-0001111,SUP-021,MAT-0190,PO-202508-000740,3943,568,0.14405,fail,incoming,2026-03-01T20:00:00+08:00,质检员08
QI-0001112,SUP-036,MAT-0111,PO-202603-001554,1964,250,0.12729,fail,incoming,2025-08-08T08:00:00+08:00,质检员11
QI-0001113,SUP-047,MAT-0196,PO-202510-000279,3201,654,0.20431,fail,final,2025-11-04T15:00:00+08:00,质检员04
QI-0001114,SUP-025,MAT-0196,PO-202507-000356,629,129,0.20509,fail,process,2025-12-31T18:00:00+08:00,质检员06
QI-0001115,SUP-024,MAT-0201,PO-202605-000157,2626,516,0.1965,fail,process,2025-08-03T18:00:00+08:00,质检员05
QI-0001116,SUP-048,MAT-0192,PO-202508-001382,2415,148,0.06128,fail,process,2025-09-22T07:00:00+08:00,质检员02
QI-0001117,SUP-040,MAT-0191,PO-202509-001336,56,3,0.05357,fail,process,2026-01-05T16:00:00+08:00,质检员18
QI-0001118,SUP-027,MAT-0125,PO-202510-001063,2868,749,0.26116,fail,process,2026-02-27T17:00:00+08:00,质检员04
QI-0001119,SUP-025,MAT-0128,PO-202602-000032,3165,652,0.206,fail,final,2025-12-04T06:00:00+08:00,质检员04
QI-0001120,SUP-008,MAT-0216,PO-202603-001192,2182,362,0.1659,fail,incoming,2026-01-09T17:00:00+08:00,质检员12
QI-0001121,SUP-010,MAT-0179,PO-202510-000853,223,37,0.16592,fail,process,2026-05-26T01:00:00+08:00,质检员20
QI-0001122,SUP-047,MAT-0083,PO-202512-000215,978,213,0.21779,fail,final,2025-09-08T20:00:00+08:00,质检员13
QI-0001123,SUP-032,MAT-0238,PO-202604-000431,4008,690,0.17216,fail,process,2025-08-04T14:00:00+08:00,质检员02
QI-0001124,SUP-052,MAT-0141,PO-202507-000755,4910,231,0.04705,fail,final,2026-01-08T04:00:00+08:00,质检员19
QI-0001125,SUP-037,MAT-0149,PO-202511-000947,1693,306,0.18074,fail,final,2025-09-30T19:00:00+08:00,质检员14
QI-0001126,SUP-046,MAT-0109,PO-202509-000769,2526,306,0.12114,fail,final,2026-02-19T15:00:00+08:00,质检员16
QI-0001127,SUP-051,MAT-0027,PO-202511-000642,3579,807,0.22548,fail,final,2026-04-25T09:00:00+08:00,质检员20
QI-0001128,SUP-005,MAT-0160,PO-202510-001256,3110,445,0.14309,fail,incoming,2025-11-07T20:00:00+08:00,质检员10
QI-0001129,SUP-011,MAT-0041,PO-202604-000610,3308,170,0.05139,fail,incoming,2025-07-05T22:00:00+08:00,质检员09
QI-0001130,SUP-023,MAT-0180,PO-202508-000656,785,58,0.07389,fail,final,2025-08-06T23:00:00+08:00,质检员18
QI-0001131,SUP-026,MAT-0040,PO-202507-000025,234,45,0.19231,fail,incoming,2026-04-20T17:00:00+08:00,质检员01
QI-0001132,SUP-031,MAT-0100,PO-202601-000641,4530,915,0.20199,fail,final,2025-09-24T18:00:00+08:00,质检员17
QI-0001133,SUP-014,MAT-0078,PO-202508-001767,455,8,0.01758,pass,incoming,2026-02-19T08:00:00+08:00,质检员05
QI-0001134,SUP-028,MAT-0160,PO-202601-000787,537,82,0.1527,fail,process,2026-03-11T21:00:00+08:00,质检员04
QI-0001135,SUP-010,MAT-0179,PO-202601-000002,3564,568,0.15937,fail,process,2025-08-30T09:00:00+08:00,质检员02
QI-0001136,SUP-019,MAT-0118,PO-202510-001153,1018,123,0.12083,fail,incoming,2026-05-26T19:00:00+08:00,质检员02
QI-0001137,SUP-026,MAT-0206,PO-202512-001316,4108,663,0.16139,fail,final,2026-06-06T21:00:00+08:00,质检员15
QI-0001138,SUP-002,MAT-0226,PO-202507-000508,1779,293,0.1647,fail,incoming,2025-11-11T09:00:00+08:00,质检员08
QI-0001139,SUP-047,MAT-0113,PO-202604-000197,353,64,0.1813,fail,incoming,2025-08-29T22:00:00+08:00,质检员12
QI-0001140,SUP-022,MAT-0225,PO-202506-000760,1717,93,0.05416,fail,process,2025-08-25T14:00:00+08:00,质检员12
QI-0001141,SUP-051,MAT-0176,PO-202509-001455,2361,548,0.23211,fail,incoming,2026-01-18T00:00:00+08:00,质检员12
QI-0001142,SUP-024,MAT-0047,PO-202509-000743,200,42,0.21,fail,incoming,2026-01-23T11:00:00+08:00,质检员11
QI-0001143,SUP-058,MAT-0164,PO-202511-000575,3208,384,0.1197,fail,process,2025-09-06T10:00:00+08:00,质检员03
QI-0001144,SUP-010,MAT-0035,PO-202605-000966,1266,182,0.14376,fail,process,2026-06-12T09:00:00+08:00,质检员03
QI-0001145,SUP-054,MAT-0071,PO-202603-000880,2100,106,0.05048,fail,incoming,2025-07-03T11:00:00+08:00,质检员11
QI-0001146,SUP-048,MAT-0001,PO-202511-001115,2454,152,0.06194,fail,final,2025-12-28T07:00:00+08:00,质检员03
QI-0001147,SUP-010,MAT-0049,PO-202605-000588,2568,408,0.15888,fail,process,2025-08-27T19:00:00+08:00,质检员18
QI-0001148,SUP-010,MAT-0220,PO-202604-000944,920,135,0.14674,fail,final,2026-03-29T21:00:00+08:00,质检员16
QI-0001149,SUP-032,MAT-0065,PO-202511-001542,3980,757,0.1902,fail,process,2026-02-13T10:00:00+08:00,质检员12
QI-0001150,SUP-033,MAT-0095,PO-202508-000810,2769,138,0.04984,fail,final,2025-09-09T17:00:00+08:00,质检员16
QI-0001151,SUP-025,MAT-0118,PO-202603-000081,2661,616,0.23149,fail,process,2026-05-26T10:00:00+08:00,质检员13
QI-0001152,SUP-027,MAT-0020,PO-202602-000640,2271,463,0.20387,fail,final,2025-10-05T14:00:00+08:00,质检员08
QI-0001153,SUP-032,MAT-0142,PO-202605-000119,1508,270,0.17905,fail,incoming,2025-11-28T20:00:00+08:00,质检员10
QI-0001154,SUP-033,MAT-0221,PO-202601-001657,1961,87,0.04437,fail,incoming,2025-09-26T09:00:00+08:00,质检员07
QI-0001155,SUP-044,MAT-0205,PO-202603-001164,3912,503,0.12858,fail,final,2026-04-24T15:00:00+08:00,质检员12
QI-0001156,SUP-045,MAT-0203,PO-202606-001143,1625,270,0.16615,fail,incoming,2025-08-19T05:00:00+08:00,质检员01
QI-0001157,SUP-043,MAT-0032,PO-202511-000786,101,16,0.15842,fail,process,2025-08-20T10:00:00+08:00,质检员15
QI-0001158,SUP-021,MAT-0011,PO-202509-000643,3852,669,0.17368,fail,process,2025-11-17T22:00:00+08:00,质检员13
QI-0001159,SUP-026,MAT-0040,PO-202511-001245,1197,205,0.17126,fail,final,2026-01-29T12:00:00+08:00,质检员16
QI-0001160,SUP-008,MAT-0205,PO-202512-000115,3560,732,0.20562,fail,process,2026-01-07T10:00:00+08:00,质检员10
QI-0001161,SUP-058,MAT-0077,PO-202508-001503,2723,254,0.09328,fail,process,2026-05-14T11:00:00+08:00,质检员07
QI-0001162,SUP-045,MAT-0024,PO-202512-001633,4780,788,0.16485,fail,incoming,2025-06-21T15:00:00+08:00,质检员12
QI-0001163,SUP-022,MAT-0180,PO-202508-000300,1293,76,0.05878,fail,incoming,2025-08-04T09:00:00+08:00,质检员08
QI-0001164,SUP-048,MAT-0144,PO-202602-000044,469,31,0.0661,fail,final,2026-03-27T17:00:00+08:00,质检员02
QI-0001165,SUP-016,MAT-0098,PO-202603-000351,1419,223,0.15715,fail,final,2026-02-08T16:00:00+08:00,质检员01
QI-0001166,SUP-009,MAT-0163,PO-202506-001634,2590,334,0.12896,fail,incoming,2025-09-09T11:00:00+08:00,质检员12
QI-0001167,SUP-058,MAT-0094,PO-202604-001700,2506,348,0.13887,fail,final,2026-05-19T07:00:00+08:00,质检员01
QI-0001168,SUP-058,MAT-0056,PO-202601-000998,113,13,0.11504,fail,incoming,2026-03-13T15:00:00+08:00,质检员03
QI-0001169,SUP-028,MAT-0062,PO-202605-001628,4323,583,0.13486,fail,incoming,2025-10-07T18:00:00+08:00,质检员13
QI-0001170,SUP-057,MAT-0056,PO-202605-000404,4327,394,0.09106,fail,process,2025-07-13T10:00:00+08:00,质检员18
QI-0001171,SUP-022,MAT-0112,PO-202512-001587,2658,169,0.06358,fail,process,2025-10-07T16:00:00+08:00,质检员01
QI-0001172,SUP-046,MAT-0061,PO-202606-000292,443,53,0.11964,fail,final,2025-11-16T04:00:00+08:00,质检员17
QI-0001173,SUP-014,MAT-0106,PO-202511-000173,4233,170,0.04016,fail,process,2025-08-03T22:00:00+08:00,质检员05
QI-0001174,SUP-015,MAT-0053,PO-202512-000864,331,49,0.14804,fail,incoming,2026-03-19T21:00:00+08:00,质检员10
