sales_order_line_id,sales_order_id,line_no,material_id,warehouse_id,ordered_qty,allocated_qty,shipped_qty,unit_price,line_amount,requested_delivery_at,updated_at
SO-202509-002053-02,SO-202509-002053,2,MAT-0093,WH-01,250,250,177,1581.49,395372.62,2025-09-23T07:31:00+08:00,2025-09-22T07:31:00+08:00
SO-202509-002053-03,SO-202509-002053,3,MAT-0232,WH-03,3151,3151,1368,1405.61,4429072.75,2025-09-23T07:31:00+08:00,2025-09-24T07:31:00+08:00
SO-202509-002053-04,SO-202509-002053,4,MAT-0239,WH-05,3283,3283,65,657.03,2157031.37,2025-09-23T07:31:00+08:00,2025-10-01T07:31:00+08:00
SO-202509-002053-05,SO-202509-002053,5,MAT-0212,WH-04,3637,3637,2634,539.54,1962291.37,2025-09-23T07:31:00+08:00,2025-10-15T07:31:00+08:00
SO-202511-002054-01,SO-202511-002054,1,MAT-0172,WH-01,1659,1659,1659,736.38,1221659.73,2025-11-08T06:28:00+08:00,2025-11-22T06:28:00+08:00
SO-202511-002054-02,SO-202511-002054,2,MAT-0087,WH-03,1389,1389,1389,67.58,93863.44,2025-11-08T06:28:00+08:00,2025-11-13T06:28:00+08:00
SO-202508-002055-01,SO-202508-002055,1,MAT-0044,WH-01,2459,1941,584,19.71,48473.41,2025-08-11T03:13:00+08:00,2025-08-13T03:13:00+08:00
SO-202508-002055-02,SO-202508-002055,2,MAT-0188,WH-04,3362,1182,384,132.74,446262.4,2025-08-11T03:13:00+08:00,2025-08-16T03:13:00+08:00
SO-202508-002055-03,SO-202508-002055,3,MAT-0012,WH-06,2167,592,1028,1289.47,2794272.51,2025-08-11T03:13:00+08:00,2025-08-11T03:13:00+08:00
SO-202508-002055-04,SO-202508-002055,4,MAT-0144,WH-04,490,472,375,18.14,8888.76,2025-08-11T03:13:00+08:00,2025-08-14T03:13:00+08:00
SO-202508-002055-05,SO-202508-002055,5,MAT-0065,WH-03,3201,1568,259,435.35,1393558.29,2025-08-11T03:13:00+08:00,2025-09-02T03:13:00+08:00
SO-202509-002056-01,SO-202509-002056,1,MAT-0006,WH-04,2531,882,59,516.4,1307017.25,2025-09-17T11:28:00+08:00,2025-09-22T11:28:00+08:00
SO-202509-002057-01,SO-202509-002057,1,MAT-0102,WH-04,561,561,561,83.81,47016.54,2025-09-26T23:10:00+08:00,2025-09-27T23:10:00+08:00
SO-202509-002057-02,SO-202509-002057,2,MAT-0085,WH-05,2549,2549,2549,761.66,1941460.48,2025-09-26T23:10:00+08:00,2025-10-10T23:10:00+08:00
SO-202603-002058-01,SO-202603-002058,1,MAT-0029,WH-02,1873,475,501,611.72,1145759.3,2026-04-02T02:42:00+08:00,2026-04-17T02:42:00+08:00
SO-202603-002058-02,SO-202603-002058,2,MAT-0134,WH-04,22,13,7,393.11,8648.4,2026-04-02T02:42:00+08:00,2026-04-03T02:42:00+08:00
SO-202603-002058-03,SO-202603-002058,3,MAT-0166,WH-01,3027,2500,2672,884.02,2675933.54,2026-04-02T02:42:00+08:00,2026-04-19T02:42:00+08:00
SO-202605-002059-01,SO-202605-002059,1,MAT-0090,WH-05,3279,1104,1676,5.13,16837.21,2026-05-08T02:07:00+08:00,2026-05-25T02:07:00+08:00
SO-202605-002059-02,SO-202605-002059,2,MAT-0207,WH-03,3481,850,785,427.19,1487048.84,2026-05-08T02:07:00+08:00,2026-05-26T02:07:00+08:00
SO-202605-002059-03,SO-202605-002059,3,MAT-0086,WH-05,4131,2211,3174,134.23,554490.07,2026-05-08T02:07:00+08:00,2026-06-02T02:07:00+08:00
SO-202605-002059-04,SO-202605-002059,4,MAT-0010,WH-01,3580,2790,938,1046.45,3746279.59,2026-05-08T02:07:00+08:00,2026-05-11T02:07:00+08:00
SO-202512-002060-01,SO-202512-002060,1,MAT-0154,WH-01,4059,4059,4059,110.75,449551.81,2026-01-01T05:29:00+08:00,2026-01-22T05:29:00+08:00
SO-202512-002060-02,SO-202512-002060,2,MAT-0071,WH-03,1586,1586,1586,48.5,76926.88,2026-01-01T05:29:00+08:00,2026-01-24T05:29:00+08:00
SO-202510-002061-01,SO-202510-002061,1,MAT-0203,WH-01,2191,2191,2191,870.94,1908232.14,2025-10-23T00:47:00+08:00,2025-10-21T00:47:00+08:00
SO-202509-002062-01,SO-202509-002062,1,MAT-0192,WH-03,136,136,42,123.82,16839.16,2025-09-06T20:16:00+08:00,2025-09-27T20:16:00+08:00
SO-202509-002062-02,SO-202509-002062,2,MAT-0048,WH-04,1073,1073,30,21.35,22906.5,2025-09-06T20:16:00+08:00,2025-09-12T20:16:00+08:00
SO-202509-002062-03,SO-202509-002062,3,MAT-0041,WH-02,3351,3351,407,669.59,2243783.11,2025-09-06T20:16:00+08:00,2025-09-06T20:16:00+08:00
SO-202509-002063-01,SO-202509-002063,1,MAT-0061,WH-02,580,580,580,501.92,291116.18,2025-09-11T12:12:00+08:00,2025-09-23T12:12:00+08:00
SO-202509-002063-02,SO-202509-002063,2,MAT-0203,WH-05,479,479,479,848.45,406409.53,2025-09-11T12:12:00+08:00,2025-09-30T12:12:00+08:00
SO-202508-002064-01,SO-202508-002064,1,MAT-0057,WH-06,3320,3320,3320,185.92,617261.19,2025-08-31T14:23:00+08:00,2025-09-19T14:23:00+08:00
SO-202508-002064-02,SO-202508-002064,2,MAT-0062,WH-05,3923,3923,3923,1532.02,6010133.96,2025-08-31T14:23:00+08:00,2025-09-05T14:23:00+08:00
SO-202508-002064-03,SO-202508-002064,3,MAT-0172,WH-05,2658,2658,2658,846.13,2249010.48,2025-08-31T14:23:00+08:00,2025-09-13T14:23:00+08:00
SO-202508-002064-04,SO-202508-002064,4,MAT-0228,WH-04,2603,2603,2603,14.53,37834.26,2025-08-31T14:23:00+08:00,2025-09-09T14:23:00+08:00
SO-202508-002064-05,SO-202508-002064,5,MAT-0075,WH-06,1726,1726,1726,330.42,570311.65,2025-08-31T14:23:00+08:00,2025-09-10T14:23:00+08:00
SO-202508-002065-01,SO-202508-002065,1,MAT-0055,WH-02,1250,1250,1250,626.41,783018.48,2025-08-13T22:45:00+08:00,2025-08-11T22:45:00+08:00
SO-202508-002065-02,SO-202508-002065,2,MAT-0091,WH-04,4339,4339,4339,109.19,473794.68,2025-08-13T22:45:00+08:00,2025-08-10T22:45:00+08:00
SO-202509-002066-01,SO-202509-002066,1,MAT-0033,WH-02,3119,2012,115,226.49,706431.55,2025-10-04T16:30:00+08:00,2025-10-22T16:30:00+08:00
SO-202509-002066-02,SO-202509-002066,2,MAT-0208,WH-05,3748,1278,494,173.25,649337.9,2025-10-04T16:30:00+08:00,2025-10-27T16:30:00+08:00
SO-202509-002066-03,SO-202509-002066,3,MAT-0207,WH-05,3173,1594,1060,405.09,1285362.39,2025-10-04T16:30:00+08:00,2025-10-22T16:30:00+08:00
SO-202510-002067-01,SO-202510-002067,1,MAT-0157,WH-01,1970,1921,1648,282.47,556456.81,2025-10-24T05:58:00+08:00,2025-10-24T05:58:00+08:00
SO-202507-002068-01,SO-202507-002068,1,MAT-0030,WH-05,3405,1216,110,31.12,105960.03,2025-07-08T00:17:00+08:00,2025-07-28T00:17:00+08:00
SO-202507-002068-02,SO-202507-002068,2,MAT-0058,WH-06,2725,1816,195,700.72,1909467.83,2025-07-08T00:17:00+08:00,2025-07-23T00:17:00+08:00
SO-202507-002068-03,SO-202507-002068,3,MAT-0086,WH-02,2926,1985,1525,161.82,473496.74,2025-07-08T00:17:00+08:00,2025-07-11T00:17:00+08:00
SO-202507-002068-04,SO-202507-002068,4,MAT-0228,WH-06,3500,1498,2676,14.94,52289.81,2025-07-08T00:17:00+08:00,2025-07-21T00:17:00+08:00
SO-202507-002068-05,SO-202507-002068,5,MAT-0155,WH-03,2183,571,914,134.89,294469.39,2025-07-08T00:17:00+08:00,2025-08-05T00:17:00+08:00
SO-202510-002069-01,SO-202510-002069,1,MAT-0010,WH-01,649,649,649,1018.18,660800.12,2025-11-01T13:45:00+08:00,2025-11-24T13:45:00+08:00
SO-202510-002069-02,SO-202510-002069,2,MAT-0191,WH-06,2448,2448,2448,446.03,1091873.1,2025-11-01T13:45:00+08:00,2025-11-25T13:45:00+08:00
SO-202510-002069-03,SO-202510-002069,3,MAT-0035,WH-02,4348,4348,4348,13.47,58561.62,2025-11-01T13:45:00+08:00,2025-10-29T13:45:00+08:00
SO-202510-002069-04,SO-202510-002069,4,MAT-0171,WH-06,510,510,510,1726.23,880376.4,2025-11-01T13:45:00+08:00,2025-11-19T13:45:00+08:00
SO-202601-002070-01,SO-202601-002070,1,MAT-0145,WH-04,4040,4040,2502,132.5,535294.56,2026-02-03T17:29:00+08:00,2026-02-26T17:29:00+08:00
SO-202601-002070-02,SO-202601-002070,2,MAT-0002,WH-01,502,502,359,1737.52,872237.46,2026-02-03T17:29:00+08:00,2026-02-19T17:29:00+08:00
SO-202601-002070-03,SO-202601-002070,3,MAT-0119,WH-05,2072,2072,1101,3.81,7904.02,2026-02-03T17:29:00+08:00,2026-02-05T17:29:00+08:00
SO-202601-002070-04,SO-202601-002070,4,MAT-0075,WH-04,4325,4325,2149,324.82,1404860.81,2026-02-03T17:29:00+08:00,2026-01-31T17:29:00+08:00
SO-202601-002070-05,SO-202601-002070,5,MAT-0144,WH-06,4472,4472,860,17.62,78806.97,2026-02-03T17:29:00+08:00,2026-02-06T17:29:00+08:00
SO-202604-002071-01,SO-202604-002071,1,MAT-0073,WH-06,996,996,653,33.74,33604.84,2026-04-29T05:34:00+08:00,2026-05-09T05:34:00+08:00
SO-202604-002071-02,SO-202604-002071,2,MAT-0174,WH-05,2593,2593,786,8.01,20769.36,2026-04-29T05:34:00+08:00,2026-05-16T05:34:00+08:00
SO-202604-002071-03,SO-202604-002071,3,MAT-0076,WH-06,4204,4204,648,464.17,1951387.51,2026-04-29T05:34:00+08:00,2026-04-25T05:34:00+08:00
SO-202604-002071-04,SO-202604-002071,4,MAT-0141,WH-04,667,667,533,241.93,161364.46,2026-04-29T05:34:00+08:00,2026-05-10T05:34:00+08:00
SO-202604-002071-05,SO-202604-002071,5,MAT-0237,WH-02,4191,4191,3740,83.83,351319.66,2026-04-29T05:34:00+08:00,2026-05-05T05:34:00+08:00
SO-202605-002072-01,SO-202605-002072,1,MAT-0212,WH-03,3058,787,2519,524.84,1604954.83,2026-05-11T08:22:00+08:00,2026-06-05T08:22:00+08:00
SO-202605-002072-02,SO-202605-002072,2,MAT-0090,WH-03,2128,1001,1708,5.13,10912.38,2026-05-11T08:22:00+08:00,2026-05-16T08:22:00+08:00
SO-202605-002072-03,SO-202605-002072,3,MAT-0168,WH-02,1293,935,741,881.32,1139551.02,2026-05-11T08:22:00+08:00,2026-05-17T08:22:00+08:00
SO-202605-002072-04,SO-202605-002072,4,MAT-0154,WH-01,1844,1153,1401,103.84,191471.95,2026-05-11T08:22:00+08:00,2026-05-16T08:22:00+08:00
SO-202508-002073-01,SO-202508-002073,1,MAT-0121,WH-04,4243,4243,4243,304.04,1290056.95,2025-08-22T16:29:00+08:00,2025-08-25T16:29:00+08:00
SO-202511-002074-01,SO-202511-002074,1,MAT-0227,WH-05,3093,3093,973,1194.97,3696052.59,2025-11-25T07:39:00+08:00,2025-12-11T07:39:00+08:00
SO-202507-002075-01,SO-202507-002075,1,MAT-0115,WH-04,1391,1391,1391,470.26,654128.09,2025-07-27T21:03:00+08:00,2025-07-24T21:03:00+08:00
SO-202507-002075-02,SO-202507-002075,2,MAT-0183,WH-03,2086,2086,2086,118.9,248021.2,2025-07-27T21:03:00+08:00,2025-08-10T21:03:00+08:00
SO-202507-002075-03,SO-202507-002075,3,MAT-0069,WH-05,769,769,769,787.52,605605.54,2025-07-27T21:03:00+08:00,2025-08-14T21:03:00+08:00
SO-202507-002075-04,SO-202507-002075,4,MAT-0134,WH-06,3050,3050,3050,335.86,1024367.43,2025-07-27T21:03:00+08:00,2025-08-18T21:03:00+08:00
SO-202507-002075-05,SO-202507-002075,5,MAT-0135,WH-02,556,556,556,57.35,31884.33,2025-07-27T21:03:00+08:00,2025-07-28T21:03:00+08:00
SO-202604-002076-01,SO-202604-002076,1,MAT-0187,WH-03,722,722,722,51.79,37392.42,2026-04-16T16:29:00+08:00,2026-04-20T16:29:00+08:00
SO-202604-002076-02,SO-202604-002076,2,MAT-0075,WH-06,118,118,118,351.84,41516.57,2026-04-16T16:29:00+08:00,2026-05-13T16:29:00+08:00
SO-202604-002076-03,SO-202604-002076,3,MAT-0125,WH-01,3057,3057,3057,1214.26,3711998.76,2026-04-16T16:29:00+08:00,2026-04-24T16:29:00+08:00
SO-202604-002076-04,SO-202604-002076,4,MAT-0228,WH-02,4485,4485,4485,14.44,64758.42,2026-04-16T16:29:00+08:00,2026-04-19T16:29:00+08:00
SO-202604-002076-05,SO-202604-002076,5,MAT-0045,WH-05,3912,3912,3912,34.17,133689.43,2026-04-16T16:29:00+08:00,2026-04-19T16:29:00+08:00
SO-202506-002077-01,SO-202506-002077,1,MAT-0165,WH-04,4063,4063,4063,566.15,2300281.85,2025-06-24T12:31:00+08:00,2025-06-23T12:31:00+08:00
SO-202603-002078-01,SO-202603-002078,1,MAT-0173,WH-03,2457,2457,2457,1302.44,3200103.16,2026-03-25T06:05:00+08:00,2026-03-24T06:05:00+08:00
SO-202603-002078-02,SO-202603-002078,2,MAT-0025,WH-06,4069,4069,4069,1057.05,4301155.25,2026-03-25T06:05:00+08:00,2026-03-31T06:05:00+08:00
SO-202603-002078-03,SO-202603-002078,3,MAT-0087,WH-04,1138,1138,1138,61.17,69612.9,2026-03-25T06:05:00+08:00,2026-04-14T06:05:00+08:00
SO-202603-002078-04,SO-202603-002078,4,MAT-0147,WH-03,3713,3713,3713,926.52,3440159.83,2026-03-25T06:05:00+08:00,2026-04-01T06:05:00+08:00
SO-202603-002078-05,SO-202603-002078,5,MAT-0063,WH-02,106,106,106,137.49,14574.45,2026-03-25T06:05:00+08:00,2026-03-31T06:05:00+08:00
SO-202509-002079-01,SO-202509-002079,1,MAT-0116,WH-04,3974,3974,3974,139.32,553675.79,2025-09-29T22:52:00+08:00,2025-10-19T22:52:00+08:00
SO-202509-002079-02,SO-202509-002079,2,MAT-0101,WH-01,369,369,369,576.73,212814.41,2025-09-29T22:52:00+08:00,2025-10-15T22:52:00+08:00
SO-202509-002079-03,SO-202509-002079,3,MAT-0208,WH-06,2594,2594,2594,175.29,454710.66,2025-09-29T22:52:00+08:00,2025-10-19T22:52:00+08:00
SO-202509-002079-04,SO-202509-002079,4,MAT-0213,WH-04,2488,2488,2488,601.84,1497370.31,2025-09-29T22:52:00+08:00,2025-10-23T22:52:00+08:00
SO-202509-002079-05,SO-202509-002079,5,MAT-0052,WH-06,2755,2755,2755,136.11,374981.42,2025-09-29T22:52:00+08:00,2025-10-22T22:52:00+08:00
SO-202511-002080-01,SO-202511-002080,1,MAT-0109,WH-04,921,744,397,54.23,49945.84,2025-11-05T15:39:00+08:00,2025-11-10T15:39:00+08:00
SO-202511-002080-02,SO-202511-002080,2,MAT-0179,WH-01,134,95,84,947.68,126989.0,2025-11-05T15:39:00+08:00,2025-11-23T15:39:00+08:00
SO-202509-002081-01,SO-202509-002081,1,MAT-0079,WH-01,40,40,1,61.14,2445.64,2025-09-19T17:01:00+08:00,2025-10-04T17:01:00+08:00
SO-202509-002081-02,SO-202509-002081,2,MAT-0011,WH-03,1790,1790,1332,10.96,19620.9,2025-09-19T17:01:00+08:00,2025-10-10T17:01:00+08:00
SO-202509-002081-03,SO-202509-002081,3,MAT-0185,WH-02,4179,4179,716,698.47,2918900.74,2025-09-19T17:01:00+08:00,2025-10-13T17:01:00+08:00
SO-202509-002081-04,SO-202509-002081,4,MAT-0175,WH-03,2663,2663,1619,750.1,1997525.8,2025-09-19T17:01:00+08:00,2025-10-07T17:01:00+08:00
SO-202604-002082-01,SO-202604-002082,1,MAT-0049,WH-06,2302,2302,2302,6.32,14546.84,2026-05-01T23:45:00+08:00,2026-05-16T23:45:00+08:00
SO-202604-002082-02,SO-202604-002082,2,MAT-0066,WH-05,1156,1156,1156,253.53,293081.82,2026-05-01T23:45:00+08:00,2026-05-07T23:45:00+08:00
SO-202604-002082-03,SO-202604-002082,3,MAT-0092,WH-03,509,509,509,278.63,141824.25,2026-05-01T23:45:00+08:00,2026-05-01T23:45:00+08:00
SO-202604-002082-04,SO-202604-002082,4,MAT-0236,WH-02,1839,1839,1839,892.01,1640397.6,2026-05-01T23:45:00+08:00,2026-05-15T23:45:00+08:00
SO-202604-002082-05,SO-202604-002082,5,MAT-0028,WH-03,1699,1699,1699,1858.74,3158006.82,2026-05-01T23:45:00+08:00,2026-05-26T23:45:00+08:00
SO-202510-002083-01,SO-202510-002083,1,MAT-0012,WH-01,588,334,335,1283.7,754816.14,2025-10-06T01:48:00+08:00,2025-10-23T01:48:00+08:00
SO-202510-002083-02,SO-202510-002083,2,MAT-0205,WH-04,3529,1971,1606,479.71,1692888.21,2025-10-06T01:48:00+08:00,2025-10-11T01:48:00+08:00
SO-202510-002083-03,SO-202510-002083,3,MAT-0176,WH-06,3121,2351,2480,1705.83,5323889.23,2025-10-06T01:48:00+08:00,2025-10-04T01:48:00+08:00
SO-202510-002083-04,SO-202510-002083,4,MAT-0233,WH-02,3575,1482,780,43.21,154484.09,2025-10-06T01:48:00+08:00,2025-10-20T01:48:00+08:00
SO-202510-002083-05,SO-202510-002083,5,MAT-0149,WH-01,2729,639,181,344.02,938833.93,2025-10-06T01:48:00+08:00,2025-10-22T01:48:00+08:00
SO-202606-002084-01,SO-202606-002084,1,MAT-0186,WH-02,919,919,806,772.65,710060.99,2026-06-09T22:37:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002084-02,SO-202606-002084,2,MAT-0096,WH-03,1475,1475,1114,352.26,519578.64,2026-06-09T22:37:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002084-03,SO-202606-002084,3,MAT-0217,WH-03,1420,1420,245,505.07,717202.75,2026-06-09T22:37:00+08:00,2026-06-15T08:00:00+08:00
SO-202603-002085-01,SO-202603-002085,1,MAT-0156,WH-03,1097,610,384,26.29,28845.33,2026-03-12T12:03:00+08:00,2026-03-27T12:03:00+08:00
SO-202512-002086-01,SO-202512-002086,1,MAT-0162,WH-03,2302,2302,2302,82.95,190953.56,2025-12-14T16:04:00+08:00,2025-12-20T16:04:00+08:00
SO-202512-002086-02,SO-202512-002086,2,MAT-0010,WH-04,2193,2193,2193,984.39,2158777.22,2025-12-14T16:04:00+08:00,2025-12-20T16:04:00+08:00
SO-202512-002086-03,SO-202512-002086,3,MAT-0028,WH-01,18,18,18,2030.54,36549.66,2025-12-14T16:04:00+08:00,2025-12-27T16:04:00+08:00
SO-202510-002087-01,SO-202510-002087,1,MAT-0021,WH-03,3836,3836,3836,21.64,82994.32,2025-10-22T19:59:00+08:00,2025-10-31T19:59:00+08:00
SO-202510-002087-02,SO-202510-002087,2,MAT-0057,WH-03,1526,1526,1526,199.99,305180.68,2025-10-22T19:59:00+08:00,2025-11-14T19:59:00+08:00
SO-202510-002087-03,SO-202510-002087,3,MAT-0218,WH-02,1545,1545,1545,199.43,308121.2,2025-10-22T19:59:00+08:00,2025-10-30T19:59:00+08:00
SO-202511-002088-01,SO-202511-002088,1,MAT-0016,WH-05,1774,1774,467,328.13,582105.27,2025-11-19T04:24:00+08:00,2025-11-24T04:24:00+08:00
SO-202511-002088-02,SO-202511-002088,2,MAT-0105,WH-06,1988,1988,1616,734.16,1459516.58,2025-11-19T04:24:00+08:00,2025-12-04T04:24:00+08:00
SO-202511-002088-03,SO-202511-002088,3,MAT-0183,WH-02,627,627,125,117.07,73399.99,2025-11-19T04:24:00+08:00,2025-11-16T04:24:00+08:00
SO-202606-002089-01,SO-202606-002089,1,MAT-0120,WH-01,1557,1557,121,19.88,30947.15,2026-06-04T23:18:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002089-02,SO-202606-002089,2,MAT-0227,WH-02,883,883,532,1139.2,1005910.81,2026-06-04T23:18:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002089-03,SO-202606-002089,3,MAT-0148,WH-04,3368,3368,2346,9.96,33551.3,2026-06-04T23:18:00+08:00,2026-06-01T23:18:00+08:00
SO-202606-002089-04,SO-202606-002089,4,MAT-0173,WH-02,4367,4367,1072,1407.31,6145743.02,2026-06-04T23:18:00+08:00,2026-06-09T23:18:00+08:00
SO-202606-002089-05,SO-202606-002089,5,MAT-0223,WH-01,3764,3764,1517,897.1,3376701.75,2026-06-04T23:18:00+08:00,2026-06-11T23:18:00+08:00
SO-202603-002090-01,SO-202603-002090,1,MAT-0070,WH-04,1626,539,1177,163.06,265139.51,2026-03-23T12:07:00+08:00,2026-03-29T12:07:00+08:00
SO-202603-002090-02,SO-202603-002090,2,MAT-0023,WH-03,185,126,19,440.42,81477.46,2026-03-23T12:07:00+08:00,2026-04-11T12:07:00+08:00
SO-202603-002091-01,SO-202603-002091,1,MAT-0190,WH-02,2431,2431,2067,263.04,639460.79,2026-03-22T04:22:00+08:00,2026-03-21T04:22:00+08:00
SO-202602-002092-01,SO-202602-002092,1,MAT-0193,WH-03,3269,1503,666,237.31,775761.19,2026-02-24T17:26:00+08:00,2026-03-08T17:26:00+08:00
SO-202602-002092-02,SO-202602-002092,2,MAT-0238,WH-06,4457,980,3853,231.99,1034000.36,2026-02-24T17:26:00+08:00,2026-03-04T17:26:00+08:00
SO-202602-002092-03,SO-202602-002092,3,MAT-0236,WH-04,2382,595,115,886.17,2110868.06,2026-02-24T17:26:00+08:00,2026-03-21T17:26:00+08:00
SO-202602-002092-04,SO-202602-002092,4,MAT-0122,WH-01,1547,361,717,141.29,218578.64,2026-02-24T17:26:00+08:00,2026-03-11T17:26:00+08:00
SO-202602-002092-05,SO-202602-002092,5,MAT-0158,WH-01,2943,2725,219,58.15,171124.14,2026-02-24T17:26:00+08:00,2026-03-21T17:26:00+08:00
SO-202606-002093-01,SO-202606-002093,1,MAT-0028,WH-05,3395,3395,3395,1734.25,5887783.47,2026-06-10T00:10:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002093-02,SO-202606-002093,2,MAT-0224,WH-02,2283,2283,2283,411.73,939979.87,2026-06-10T00:10:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002093-03,SO-202606-002093,3,MAT-0033,WH-05,759,759,759,239.03,181423.31,2026-06-10T00:10:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002093-04,SO-202606-002093,4,MAT-0176,WH-04,2573,2573,2573,1542.42,3968652.23,2026-06-10T00:10:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002094-01,SO-202606-002094,1,MAT-0009,WH-03,2984,1086,1140,75.92,226556.71,2026-06-17T11:45:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002094-02,SO-202606-002094,2,MAT-0229,WH-06,4061,2540,2302,394.09,1600388.93,2026-06-17T11:45:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-002094-03,SO-202606-002094,3,MAT-0022,WH-01,1896,596,76,125.43,237816.46,2026-06-17T11:45:00+08:00,2026-06-15T08:00:00+08:00
SO-202512-002095-01,SO-202512-002095,1,MAT-0159,WH-04,4095,4095,3019,28.46,116563.98,2025-12-18T01:03:00+08:00,2025-12-29T01:03:00+08:00
SO-202512-002095-02,SO-202512-002095,2,MAT-0059,WH-06,1267,1267,856,1229.43,1557684.6,2025-12-18T01:03:00+08:00,2026-01-08T01:03:00+08:00
SO-202512-002095-03,SO-202512-002095,3,MAT-0194,WH-02,50,50,38,20.11,1005.72,2025-12-18T01:03:00+08:00,2026-01-01T01:03:00+08:00
SO-202512-002095-04,SO-202512-002095,4,MAT-0135,WH-01,1478,1478,296,65.42,96689.69,2025-12-18T01:03:00+08:00,2025-12-18T01:03:00+08:00
SO-202604-002096-01,SO-202604-002096,1,MAT-0067,WH-02,1945,1945,1945,108.26,210572.34,2026-04-20T21:46:00+08:00,2026-04-22T21:46:00+08:00
SO-202604-002096-02,SO-202604-002096,2,MAT-0103,WH-03,753,753,753,1087.64,818990.42,2026-04-20T21:46:00+08:00,2026-04-17T21:46:00+08:00
SO-202604-002096-03,SO-202604-002096,3,MAT-0172,WH-01,4324,4324,4324,843.1,3645579.14,2026-04-20T21:46:00+08:00,2026-04-18T21:46:00+08:00
SO-202604-002096-04,SO-202604-002096,4,MAT-0104,WH-01,4170,4170,4170,985.81,4110819.83,2026-04-20T21:46:00+08:00,2026-05-15T21:46:00+08:00
SO-202604-002097-01,SO-202604-002097,1,MAT-0221,WH-03,1044,961,665,406.34,424216.38,2026-04-29T20:56:00+08:00,2026-05-23T20:56:00+08:00
SO-202604-002097-02,SO-202604-002097,2,MAT-0041,WH-02,76,47,21,651.2,49491.29,2026-04-29T20:56:00+08:00,2026-04-24T20:56:00+08:00
SO-202604-002097-03,SO-202604-002097,3,MAT-0216,WH-05,1123,310,498,204.23,229349.99,2026-04-29T20:56:00+08:00,2026-04-29T20:56:00+08:00
SO-202604-002097-04,SO-202604-002097,4,MAT-0056,WH-02,3242,1416,1363,559.04,1812417.12,2026-04-29T20:56:00+08:00,2026-05-16T20:56:00+08:00
SO-202508-002098-01,SO-202508-002098,1,MAT-0085,WH-05,572,572,572,739.22,422831.0,2025-08-05T00:21:00+08:00,2025-08-21T00:21:00+08:00
SO-202601-002099-01,SO-202601-002099,1,MAT-0235,WH-01,527,527,527,279.31,147198.54,2026-01-04T21:33:00+08:00,2026-01-23T21:33:00+08:00
SO-202601-002099-02,SO-202601-002099,2,MAT-0047,WH-01,3627,3627,3627,610.72,2215087.76,2026-01-04T21:33:00+08:00,2026-01-18T21:33:00+08:00
SO-202601-002099-03,SO-202601-002099,3,MAT-0224,WH-01,904,904,904,405.13,366239.49,2026-01-04T21:33:00+08:00,2026-01-18T21:33:00+08:00
SO-202601-002099-04,SO-202601-002099,4,MAT-0019,WH-05,2668,2668,2668,41.69,111234.63,2026-01-04T21:33:00+08:00,2026-01-11T21:33:00+08:00
SO-202601-002099-05,SO-202601-002099,5,MAT-0116,WH-01,1428,1428,1428,147.93,211249.89,2026-01-04T21:33:00+08:00,2026-01-22T21:33:00+08:00
SO-202601-002100-01,SO-202601-002100,1,MAT-0202,WH-01,1063,1063,1063,708.28,752906.75,2026-02-02T18:33:00+08:00,2026-02-15T18:33:00+08:00
SO-202601-002100-02,SO-202601-002100,2,MAT-0100,WH-02,1735,1735,1735,410.72,712604.69,2026-02-02T18:33:00+08:00,2026-03-02T18:33:00+08:00
SO-202601-002100-03,SO-202601-002100,3,MAT-0200,WH-04,3052,3052,3052,771.07,2353310.74,2026-02-02T18:33:00+08:00,2026-02-15T18:33:00+08:00
SO-202601-002100-04,SO-202601-002100,4,MAT-0214,WH-02,1532,1532,1532,240.44,368358.44,2026-02-02T18:33:00+08:00,2026-02-28T18:33:00+08:00
SO-202601-002100-05,SO-202601-002100,5,MAT-0173,WH-01,3625,3625,3625,1345.19,4876308.39,2026-02-02T18:33:00+08:00,2026-02-28T18:33:00+08:00
SO-202507-002101-01,SO-202507-002101,1,MAT-0153,WH-05,3727,3727,3727,452.12,1685044.32,2025-07-22T18:05:00+08:00,2025-07-23T18:05:00+08:00
SO-202511-002102-01,SO-202511-002102,1,MAT-0181,WH-06,2324,2324,2324,284.89,662079.49,2025-11-30T15:47:00+08:00,2025-12-20T15:47:00+08:00
SO-202511-002102-02,SO-202511-002102,2,MAT-0128,WH-01,4463,4463,4463,65.93,294226.5,2025-11-30T15:47:00+08:00,2025-12-22T15:47:00+08:00
SO-202511-002102-03,SO-202511-002102,3,MAT-0162,WH-04,3576,3576,3576,82.46,294890.05,2025-11-30T15:47:00+08:00,2025-12-05T15:47:00+08:00
